ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publication date;Languages;Related concepts;Themes;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages;Potential List;Internal ID
uneca:10855/34520;Monitoring and evaluation in land policy: harmonization a must;;;;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2014-10-31;en;"land policies;land;land administration;land use";;002;Institutional & Promotional Materials;https://repository.uneca.org/handle/10855/34520;;;;;2;;
uneca:10855/5881;Report on the effectiveness of regional and subregional development projects in the agricultural and rural sector, with particular emphasis on environment and sustained development;;The agricultural and rural sector is very important in Africa and enormous efforts have been made to develop it, not only at the national level, but also at the regional and subregional level.  However, despite this, the growth of the sector has not kept pace with population growth: according to FAI, the population is increasing by 3.3 per cent per year, but agricultural output by only 1.5 percent per year. This situation is very worrying and threatens to undermine any lasting development in a long-term, because all these factors tend to lead to a running-down of the natural resources and productive capacity of the continent.;;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;1992-03-31;en;"development;environment;rural development;sustainable development;agriculture";"Land, Climate Change & Environment;Socio-Economic & Institutional Context";002;Reports & Research;https://repository.uneca.org/handle/10855/5881;http://repository.uneca.org/rest/bitstreams/7857/retrieve;http://repository.uneca.org/rest/bitstreams/64194/retrieve;;;21;;
uneca:10855/35406;Project to support mainstreaming land governance in eastern Africa to be launched in Djibouti;;;;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2015-02-28;en;"land;agricultural landscape;land governance;land tenure;land economics";;DJI;Institutional & Promotional Materials;https://repository.uneca.org/handle/10855/35406;;;;;2;;
uneca:10855/35405;Platform for learning and sharing experiences: a must for sound land governance in Africa;;;;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2015-02-28;en;"land;agricultural landscape;land governance;land tenure;land economics";;NER;Institutional & Promotional Materials;https://repository.uneca.org/handle/10855/35405;;;;;3;;
uneca:10855/35403;Partners agree on key steps to implement new land governance project;;;;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2015-02-28;en;"land;agricultural landscape;land governance;land tenure;land economics";;DJI;Institutional & Promotional Materials;https://repository.uneca.org/handle/10855/35403;;;;;2;;
uneca:10855/35402;New programme promotes integrated approach to land governance;;;;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2015-02-28;en;"land;agricultural landscape;land governance;land tenure;land economics";;002;Institutional & Promotional Materials;https://repository.uneca.org/handle/10855/35402;;;;;2;;
uneca:10855/11076;Rapport sur les politiques du sol et  sur les systèmes agricoles en Somalie et au Soudan;;Dans son budget programme pour la période biennale 1986-1987 qui a été entérine par la onzième réunion do la Conférence des ministres tenue à Addis-Abeba en mai 1985 et ultérieurement approuve par la quarantième session de l'Assemblée générale des Nations Unie.  Le présent rapport, est un résume des principales questions soulèves lors du séminaire et des mesures pratiques envisagées pour améliorer les moyens des pays dans le domaine de la commercialisation agricole pour ce qui est des arrangements sous-régionaux en matière de CTPD. Le rapport contient un résume du discours d'ouverture prononce par un représentant du Gouvernement zimbabwéen et quatre sections.;;"United Nations Economic Commission for Africa;United Nations Economic and Social Council";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;1987-02-28;fr;"agricultural land management;land use planning;farming systems;land economics;sustainable land management;rural development;agricultural landscape;agriculture";Land, Climate Change & Environment;"SDN;SOM";Conference Papers & Reports;https://repository.uneca.org/handle/10855/11076;http://repository.uneca.org/rest/bitstreams/70196/retrieve;http://repository.uneca.org/rest/bitstreams/52263/retrieve;;;30;;
uneca:10855/11077;Report on land use policies and farming systems:  the case of Somalia and Sudan;;The recent FAO in-depth study on agricultural and food problems in Africa concluded that even the present inadequate food supply situation is unsustainable. Unless major policy decisions are taken and implemented to resolve the food production crisis and reduce the rate of population growth, the trends of the past 25 years will continue and the food supply situation will continue to deteriorate during the next 25 years. Famine of the magnitude experienced during the 1983-1934 drought could become a regular feature even in period of more average rainfall.;;"United Nations Economic Commission for Africa;United Nations Economic and Social Council";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;1987-02-28;en;"agricultural land management;land;land use planning;farming systems;land use;land economics;land degradation";Land, Climate Change & Environment;"SDN;SOM";Reports & Research;https://repository.uneca.org/handle/10855/11077;http://repository.uneca.org/rest/bitstreams/39420/retrieve;http://repository.uneca.org/rest/bitstreams/61201/retrieve;;;29;;
uneca:10855/35534;Les experts du Niger analysent les bonnes pratiques en matière d'aménagement foncier;;;;Nations Unies. Commission économique pour l'Afrique;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2014-12-31;fr;rural development;;"002;NER";Institutional & Promotional Materials;https://repository.uneca.org/handle/10855/35534;;;;;2;;
uneca:10855/17797;Land policy in Africa : West Africa regional assessment;;"The report considers the critical issues providing the context for discussing land issues affecting West Africa as a region. These include the political, social and economic context, colonial legacy and legal plural systems, the operations of regional economic communities and other regional initiatives, impact of demography, migration and urbanization, conflicts and post-conflict issues, as well as shared resources and ecosystems. The report then considers the relevance of key issues and challenges to the West Africa region as identified by the LPI consortium in the continental background

document. The issues include state sovereignty over land, drought, desertification and floods, protecting the commons, including pastoral rights, evolution of the land market and security of tenure, decentralization and its effect on efficient land management, land and mining, and gender and land issues. The issue of biofuels and the land requirement for providing the feed stock and HIV/AIDS are discussed as critical emerging issues.";;"African Union;United Nations Economic Commission for Africa;International Fund for Agricultural Development (IFAD);Food and Agriculture Organization of the United Nations (FAO);African Development Bank";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2011-12-31;en;"urbanization;land policies;land;land management;land administration;assessment";Urban Tenure;"002;011";Policy Papers & Briefs;https://repository.uneca.org/handle/10855/17797;http://repository.uneca.org/rest/bitstreams/39694/retrieve;http://repository.uneca.org/rest/bitstreams/74600/retrieve;;;108;;
uneca:10855/22922;Climate Research for Development in Africa CR4D : Advancing new frontiers of climate research to enhancing co-production of climate information and services for sustainable development planning in Africa;;This document focuses on the Side event COP21: Climate Research for Development in Africa (CR4D). CR4D is an African-led initiative supported by partnership and leadership of African Climate Policy Center (ACPC) of UN Economic Commission for Africa (UNECA), African Ministerial Conference on Meteorology (AMCOMET), World Meteorological Organization (WMO), and Global Frame-work for Climate Services (GFCS). ACPC hosts CR4D Secretariat;;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2015-12-31;en;"development;sustainable development;climate change;land use;research";"Land, Climate Change & Environment;Socio-Economic & Institutional Context";002;Policy Papers & Briefs;https://repository.uneca.org/handle/10855/22922;http://repository.uneca.org/rest/bitstreams/71477/retrieve;http://repository.uneca.org/rest/bitstreams/75309/retrieve;;;2;;
uneca:10855/22923;Large-scale land based investments in Africa : synthesis report;;This document focuses on the Synthesis report on Large-scale land based investments in Africa. The specific objective of the work is to prepare an assessment report on LSLBI in Africa with a view to building knowledge and drawing lessons based on best practices for future LSLBI deals that lead to win-win outcomes. In order to do so five regional assessments have been engaged in and are synthesized in this continental synthesis report.;;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2013-12-31;en;"land policies;scale;sustainable development;land governance;land economics;land;urban areas";"Urban Tenure;Socio-Economic & Institutional Context";002;Reports & Research;https://repository.uneca.org/handle/10855/22923;http://repository.uneca.org/rest/bitstreams/71479/retrieve;http://repository.uneca.org/rest/bitstreams/75181/retrieve;;;51;;
uneca:10855/22885;Création et promotion de chaînes de valeur régionales pour les produits alimentaires et agricoles stratégiques en Afrique;;"Le choix des pays et produits pilotes a été effectué lors de réunions de consultation tenues avec l’Union africaine, le COMESA, la SADC, la CEDEAO et la FAO en mai 2011 et juin 2013. Les produits choisis étaient le riz, le maïs et le bétail ; les pays pilotes choisis étaient, pour le COMESA, le Botswana, l’Éthiopie, le Malawi, l’Ouganda, la République-Unie de Tanzanie et le Zimbabwe, et, pour la CEDEAO, le Bénin, le Burkina Faso, la Côte d’Ivoire, le Ghana, le Mali et le Niger. Les pays ont été choisis sur la base de leur disposition à participer à l’étude (à savoir, la volonté d’y prendre part et le fait d’être prêt pour y prendre part), de leur potentiel en ce qui concerne les produits choisis, et de leur état de préparation pour faire partie d’une chaîne de valeur coordonnée au niveau régional pour certains produits.";;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2015-10-31;fr;agriculture;;002;Conference Papers & Reports;https://repository.uneca.org/handle/10855/22885;http://repository.uneca.org/rest/bitstreams/71398/retrieve;http://repository.uneca.org/rest/bitstreams/75125/retrieve;;;13;;
uneca:10855/21213;Note on: the land tenure system in the Niger customary rights public and private domain;;"The Second United Nations Regional Cartographic Conference for Africa held at Tunis in September 1966, the Niger in association with Madagascar; presented a resolution recommending that the ECA organize a seminar on cadastre. It was hoped that such a seminar would enable the Niger to become acquainted with and compare the latest methods used by certain African countries and possibly to benefit from their experience in establishing a cadastre in the Niger.";;"United Nations Economic Commission for Africa;United Nations Economic and Social Council";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;1972-01-31;en;"land subdivision;land;farm tenancy;land tenure";;"002;ETH";Conference Papers & Reports;https://repository.uneca.org/handle/10855/21213;http://repository.uneca.org/rest/bitstreams/35778/retrieve;http://repository.uneca.org/rest/bitstreams/59412/retrieve;;;10;;
uneca:10855/10602;Transnational Corporations in the Banana Industry in Cameroon;;"Prior to tho advent of colonialism, the banana industry in Cameroon was essentially

a traditional cottage industry producing for domestic consumption. When the country become a German colony towards the end of the nineteenth century, tho industry ""began to develop into what is today, an export oriented activity based on colonial plantations

(Hondols und Plantagcn Kolonio), using capitalist means of production and with a capitalist export structure, The colonial pattern of production continued to predominate until the 1950s, whenthere was still a very small (4 per cent) input of traditional peasant agriculture.";;"United Nations Economic Commission for Africa;UN. ECA/UNCTC Joint Unit on Transnational Corporation;United Nations Economic and Social Council";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;1984-08-31;fr;"farming systems;agriculture";;CMR;Reports & Research;https://repository.uneca.org/handle/10855/10602;http://repository.uneca.org/rest/bitstreams/10245/retrieve;http://repository.uneca.org/rest/bitstreams/61983/retrieve;;;33;;
uneca:10855/795;Financing African agriculture challenges and prospects;"African economic conference 2007 ""Opportunities and challenges of development for african in the global arena :";"This paper identifies and discusses some key issues and challenges in financing agriculture in Sub-Saharan Africa. The analysis first reviews recent trends in agricultural financing focusing on both external and domestic sources. The paper then discusses a number of issues and challenges that affect agricultural financing in SSA. The four areas, which show a certain degree of inter-relationship, are: government commitment to support agriculture; the role of public and private sector; emerging aid modalities to agriculture; and financing regional public goods. The paper stresses the importance of ensuring that agriculture is prioritized in the political processes of countries and that the government and the private sector play their rightful role in the financing of African agriculture. The paper notes that while the emerging agricultural financing mechanisms such as budget support and sector-wide approaches

(SWAPs) present opportunities for enhancing the volume and effectiveness of agricultural support, they pose challenges to both donors and recipients. The paper also notes that the financing of regional public goods (RPGs) in agriculture, which has great potential in Africa, will require up-scaling and innovative financing.";Walter, Odhiambo;"United Nations Economic Commission for Africa;African Development Bank";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2007-11-30;en;"agriculture;rural development";;002;Reports & Research;https://repository.uneca.org/handle/10855/795;http://repository.uneca.org/rest/bitstreams/1617/retrieve;http://repository.uneca.org/rest/bitstreams/52296/retrieve;;;20;;
uneca:10855/35490;Land policy initiative update: steering committee lauds progress, approves 2015 work plan;;;;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2015-04-30;en;"land policies;land;land administration;land law";;002;Institutional & Promotional Materials;https://repository.uneca.org/handle/10855/35490;;;;;2;;
uneca:10855/8441;Ethiopia : cadastral survey and registration;;"Of the nation's 122.2 million hectares of total area, 84.1 million hectares of land and 12.1 million hectares of water and water courses comprise the potentially productive cultivable land and water resources of the nation. At present, only 10.4 per cent of the total land area i.e. 12.9 million hectares is put under cultivation of which 9 to 91/2 million hectares have actually ""been planted and harvested. Agriculture, the dominant sector of the country's economy is not only a goldmine in terms of potential but also a real source of wealth. It contributes about 60 per cent of the Gross Domestic Product and accounts for about 95 per cent of the exports. Above all this sector of the economy is the only and meaningful source of employment for the large masses of the Ethiopian people. For years to come agriculture will remain to be the sine qua non"" of Ethiopia's sustained economic development.";;"United Nations Economic Commission for Africa;United Nations Economic and Social Council";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;1970-11-30;en;"land rights;land registration;land economics";;ETH;Conference Papers & Reports;https://repository.uneca.org/handle/10855/8441;http://repository.uneca.org/rest/bitstreams/31784/retrieve;http://repository.uneca.org/rest/bitstreams/59371/retrieve;;;7;;
uneca:10855/6231;Comment formuler un projet agricole en Afrique et comment juger de sa valeur: note de secrétariat;;Une ferme n'est pas une usine. L'agriculture est pleine de facteurs imprévisibles. Mise à part les facteurs saisonniers et chronologiques qui interviennent pour compliquer ou pour allonger le cycle de production, mis à part la ménace permanente des variations climatiques qui peuvent influer sur la production, mis à part le fait qu'un grand nombre des produits agricoles sont des produits solidaires, et s'inscrivent donc difficilement dans un plan systématique, le lieu même de chaque entreprise agricole donne naissance à des problèmes particuliers dont les industries de transformation ignorent la plupart. Contrairement aux entreprises agricoles, une industrie de l'acier, par exemple, n'est tributaire ni du sol, ni du climat, ni de la topographie, trop souvent des projets agricoles ne sont soldés par un échec que parce qu'ils étaient conçus comme des usines.;;"United Nations Economic Commission for Africa;United Nations Economic and Social Council";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;1961-10-31;fr;agriculture;;002;Conference Papers & Reports;https://repository.uneca.org/handle/10855/6231;http://repository.uneca.org/rest/bitstreams/3834/retrieve;http://repository.uneca.org/rest/bitstreams/49285/retrieve;;;18;;
uneca:10855/5587;Management of land-based resources for sustainable development : policy recommendations;;"This paper states that the development strategy of most African countries, since independence, has depended mainly upon the exploitation of their natural resources. These include agriculture, minerals, energy, water and other biological resources. Unfortunately, the strategy did not bring about the expected results but created environmental degradation and increased poverty (World Bank, 2003). The World Summit on Sustainable Development (WSSD) noted that the efforts to achieve sustainable development have been hindered by ""conflicts, insufficient investment, limited market access opportunities and supply side constraints, unsustainable debt burdens, historically declining levels of official development assistance and the impact of HIV/AIDS."" (United Nations, 2003 p.36). The situation was exacerbated by the lack of land and land resources use planning couple with overall inappropriate socio-economic policies.";;"United Nations Economic Commission for Africa;United Nations Economic and Social Council";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2005-08-31;en;"development;land;rural development;sustainable development";Socio-Economic & Institutional Context;002;Reports & Research;https://repository.uneca.org/handle/10855/5587;http://repository.uneca.org/rest/bitstreams/755/retrieve;http://repository.uneca.org/rest/bitstreams/52097/retrieve;;;18;;
uneca:10855/5588;Management of land-based resources for sustainable development : highlights on the status of sustainable development in Africa;;This paper focused on managing land based resources for sustainable development: highlights on the status of sustainable development in Africa.;;"United Nations Economic Commission for Africa;United Nations Economic and Social Council";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2005-10-31;en;"development;land;rural development;sustainable development;natural resources management";Socio-Economic & Institutional Context;ETH;Conference Papers & Reports;https://repository.uneca.org/handle/10855/5588;http://repository.uneca.org/rest/bitstreams/35631/retrieve;http://repository.uneca.org/rest/bitstreams/62777/retrieve;;;11;;
uneca:10855/10780;Photogrammétrie numérique et cartographie automatique;;A l’occasion de la réfection des cartes périmées ou de l’établissement de cartes nouvelles, de nouvelles techniques automatisées semblent pouvoir rendre d’importants services. L’enregistrement des données numériques, notamment, à partir des photographies aériennes, peut se faire sans accroissement notable du délai de restitution, et se montre ainsi promis à d’intéressants développements.;;"United Nations Economic Commission for Africa;United Nations Economic and Social Council";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;1972-09-30;fr;"land use mapping;land administration";;002;Conference Papers & Reports;https://repository.uneca.org/handle/10855/10780;http://repository.uneca.org/rest/bitstreams/70469/retrieve;http://repository.uneca.org/rest/bitstreams/56798/retrieve;;;6;;
uneca:10855/13177;Africa and the fertilizer Industry : a review of the industry in the light of recent world-wide developments;;This paper focuses on the reviews of fertilizer situation and recent trend in the African region in relation to those in the worlds the conclusion reached is  that in certain area of the region high priority should be according to the development of the  basis of indigenous raw materials and energy resource wich are available in  abundances. An attempt has been  made to estimate rough orders of magnitude of the investment implications based on import substitution on the one hand and combinations of import substitution and increase exports on the others;;"United Nations Economic Commission for Africa;United Nations Economic and Social Council";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;1975-09-30;en;"development;farming systems;land use;agricultural land management";;002;Reports & Research;https://repository.uneca.org/handle/10855/13177;http://repository.uneca.org/rest/bitstreams/36632/retrieve;http://repository.uneca.org/rest/bitstreams/62120/retrieve;;;41;;
uneca:10855/14198;Une évaluation des politiques de migration urbaine dans certains pays africains;;L'urbanisation croissante, qui est due en parti a l'exode rural, est l'un des facteurs a l'origine de la répartition inégale de la population dans les pays africains. Ce phénomène a deux caractéristiques a savoir le pourcentage faible quoique croissant de la population urbaine et le taux d'accroissement élève des populations urbaines (ainsi que de la population totale).;;"United Nations Economic Commission for Africa;United Nations Economic and Social Council";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;1992-01-31;fr;land access;;002;Conference Papers & Reports;https://repository.uneca.org/handle/10855/14198;http://repository.uneca.org/rest/bitstreams/6252/retrieve;http://repository.uneca.org/rest/bitstreams/51136/retrieve;;;19;;
uneca:10855/8875;Rapport sur le cadastre du Gabon;;Ce n’est qu’en 1951 que naît au Gabon un service topographique et du cadastre. Si aujourd’hui il tend à devenir un vrai cadastre sous une forme particulière sans doute en rapport avec des services similaires africains, ce n’est là que la réalisation de son but initial qui était de doter le pays d’un plan topographique exact des zones urbaines et industrielles, devant servant de base par la suite à l’élaboration d’un cadastre et à la réalisation enfin de tous les projets tels que lotissements, voirie, implantation des lignes électriques, adductions d’eau et autres travaux nécessitant un plan topographique préalable.;;"United Nations Economic Commission for Africa;United Nations Economic and Social Council";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;1970-11-30;fr;"cadastres;land administration;land registration";;GAB;Conference Papers & Reports;https://repository.uneca.org/handle/10855/8875;http://repository.uneca.org/rest/bitstreams/83129/retrieve;http://repository.uneca.org/rest/bitstreams/83812/retrieve;;;3;;
uneca:10855/10671;Report of the African Population Conference;;This paper focuses on the report of the African population conference Accra, Ghana. Population prospects in Africa have to be assessed against  the background of past and current elements of demographic growth and change. Two major factors fertility and mortality without necessarily neglecting internal migration deserve serious consideration in view of their important relationship to possible future changes in the rate of growth.;;"United Nations Economic Commission for Africa;United Nations Economic and Social Council";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;1972-07-31;en;land use;;002;Conference Papers & Reports;https://repository.uneca.org/handle/10855/10671;http://repository.uneca.org/rest/bitstreams/28198/retrieve;http://repository.uneca.org/rest/bitstreams/62057/retrieve;;;68;;
uneca:10855/39620;Africa's land commissions commit to recognizing and securing community land rights;;;;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2017-07-31;en;"land policies;land;community land rights;land rights;land tenure";Indigenous & Community Land Rights;002;Institutional & Promotional Materials;https://repository.uneca.org/handle/10855/39620;;;;;3;;
uneca:10855/37436;Les chefs traditionnels s'engagent à protéger les droits fonciers des populations locales;;;;Nations Unies. Commission économique pour l'Afrique;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2016-11-30;fr;indigenous peoples;Indigenous & Community Land Rights;002;Institutional & Promotional Materials;https://repository.uneca.org/handle/10855/37436;;;;;4;;
uneca:10855/37437;Traditional leaders pledge to protect land rights of local people;;;;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2016-11-30;en;"indigenous peoples;land policies;land;land rights";Indigenous & Community Land Rights;002;Institutional & Promotional Materials;https://repository.uneca.org/handle/10855/37437;;;;;3;;
uneca:10855/31098;Closing statement by Dr. Abebe Haile-Gabriel representative of the African union commission (AUC) Regional;;;Abebe H. Gabriel;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2008-08-31;en;"land policies;land reform";;002;Policy Papers & Briefs;https://repository.uneca.org/handle/10855/31098;;;;;5;;
uneca:10855/18552;Production vivrière et agriculture en Afrique : situation actuelle et perspectives d'avenir;;Le présent document se compose de trois parties. Dans le première sont passes en revue les résultats médiocres et sombres perspectives de l'agriculture en Afrique. La seconde partie retrace succinctement l'historique, du point de vue institutionnel de la division mixte CEA/FAO de l'agriculture et xposse brièvement son programme de travail. La troisième et dernière partie du document a trait au fonds international pour le développement de l'agriculture.;;"United Nations Economic Commission for Africa;United Nations Economic and Social Council";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;1977-01-31;fr;"rural development;farmers;agricultural landscape;farming systems;agriculture";;002;Conference Papers & Reports;https://repository.uneca.org/handle/10855/18552;http://repository.uneca.org/rest/bitstreams/23844/retrieve;http://repository.uneca.org/rest/bitstreams/58885/retrieve;;;9;;
uneca:10855/15698;Food and agriculture in Africa: ECA/FAO Agriculture Division;;The paper suggests a way forward to increase considerably the food-production in the Sub-Saharan African countries which have perpetually been suffering from acute shortage of food grains. Contrary to observed trends in most parts of the world, food production in Sub-Saharan Africa has failed miserably to keep pace with the growing population. Consequently, the region has been one of the most famine-prone regions on the planet. There is a lot to be learnt from the experience of many of the Asian countries who have made it on the food front inspite of equally difficult population pressures. Generally speaking, the main constraint in any developmental efforts in Africa has been so much dependence on foreign aid, technology and expertise that it ultimately lost control over its own destiny.;;"United Nations Economic Commission for Africa;Food and Agriculture Organization of the United Nations (FAO)";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;1994-12-31;en;"agricultural land management;food security;agriculture;rural development";Land & Food Security;002;Reports & Research;https://repository.uneca.org/handle/10855/15698;http://repository.uneca.org/rest/bitstreams/76568/retrieve;http://repository.uneca.org/rest/bitstreams/78416/retrieve;;;61;;
uneca:10855/15699;Food and agriculture in Africa;;"The first four years of the 1990s indicate that African economies have grown by a mere 1.5 per cent per annum worse than during the ""lost decade"" of the 1980s when Africa's economic annual growth rate was on average 1.8 per cent during the period 1980-1990. This growth is barely half of the rate of growth of Africa's population and is well below the annual average growth target of 4 per cent set by the World Food Conference in 1974, and still worse than the 6 per cent set in the United Nations New Agenda for the Development of Africa in the 1990s. This trend of continuing decline in per capita income also continues to translate itself into a further slide into hunger and poverty. The paper stressed that the current tendency of pushing African countries to intensify reforms in return for debt relief or special financial assistance of the types referred to earlier for the principal purpose of balancing the books in the current account cannot be a reliable cure to the widening problems of rural poverty. This does not guarantee that the financial gains accruing to the reforming countries through debt relief or external assistance will be judiciously utilized to improve the lamentable fate of the rural poor.";;"United Nations Economic Commission for Africa;Food and Agriculture Organization of the United Nations (FAO)";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;1994-06-30;en;"sustainable development;agriculture;rural development;agricultural and rural legislation";Socio-Economic & Institutional Context;002;Reports & Research;https://repository.uneca.org/handle/10855/15699;http://repository.uneca.org/rest/bitstreams/76052/retrieve;http://repository.uneca.org/rest/bitstreams/77698/retrieve;;;67;;
uneca:10855/35665;Un cadre de suivi-évaluation pour appuyer l'agenda africain sur le foncier;;;;Nations Unies. Commission économique pour l'Afrique;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2014-07-31;fr;"land tenure;land policies";;TGO;Institutional & Promotional Materials;https://repository.uneca.org/handle/10855/35665;;;;;2;;
uneca:10855/33055;Africa welcomes first continental land policy framework, guidelines;;;;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2010-10-31;en;"land policies;land management;land";;002;Institutional & Promotional Materials;https://repository.uneca.org/handle/10855/33055;;;;;2;;
uneca:10855/35661;L'IPF contribue au Forum africain sur l'agrobusiness;;;;Nations Unies. Commission économique pour l'Afrique;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2014-06-30;fr;agriculture;;002;Institutional & Promotional Materials;https://repository.uneca.org/handle/10855/35661;;;;;2;;
uneca:10855/39775;Le Projet pilote visant à intégrer les questions de gouvernance foncière dans l'agriculture lancé en RDC;;;;Nations Unies. Commission économique pour l'Afrique;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2017-08-31;fr;agriculture;;002;Press release;https://repository.uneca.org/handle/10855/39775;;;;;2;;
uneca:10855/18706;Situation of Land Reform in Africa :  resolution 108 (VI) adopted by the Commission at its 112th Plenary Meeting on 29 February 1964;;The present document concern about Situation of land reform in Africa;;"United Nations Economic Commission for Africa;United Nations Economic and Social Council";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;1964-03-31;en;"land policies;land reform;land";;002;Conference Papers & Reports;https://repository.uneca.org/handle/10855/18706;http://repository.uneca.org/rest/bitstreams/23642/retrieve;http://repository.uneca.org/rest/bitstreams/58723/retrieve;;;1;;
uneca:10855/708;Rapport sur l'accès des femmes aux ressources terre et technologie au Burkina Faso;;Aujourd'hui on s'accorde pour reconnaître que les femmes jouent un rôle important dans l'économie des pays et plus particulièrement dans l'agriculture pour les pays fortement agricoles et sous développés comme le Burkina Faso. Cette conviction est traduite au niveau national par l’élaboration des stratégies nationales pour l'intégration des femmes au développement et plus récemment encore par la creation d'un ministère de la promotion de la femme.;;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;1998-11-30;fr;"farmers;land rights;women";Land & Gender;"002;BFA";Reports & Research;https://repository.uneca.org/handle/10855/708;http://repository.uneca.org/rest/bitstreams/2262/retrieve;http://repository.uneca.org/rest/bitstreams/52213/retrieve;;;45;;
uneca:10855/13677;Institutional cooperation;;A fundamental requirement for a national development strategy is an effective mapping programme. Information about the physical environment in the form of remote sensing imagery, coordinates, maps, digital data, cadastral data and land-use information is a basic tool in the planning, process. The orderly exploitation of natural resources, forestry and agriculture development programmes, erosion control, transportation, urban and rural planning, environmental control, tele- communications, are examples of activities which are, to a high degree, dependent upon the (availability of up-to-date, reliable base data.;Brook, Ian;"United Nations Economic Commission for Africa;National Land Survey of Sweden;United Nations Economic and Social Council";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;1986-10-31;en;"cadastres;land use mapping;land use;land administration";;002;Reports & Research;https://repository.uneca.org/handle/10855/13677;http://repository.uneca.org/rest/bitstreams/23108/retrieve;http://repository.uneca.org/rest/bitstreams/63748/retrieve;;;9;;
uneca:10855/19643;Consultative workshop on land policy in Africa: a framework on action to secure land rights, enhance productivity and secure livelihoods :summary of key messages and recommendations of the consultative workshop;Summary of key messages and recommendations of the consultative workshop;"The consultative workshop, which took place 27-29 March 2006 at the United Nations Conference Centre (UNCC), Addis Ababa, was the first step in the process of developing a land policy framework and guidelines. The discussions were informed by an issues/discussion paper, and brought together representatives from African governments, Regional Economic Communities, Civil Society including farmers' organizations, African private sector, Centres of Excellence and Development Partners. The consultative workshop aimed to build consensus around the following issues:Elements and thematic issues that would characterize the framework and guidelines of land policy and land reform in Africa;Features of a vision and guiding principles for a framework of land policy in Africa; Actions and sequential activities needed to develop a land policy framework and

guidelines; and Roles of stakeholders and partners, and resource mobilization. The expected outputs of the workshop are: i) a background document summarizing the main land issues in Africa that should be used as the basis for developing the guidelines and

framework; and ii) a skeleton framework of iand policy and land reform in Africa.";;"African Union;United Nations Economic Commission for Africa;African Development Bank;African Development Fund";United Nations Economic Commission for Africa;United Nations Economic Commission for Africa;2006-03-31;en;"land policies;land rights;land economics;land";;002;Conference Papers & Reports;https://repository.uneca.org/handle/10855/19643;http://repository.uneca.org/rest/bitstreams/23390/retrieve;http://repository.uneca.org/rest/bitstreams/58316/retrieve;;;9;;
