ID;Title;Abstract/Description;Link to the publication;Link to the original website;Publicaton date (YYYY/MM);journal;Publishers;Corporate Authors;Authors;Language;Resource types;Geographical focus;Related Concepts;Themes;Overarching Categories
mokoro:6171;Formalising land rights in developing countries. Moving from past controversies to future strategies;"Covers why do we need to think about policies to formalise land rights in developing countries?; primarily a political issue; policies to formalise land rights are not a panacea; inclusive formalisation policies present considerable challenges. Shows that policies to formalise rights raise highly political issues and often contribute to exclusion. They can be powerful tools for greater security, social integration and economic development, but only under certain conditions – in particular, recognising the plurality of norms and rights (especially collective rights), social validation prior to the registration of rights, reliable land management institutions, and a favourable economic environment.";http://www.diplomatie.gouv.fr/en/IMG/pdf/Formalising-land-rights.pdf;http://mokoro.co.uk/land-rights-article/formalising-land-rights-in-developing-countries-moving-from-past-controversies-to-future-strategies/;31-03-2015;;French Technical Committee on Land Tenure and Development;French Technical Committee on Land Tenure and Development;;en;Reports & Research;002;"environment;land rights;land management;land";Land, Climate change & Environment;"Land Use, Management & Investment;Access to Land & Tenure Security"
mokoro:7911;Islamic Inheritance Laws and their impact on rural women. A synthesis of studies from Asia and West Africa and emerging recommendations;Analyses inheritance laws and their impacts on rural women in Bangladesh, India, Pakistan, Indonesia, Senegal, Togo and Mali. Focuses on Muslim societies, but also looks at how these differed from or influenced the inheritance practices of non-Muslim groups. Shows that women continue to be systematically denied their rights to inheritance, especially in rural areas. Inheritance practices are deeply embedded in local culture and tradition and, even though civil and religious laws exist that protect women’s inheritance, customary laws are found to prevail, which largely exclude women from property ownership and inheritance.;http://www.landcoalition.org/sites/default/files/documents/resources/web_framing_the_debate_islamic_inheritance_.pdf;http://mokoro.co.uk/land-rights-article/islamic-inheritance-laws-impact-rural-women-synthesis-studies-asia-west-africa-emerging-recommendations/;31-08-2016;;;;Frida Khan;en;Reports & Research;002;"property;area;customary law;rural areas;women";Land & Gender;Land Use, Management & Investment
mokoro:5865;Land, life and justice. How land grabbing in Uganda is affecting the environment, livelihoods and food sovereignty of communities;Investigates cases of land grabbing in Uganda, focusing in particular on oil palm plantations in Kalangala, Lake Victoria. Argues that land grabbing in Uganda is intensifying and spreading throughout the country, depriving local communities of access to natural resources, exacerbating rural poverty and aggravating the risk of food crises.;http://www.foeeurope.org/sites/default/files/news/foei_land_grabbing_in_uganda_230412.pdf;http://mokoro.co.uk/land-rights-article/land-life-and-justice-how-land-grabbing-in-uganda-is-affecting-the-environment-livelihoods-and-food-sovereignty-of-communities/;30-04-2012;;;Friends of the Earth International;;en;Reports & Research;"002;UGA";"environment;poverty;land;land grabbing";Land, Climate change & Environment;
mokoro:5996;Large-scale Commercial Agriculture in Africa: Lessons from the Past;African agriculture is in a phase of rapid commercialisation. Planners and investors in sub-Saharan Africa urgently need to consider how the choice of business model, the local context and the political environment affect outcomes of commercial ventures. Lessons from history have contemporary relevance.;http://mokoro.co.uk/wp-content/uploads/Policy-_Brief_065.pdf;http://mokoro.co.uk/land-rights-article/large-scale-commercial-agriculture-in-africa-lessons-from-the-past/;28-02-2014;;Future Agricultures Consortium;;Rebecca Smalley;en;Reports & Research;002;"environment;scale;agriculture";Land, Climate change & Environment;Land Use, Management & Investment
mokoro:5371;Politics of Land Reform in the ‘New’ South Africa;Report of a workshop at the LSE. Contains list of participants, outline of the workshop and discussion notes by Gavin Capps, report on the workshop by Simon Batterbury, and remarks prepared for the workshop by Abie Ditlhake (South African NGO Coalition). The workshop aimed to grasp recent changes in land policy in South Africa and enable activists and analysts to take stock and discuss responses. Includes discussion of paper by Ruth Hall and Gavin Williams and presentation by Ben Cousins.;http://mokoro.co.uk/wp-content/uploads/politics_of_land_reform_in_new_sa.pdf;http://mokoro.co.uk/land-rights-article/politics-of-land-reform-in-the-new-south-africa/;30-06-2000;;London School of Economics and Political Science;London School of Economics and Political Science;"Gavin Capps;Simon Batterbury";en;Reports & Research;"ZAF;002";"land;land reform";;
mokoro:5873;A field not quite her own: single women’s access to land in communal areas of Zimbabwe;Includes evolution of communal areas in Zimbabwe, research context and findings, processes leading to matongo, vulnerability of women’s land access, bargaining for land in patrimonial governance systems.;http://www.landcoalition.org/en/resources/field-not-quite-her-own-single-womens-access-land-communal-areas-zimbabwe;http://mokoro.co.uk/land-rights-article/a-field-not-quite-her-own-single-womens-access-to-land-in-communal-areas-of-zimbabwe/;31-03-2011;;International Land Coalition;International Land Coalition;Gaynor G. Paradza ;en;Reports & Research;"002;ZWE";"land;area;land access;research;women";Land & Gender;"Land Use, Management & Investment;Access to Land & Tenure Security"
mokoro:5862;Differentiation of women’s land tenure security in Southern Africa;"Includes sources of differentiation among women – type of land, age, life course, marital status, termination of marriage, economic status, AIDS; policy implications.";http://www.landcoalition.org/en/resources/differentiation-women-s-land-tenure-security-southern-africa;http://mokoro.co.uk/land-rights-article/differentiation-of-womens-land-tenure-security-in-southern-africa/;31-03-2011;;International Land Coalition;International Land Coalition;Gaynor G. Paradza;en;Reports & Research;002;"land;land tenure;women";Land & Gender;"Land Policy & Legislation;Access to Land & Tenure Security"
mokoro:5568;The 1999 Land Act and the Village Land Act: a technical analysis of the practical implications of the Acts;"Contains background to the Acts; the Land Act – concentration of powers in the Ministry, the provisions for a market in land, women’s rights to land, conflict resolution; the Village Land Act – definition and registration of village land, registration and adjudication of customary rights, women’s rights, conflict resolution, the enabling legislation; if not this, then what?; what next? Concludes that the Land Acts are the logical outcome of a deeply flawed policy which rely on administrative procedures rather than market forces and make highly unrealistic assumptions of administrative capacities.";http://mokoro.co.uk/wp-content/uploads/1999_land_act_and_village_land_act_tanzania.pdf;http://mokoro.co.uk/land-rights-article/the-1999-land-act-and-the-village-land-act-a-technical-analysis-of-the-practical-implications-of-the-acts/;28-02-2005;;;;Geir Sundet ;en;Reports & Research;002;"adjudication;land;women";"Land Conflicts;Land & Gender";"Land Use, Management & Investment;Access to Land & Tenure Security"
mokoro:8130;Global Scaling up of Women’s Land Rights;A discussion paper attempting to take stock of what works and does not work in interventions seeking to promote and enhance women’s land rights. Looks at both individual and community land tenure, rural and urban land, arable and forest land. Describes a variety of interventions in as much detail as possible to understand why the intervention worked or not. Makes recommendations for scaling up women’s land rights.;http://mokoro.co.uk/wp-content/uploads/Scaling-WLR-Resource-Equity-November-2016.pdf;http://mokoro.co.uk/land-rights-article/global-scaling-womens-land-rights/;30-11-2016;;;"Kadaster International;LANDac;Ministry of Foreign Affairs of the Netherlands;Oxfam Novib;Wageningen Centre for Development Innovation";;en;Reports & Research;002;"land;land rights;land tenure;forest land;women";"Land & Gender;Forest Tenure";"Land Policy & Legislation;Land Use, Management & Investment;Access to Land & Tenure Security"
mokoro:5907;Land issues in the Rwanda’s post conflict land reform;Includes land tenure systems in Rwanda, the Land Tenure Reform Programme (LTRP), summary of the land policy and the organic land law, registration of eight million parcels in three years: a realistic ambition?, land tenure regularisation and housing development in Kigali, conclusions and policy implications.;http://www.pulp.up.ac.za/edited-collections/essays-in-african-land-law;http://mokoro.co.uk/land-rights-article/land-issues-in-the-rwandas-post-conflict-land-reform/;31-12-2011;;Pretoria University Law Press;;Geoffrey Payne;en;Reports & Research;"002;RWA";"land;land tenure;land law;land reform;land tenure systems";;"Land Policy & Legislation;Access to Land & Tenure Security"
mokoro:8324;Host country governance and the African land rush: 7 reasons why large-scale farmland investments fail to contribute to sustainable development;"Contributes to the research gap on host country governance dynamics by synthesizing results and lessons from 38 case studies conducted in Ethiopia, Ghana, Nigeria, and Zambia. It shows how and why large-scale farmland investments are often synonymous with displacement, dispossession, and environmental degradation and, thereby, highlights 7 outcome determinants that merit more explicit treatment in academic and policy discourse. They are: deficiencies in the law; elite capture; co-optation and conflicts of interests; capacity constraints and cross-accountability; high modernist ideologies; lack of collective action and contestation; and incompatibility of production systems.";http://www.cifor.org/library/6350/host-country-governance-and-the-african-land-rush-7-reasons-why-large-scale-farmland-investments-fail-to-contribute-to-sustainable-development/;http://mokoro.co.uk/land-rights-article/host-country-governance-african-land-rush-7-reasons-large-scale-farmland-investments-fail-contribute-sustainable-development/;31-12-2016;;;;George C. Schoneveld;en;Reports & Research;002;"displacement;scale;sustainable development;dispossession;land investments;research;environment;land;farmland";"Land Conflicts;Land & Investments;Land, Climate change & Environment;Socio-Economic & Institutional Context";"Land Use, Management & Investment;Access to Land & Tenure Security"
mokoro:5848;Aspects and characteristics of State-owned Land in West Africa;Includes public lands, land monopolies, examples of total and partial state monopolies on land, ideas implicit in the state monopoly on land. Aims to clarify different conceptions of state-owned land so we can better assess their implications for land policies.;http://www.agter.asso.fr/IMG/pdf/2011_ctf_fiche-pedag_chouquer_domanialite_en.pdf;http://mokoro.co.uk/land-rights-article/aspects-and-characteristics-of-state-owned-land-in-west-africa/;31-01-2011;;;;Gerard Chouquer;en;Reports & Research;002;"land policies;land";;Land Policy & Legislation
mokoro:7910;‘It’s not all about the land’: Land disputes and conflict in the eastern Congo;Current interventions in land conflicts in the eastern Congo are focused on conflict management rather than conflict resolution. Land conflicts are part of a wider governance problem and need political rather than technical approaches. Conflicts over land are related to wider conflict dynamics, which are the result of an interplay between struggles for power and resources, identity narratives and territorial claims. There is a need for better donor coordination and more coherent land governance interventions, which should be integrated into larger state-building efforts.;http://riftvalley.net/publication/its-not-all-about-land;http://mokoro.co.uk/land-rights-article/not-land-land-disputes-conflict-eastern-congo/;30-09-2016;;Rift Valley Institute;Rift Valley Institute;"Gillian Mathys;Koen Vlassenroot";en;Reports & Research;002;"land conflicts;land governance;land dispute;land";Land Conflicts;
mokoro:5405;Rural Women to fight for their Right to Land;The Commission for Gender Equality has put land restitution programme at the top of its agenda for the gender summit in August. Cites paper by Dr Funiwe Jaiyesimi-Njobe saying the big problem is that land is usually allocated to groups headed by males. Women and communities are too often viewed as homogeneous groups. Calls for encouragement of a critical mass of women entrepreneurs in rural areas. Also cites Samantha Hargreaves of the National Land Committee saying women are usually excluded from restitution programme and are unlikely to be represented on CBOs.;http://mokoro.co.uk/wp-content/uploads/rural_women_to_fight_for_their_land.pdf;http://mokoro.co.uk/land-rights-article/rural-women-to-fight-for-their-right-to-land/;30-06-2001;;;;Glenda Daniels;en;Reports & Research;002;"area;land;rural areas;women";Land & Gender;Land Use, Management & Investment
mokoro:5807;Land Inventory in Botswana: Processes and Lessons;A study of Botswana’s Tribal Land Integrated Management System (TLIMS), which documented the land inventorying of customary land.;https://mirror.gltn.net/jdownloads/GLTN%20Documents/land_inventory_in_botswanaeng2010.pdf;http://mokoro.co.uk/land-rights-article/land-inventory-in-botswana-processes-and-lessons/;30-06-2010;;"Global Land Tool Network;United Nations Human Settlements Programme";"Global Land Tool Network;United Nations Human Settlements Programme";;en;Reports & Research;"002;BWA";"research;land governance;land policies";;Land Policy & Legislation
mokoro:5800;Land and Natural Disasters: Guidance for Practitioners;A guide targeted at humanitarians, land professionals and government officials. Includes understanding land issues after natural disasters, land and the initial response, land and key humanitarian sectors, land as a cross-cutting issue, operations timeline: who does what when?, monitoring and evaluation, conclusions and recommendations. Contains many short cases (Aceh, Pakistan, Mozambique etc) illustrating practical aspects of bringing land issues into the post-disaster recovery process.;http://mokoro.co.uk/wp-content/uploads/2973_alt.pdf;http://mokoro.co.uk/land-rights-article/land-and-natural-disasters-guidance-for-practitioners/;30-06-2010;;"Global Land Tool Network;United Nations Human Settlements Programme";"Global Land Tool Network;United Nations Human Settlements Programme";;en;Reports & Research;002;"natural disasters;land";Land, Climate change & Environment;
mokoro:8516;Defenders of the Earth. Global killings of land and environmental defenders in 2016;Covers global panorama, where the situation has worsened, the context for killings, moving forward. At least 200 land and environmental defenders were killed in 2016, the highest on record, spread across 24 countries. Cites their names. With many killings unreported, and even less investigated, likely that the true number is actually far higher. This tide of violence driven by an intensifying fight for land and natural resources, as mining, logging, hydro-electric and agricultural companies trample on people and the environment in their pursuit of profit. As more and more extractive projects were imposed on communities, many of those who dared to speak out and defend their rights were brutally silenced. Tells the stories of these activists and the threats they’ve faced. Highlights the courage of their communities as they stand up to the might of multinationals, paramilitaries and even their own governments in the most dangerous countries on Earth to be a defender. Defending national parks is now riskier than ever, particularly in Africa where large numbers of rangers are being killed, especially in the Democratic Republic of Congo.;https://www.globalwitness.org/en/campaigns/environmental-activists/defenders-earth/;http://mokoro.co.uk/land-rights-article/defenders-earth-global-killings-land-environmental-defenders-2016/;31-07-2017;;Global Witness;Global Witness;;en;Reports & Research;002;"environment;mining;land";Land, Climate change & Environment;
mokoro:8712;Land Governance. A Review and Analysis of Key International Frameworks;Publication features the key provisions on land governance in recent relevant international frameworks. Presents where new issues or themes appeared, issues that have gained additional support and those that have received less attention. Also highlights the particularities, strengths and potential gaps of the individual frameworks, as well as their similarities, complementarities and differences. Emphasizes the critical role of land governance in the realization of human rights, enjoyment of secure land rights and in the overall achievement of sustainable development objectives.;https://gltn.net/home/download/land-governance-a-review-and-analysis-of-key-international-frameworks/?wpdmdl=11443;http://mokoro.co.uk/land-rights-article/land-governance-review-analysis-key-international-frameworks/;30-11-2017;;"Global Land Tool Network;United Nations Human Settlements Programme";"Global Land Tool Network;United Nations Human Settlements Programme";;en;Reports & Research;002;"land governance;land;land rights;sustainable development";Socio-Economic & Institutional Context;Access to Land & Tenure Security
mokoro:5414;Rural Poverty: Commercial Farm Workers and Land Reform in Zimbabwe;Introduction, policy issues on farm workers in the land reform discourse, current political realities, the fast track land reform programme, conclusion.;http://mokoro.co.uk/wp-content/uploads/rural_poverty_commercial_farmworkers_zimbabwe.pdf;http://mokoro.co.uk/land-rights-article/rural-poverty-commercial-farm-workers-and-land-reform-in-zimbabwe/;30-06-2001;;;Farm Community Trust of Zimbabwe;Godfrey Magaramombe;en;Reports & Research;"002;ZWE";"land;poverty;land reform";;
mokoro:5345;Report of Land Policy Review Commission – Summary of Recommendations;"Recommendations of Land Policy Review Commission. Include qualification and capacity to hold title to land and to own land; outlawing gender discrimination on land; fallow and underutilised land; surveying, mapping and registration; block farming; commercial farming; range management; protection of wetlands; urban sites; rural development; institutions involved in land matters, including District and Local Land Boards; dispute resolution mechanisms; mining; forestry.";http://mokoro.co.uk/wp-content/uploads/lesotho_land_policy_review_commission.pdf;http://mokoro.co.uk/land-rights-article/report-of-land-policy-review-commission-summary-of-recommendations/;30-09-2000;;;;Government of Lesotho;en;Reports & Research;002;"forestry;mining;land;rural development";Forest Tenure;
mokoro:5328;Executive Summary of the Final Report of the Presidential Commission of Inquiry on Land Policy Reform;Provides brief summary of the 9 chapters of the full Report.;http://mokoro.co.uk/wp-content/uploads/summary_commission_malawi_land_policy_reform.pdf;http://mokoro.co.uk/land-rights-article/executive-summary-of-the-final-report-of-the-presidential-commission-of-inquiry-on-land-policy-reform/;31-03-1999;;;;Government of Malawi;en;Reports & Research;002;"land reform;land policies";;Land Policy & Legislation
mokoro:5327;Final Report of the Presidential Commission of Inquiry on Land Policy Reform;The full Report, covering evolution of land policy and law, overview of land problems, current land tenure systems, systems of inheritance and land administration, settlement of land disputes, towards a new land policy and legal framework, and strategy for policy development.;http://mokoro.co.uk/wp-content/uploads/malawi_commission_report_land_policy_reform.pdf;http://mokoro.co.uk/land-rights-article/final-report-of-the-presidential-commission-of-inquiry-on-land-policy-reform/;31-03-1999;;;;Government of Malawi;en;Reports & Research;002;"land;land dispute;land administration;land tenure;land tenure systems";Land Conflicts;"Land Policy & Legislation;Access to Land & Tenure Security"
mokoro:5427;Malawi National Land Policy;"This 78-page Policy (replacing with small but significant changes earlier versions) was approved by Cabinet on 17 January 2002. A summary of main policy recommendations is followed by 10 chapters: 1. Introduction; 2. Historical evolution of land policy; 3. Overview of land problems; 4. Land tenure reforms, acquisition and disposition; 5. Land administration and resettlement; 6. Land use planning and development; 7. Surveying, mapping and cadastral plans; 8. Titling, registration and dispute settlement; 9. Environmental management; 10. Inter-sectoral coordination.";http://mokoro.co.uk/wp-content/uploads/malawi_national_land_policy.pdf;http://mokoro.co.uk/land-rights-article/malawi-national-land-policy/;31-01-2002;;;;Government of Malawi;en;Reports & Research;"002;MWI";"land;land use planning;land use;land administration;land tenure;environment;reforms";Land, Climate change & Environment;"Land Policy & Legislation;Land Use, Management & Investment;Access to Land & Tenure Security"
mokoro:8008;Land conflicts and shady finances plague DR Congo palm oil company backed by development funds;European and US development funds are bankrolling palm oil company Feronia Inc despite land and labour conflicts at its plantations in the Democratic Republic of the Congo. New information now raises questions as to whether the Canadian-based company misused millions of taxpayer dollars destined for international aid by way of companies connected to a high-level DRC politician.;https://www.grain.org/article/entries/5564-land-conflicts-and-shady-finances-plague-dr-congo-palm-oil-company-backed-by-development-funds;http://mokoro.co.uk/land-rights-article/land-conflicts-shady-finances-plague-dr-congo-palm-oil-company-backed-development-funds/;30-11-2016;;GRAIN;GRAIN;;en;Reports & Research;002;"land conflicts;land";Land Conflicts;
mokoro:6019;Hungry for land: small farmers feed the world with less than a quarter of all farmland;"Includes the figures and what they tell us: the vast majority of farms in the world today are small and getter smaller; small farms are being squeezed onto less than a quarter of global agricultural land; we’re fast losing farms and farmers in many places, while big farms are getting bigger; despite their scarce and dwindling resources, small farmers continue to be the world’s major food producers; small farms not only produce most of the food, they are also the most productive; most small farmers are women, but their contributions are ignored and marginalised.";https://www.grain.org/article/entries/4929-hungry-for-land-small-farmers-feed-the-world-with-less-than-a-quarter-of-all-farmland;http://mokoro.co.uk/land-rights-article/hungry-for-land-small-farmers-feed-the-world-with-less-than-a-quarter-of-all-farmland/;31-05-2014;;GRAIN;GRAIN;;en;Reports & Research;002;"land;women;farmland;farmers";Land & Gender;Land Use, Management & Investment
mokoro:5951;Land grabbing and food sovereignty in West and Central Africa;Following a workshop in Benin in February, details examples of land grabbing in Cameroon, Guinea, Ivory Coast, Sierra Leone, Senegal, Mali, Congo, DRC, Gabon, Benin.;http://mokoro.co.uk/wp-content/uploads/grain-4575-land-grabbing-and-food-sovereignty-in-west-and-central-africa.pdf;http://mokoro.co.uk/land-rights-article/land-grabbing-and-food-sovereignty-in-west-and-central-africa/;30-09-2012;;GRAIN;GRAIN;;en;Reports & Research;002;"land;land grabbing";;
mokoro:5940;Responsible farmland investing? Current efforts to regulate land grabs will make things worse;Includes what’s up at the World Bank?, FAO: levelling off the playing field, key initiatives and actors promoting ‘responsible’ land grabbing, the corporates calling their own shots, weapons of mass deceit, food for thought.;https://www.grain.org/article/entries/4564-responsible-farmland-investing-current-efforts-to-regulate-land-grabs-will-make-things-worse;http://mokoro.co.uk/land-rights-article/responsible-farmland-investing-current-efforts-to-regulate-land-grabs-will-make-things-worse/;31-08-2012;;GRAIN;GRAIN;;en;Reports & Research;002;"land grabbing;farmland;land grabs;land";;Land Use, Management & Investment
mokoro:5943;Squeezing Africa Dry: Behind every land grab is a water grab;Includes water mining: the wrong type of farming, when the Nile runs dry, the Niger, another lifeline at risk, selected African land deals and their water implications, hydro-colonialism?, virtual water, grabbing carbon credits, stop the water grab.;https://www.grain.org/article/entries/4516-squeezing-africa-dry-behind-every-land-grab-is-a-water-grab;http://mokoro.co.uk/land-rights-article/squeezing-africa-dry-behind-every-land-grab-is-a-water-grab/;30-06-2012;;GRAIN;GRAIN;;en;Reports & Research;002;"land deals;mining;land";Land & Investments;
mokoro:7518;The global farmland grab in 2016. How Big, How Bad?;Eight years after releasing its first report on land grabbing GRAIN publishes a new dataset documenting nearly 500 cases of land grabbing around the world. Includes what exactly does the data tell us?, despite many failed deals, the problem is real, the food security agenda is still a factor driving farmland deals, agribusiness expansion is the main objective, the financial sector is a big player,offshore and illicit finance underpin these deals, farmland grabs are also water grabs, cause for hope: resistance is growing.;https://www.grain.org/attachments/3873/download;http://mokoro.co.uk/land-rights-article/global-farmland-grab-2016-big-bad/;30-06-2016;;GRAIN;GRAIN;;en;Reports & Research;002;"food security;land deals;land grabbing;farmland;land grabs;land";"Land & Investments;Land & Food Security";Land Use, Management & Investment
mokoro:7473;Land Tenure Rights: The need for greater transparency among companies worldwide;Publication designed to help companies understand the need for enhanced transparency around land-related impacts and the importance of respecting the land tenure rights of local communities. Offers insights into what land-related sustainability information stakeholders are interested in.;https://www.globalreporting.org/resourcelibrary/GRI-G4-Land-Tenure-Rights.pdf;http://mokoro.co.uk/land-rights-article/land-tenure-rights-need-greater-transparency-among-companies-worldwide/;31-05-2016;;Global Reporting Initiative;Global Reporting Initiative;;en;Reports & Research;002;"land;land tenure";;"Land Policy & Legislation;Access to Land & Tenure Security"
mokoro:5424;Revised Draft of Principles of a National Land Policy Framework for Uganda;A wide-ranging examination of the history of the land question in Uganda, and diagnosis of land policy development, principles, and implementation. Suggests a number of concrete policy guidelines for a future national land policy.;http://mokoro.co.uk/wp-content/uploads/revised_draft_principles_of_nlp_framework_uganda.pdf;http://mokoro.co.uk/land-rights-article/revised-draft-of-principles-of-a-national-land-policy-framework-for-uganda/;31-01-2002;;;Uganda Land Alliance;H.W.O. Okoth-Ogendo;en;Reports & Research;"002;UGA";"land policies;land law;land governance;land reform";;Land Policy & Legislation
mokoro:5299;Land Policy Development in East Africa: A Survey of Recent Trends;This workshop brought together 75 practitioners from all over Africa. Professor Okoth-Ogendo, Professor of Public Law at the University of Nairobi, Kenya, gave a regional view of recent trends in East Africa, looking at land policy in East African history, trends in land policy development, and land policy changes in the 21st century.;http://mokoro.co.uk/wp-content/uploads/land_policy_dev_east_africa_overview.pdf;http://mokoro.co.uk/land-rights-article/land-policy-development-in-east-africa-a-survey-of-recent-trends/;28-02-1999;;;;H.W.O. Okoth-Ogendo;en;Reports & Research;002;"land policies;land reform;research;land governance";;Land Policy & Legislation
mokoro:5936;Strengthening Access to Land in Plural Tenure Systems;Includes customary law in South Sudan, statutory land law, customary land tenure, interface of customary and statutory systems, women’s land rights, access to land for returnees, land disputes, land grabbing and other challenges, recommendations.;http://mokoro.co.uk/wp-content/uploads/Strengthening-Access-to-Land_Haki.pdf;http://mokoro.co.uk/land-rights-article/strengthening-access-to-land-in-plural-tenure-systems/;31-08-2012;;;Hakí;;en;Reports & Research;002;"land;customary law;land dispute;land grabbing;land tenure;land rights;land law;women";"Land Conflicts;Land & Gender";"Land Policy & Legislation;Access to Land & Tenure Security"
mokoro:5467;Customary Land Tenure Reform in Uganda: Lessons for South Africa;"Includes historical background; customary land tenure; tenants; the customary system of land holding in Uganda today; legal provisions; provisions on equality and non-discrimination; lessons in the Ugandan legislative process; key challenges; lessons for South Africa.";http://mokoro.co.uk/wp-content/uploads/customary_land_tenure_reform_uganda.pdf;http://mokoro.co.uk/land-rights-article/customary-land-tenure-reform-in-uganda-lessons-for-south-africa/;31-08-2002;;;Uganda Land Alliance;Harriet Busingye;en;Reports & Research;"ZAF;002;UGA";"land;tenants;land tenure";;"Land Policy & Legislation;Access to Land & Tenure Security"
mokoro:5425;Land Planning and Sustainability of the Natural Resource Base, Land Reform Processes and Policies in Uganda;"Includes background information; government policies on agriculture and land use; challenges in land planning; landlessness, investment and market driven land planning; the Uganda Land Alliance work on natural resources and land use planning; examples of environmental and industrialization conflicts; recommendations and conclusion.";http://mokoro.co.uk/wp-content/uploads/land_planning_and_sustain_of_natresbase.pdf;http://mokoro.co.uk/land-rights-article/land-planning-and-sustainability-of-the-natural-resource-base-land-reform-processes-and-policies-in-uganda/;31-01-2002;;;Uganda Land Alliance;Harriet Busingye;en;Reports & Research;"002;UGA";"land;land use planning;land use;environment;land reform;agriculture;landlessness";Land, Climate change & Environment;"Land Use, Management & Investment;Access to Land & Tenure Security"
mokoro:5353;Zimbabwe Land Reform Update;Factual summary of latest developments, including constitutional review, farm invasions, resettlement programme, land policy, maximum farm sizes. Also covers the background: September 1998 donors’ conference, November 1997 listing of 1,471 farms, degazetted farms, compulsory acquisition’s two routes (designation and fair market value), uncontested and contested farms, acquisition orders, uncertainty, donor reactions, Government response to donor concerns, the inception phase plan, new land policy, stakeholders’ support for the Government’s economic programme, next steps, commercial farmer support scheme.;http://mokoro.co.uk/wp-content/uploads/zim_land_reform_update_march_2000.pdf;http://mokoro.co.uk/land-rights-article/zimbabwe-land-reform-update/;31-03-2000;;;The World Bank Group;Rogier van den Brink;en;Reports & Research;"002;ZWE";"land;land reform";;
mokoro:8908;Power and Rights in the Community: Paralegals as Leaders in Women’s Legal Empowerment in Tanzania;What can an analysis of power in local communities contribute to debates on women’s legal empowerment and the role of paralegals in Africa? Drawing upon theories of power and rights, and research on legal empowerment in African plural legal systems, this article explores the challenges for paralegals in facilitating women’s access to justice in Tanzania, which gave statutory recognition to paralegals in the Legal Aid Act 2017. Land conflicts represent the single-biggest source of local legal disputes in Tanzania and are often embedded in gendered land tenure relations. Argues that paralegals can be effective actors in women’s legal empowerment where they are able to work as leaders, negotiating power relations and resisting the forms of violence that women encounter as obstacles to justice. Paralegals’ authority will be realised when their role is situated within community leadership structures, confirming their authority while preserving their independence.;https://link.springer.com/content/pdf/10.1007%2Fs10691-018-9371-6.pdf;http://mokoro.co.uk/land-rights-article/power-and-rights-in-the-community-paralegals-as-leaders-in-womens-legal-empowerment-in-tanzania/;31-03-2018;Feminist Legal Studies (Fem Leg Stud);;;Helen Dancer;en;Reports & Research;"TZA;002";"land conflicts;land;legal empowerment;land tenure;research;women";"Land Conflicts;Land & Gender";"Land Policy & Legislation;Access to Land & Tenure Security"
mokoro:6028;Lessons for the New Alliance and Land Transparency Initiative: Gender Impacts of Tanzania’s Land Investment Policy;There are gender-differentiated impacts when land is harnessed for commercial investment. Land policy needs to address the gendered nature of power relations within families and land tenure systems, and the implications of rural social relations on processes of community consultation, land management and dispute settlement. Without this, land investment policies will not reach their goals of tenure security for all, agricultural productivity and increased revenue. From the outset the full participation of women as well as men, good local leadership and gender-sensitive business practices at the local level are needed, to ensure that the fruits of land-based investment deals in the countryside are gender-equitable.;http://mokoro.co.uk/wp-content/uploads/Policy_Brief_067.pdf;http://mokoro.co.uk/land-rights-article/lessons-for-the-new-alliance-and-land-transparency-initiative-gender-impacts-of-tanzanias-land-investment-policy/;31-03-2014;;Future Agricultures Consortium;;Helen Dancer;en;Reports & Research;"TZA;002";"land tenure;land;land management;land tenure systems;women";Land & Gender;"Land Policy & Legislation;Land Use, Management & Investment;Access to Land & Tenure Security"
mokoro:6329;Researching Land and Commercial Agriculture in Sub-Saharan Africa with a Gender Perspective: Concepts, Issues and Methods;Critical reflections on the concepts, issues and methods that are important for integrating a gender perspective into mainstream research and policy-making on land and agricultural commercialisation in Africa. Informed by case studies in Kenya, Ghana and Zambia. Compares key gender issues that arise across plantation, contract farming and small- and medium-scale commercial farming. Discusses how concepts and research methods derived from the literature may be applied to mainstream research. Highlights the need for an integrated approach to researching gender and agrarian change in Africa. The existing gender literature provides a rich legacy for researchers of all disciplines to inform their research design and analysis.;http://www.future-agricultures.org/publications/working-papers-document/researching-land-and-commercial-agriculture-in-sub-saharan-africa-with-a-gender-perspective-concepts-issues-and-methods/;http://mokoro.co.uk/land-rights-article/researching-land-and-commercial-agriculture-in-sub-saharan-africa-with-a-gender-perspective-concepts-issues-and-methods/;31-10-2015;;Future Agricultures Consortium;;"Helen Dancer;Dzodzi Tsikata";en;Reports & Research;002;"contract farming;land;agriculture;scale;research";;Land Use, Management & Investment
