ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publicaton date (YYYY/MM);Language;Related concepts;Themes;Overarching Categories;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages;
eldis:A22343;Vietnam Red River Delta irrigation management: incomplete recognition of local institutional innovations;;Prepared as part of a study on innovations for irrigation management, this report analyses the history of changes and processes around the de-collectivisation of agriculture in Vietnam in the 1980s.At this time, emerging farming households in the Red River Delta became directly involved in agriculture. New water service requirements arose from de-collectivisation. Former irrigation and drainage management companies (IDMC) lowered their involvement in irrigation activities to the benefit of cooperatives that developed local irrigation capacities. The paper asks the questions: How extensive was this evolution? Has this technical evolution had impact on the institutional framework of the activity? To what extent are farming households involved in decision making?The paper finds that the Vietnamese State was not able to combine flexibility with accountability. It combined strong top-level policy with an inability to monitor their implementation at the local level. The present challenge is to create formal room for water management flexibility. This would improve water management if farmer participation is stimulated and cooperative social and collective mandates are respected. ;J-P. Fontenelle;;Groupe de recherche et d'échanges technologiques ;eldis;01/01/2001;en;water management;;Land Use, Management & Investment;"009;VNM;030";;http://www.eldis.org/document/A22343;http://www.gret.org/ressource/pdf/cooperer27.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.gret.org%2Fressource%2Fpdf%2Fcooperer27.pdf;;;;"Agriculture and food;Agricultural biodiversity and natural resource management;Irrigation;Water management and irrigation;Agricultural policy;cooperatives;water management;Water Institutions;irrigation institutions;decollecitivisation"
eldis:A22342;Aboriginal engagement and sustainability compendium;;This guidebook outlines the outcomes of the 'Building Sustainable Relationships: Aboriginal Engagement and Sustainability' conference. It looks at aboriginal engagement in the context of sustainability and corporate social responsibility (CSR) in Canada’s natural resources sectors, particularly the mining, oil and gas, forestry, and energy industries. The format of the guidebook focuses on the eleven main case studies examined through out the conference and provides details on four presentations given at the event.Case studies include:Maori engagement with government and corporations in economic development and natural resource use: lessons from Aotearoa, New Zealand  the Raglan Nickel Mine: What comes after an impact/benefits agreement?creation of the Industry Council for Aboriginal Business ;W. K. McIntosh;;Canadian Business for Social Responsibility;eldis;01/01/2005;en;extractive industries;;;NZL;;http://www.eldis.org/document/A22342;http://www.eldis.org/vfile/upload/1/document/0708/DOC21483.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.eldis.org%2Fvfile%2Fupload%2F1%2Fdocument%2F0708%2FDOC21483.pdf;;;;"conference guidebook;Aboriginal;Corporate Social Responsibility;natural resources;Extractive industries;sustainability;Business and the environment;ethical business;Business and human rights;CSR"
eldis:A70981;Climate Change, Out-migration and Agrarian Stress: The Potential for Upscaling Small-scale Water Storage in Nepal;;"This report explores the potential role of small-scale water storage infrastructure in two subbasins within the larger Koshi River Basin in central and eastern Nepal, yet shows that upscaling such infrastructure requires an appreciation of the other drivers of change in agriculture aside from climate (e.g., rising cost of living and poor terms of trade for agriculture). It also identifies the social relations and dynamics (distribution of land, water and labour) which could mediate the success of future interventions. It is clear from the research that, while small-scale water storage has the potential to significantly strengthen livelihoods in the Nepali hills, it is necessary to tailor projects to the existing political-economic context.
 ";"F. Sugden
L. Shrestha
L. Bharati";;International Water Management Institute ;eldis;01/01/2014;en;"climate change;scale";Land, Climate change & Environment;Land Use, Management & Investment;NPL;;http://www.eldis.org/document/A70981;http://www.iwmi.cgiar.org/Publications/IWMI_Research_Reports/PDF/pub159/rr159.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.iwmi.cgiar.org%2FPublications%2FIWMI_Research_Reports%2FPDF%2Fpub159%2Frr159.pdf;;;;"Water in climate change;International Water Management Institute ;International Water Management Institute;agrarian stress;Climate change;Content partner summary;CDKN;Source;Migration;water storage;Funder;Bookmarklet;Impact of migration"
eldis:A16722;Rush and ruin: the devastating mineral trade in Southern Katanga;;This report explores how the illicit trade in cobalt and copper in Katanga (south-eastern Democratic Republic of Congo) is contributing to the destruction of the country’s economy, the environment as well as the livelihoods of thousands of Congolese people.As the report demonstrates, the volume of the illegal mineral trade is immense. In March 2004 the Central Bank of Congo reported the DRC produced 783 tonnes of cobalt metal. In the same month, the DRC’s customs office reported 13,365 tonnes of cobalt metal was exported, a difference of over 12,00 tonnes, which can be accounted to the illicit trade.This huge volume of illegal trade takes away the crucial mining revenues from the copperbelt, which could provide much-needed revenue for the Congolese government to support the economic development that the DRC so desperately needs.In addition, the illegal trade breeds poverty and instability. Artisanal mining is being carried out in dangerous and uncontrolled conditions, with thousands of miners risking their lives to earn around US$1 a day. The DRC has in place a new Mining Code designed to attract foreign investment by providing a legal framework that provides clarity and certainty. However, due to a lack of regulatory capacity and possible also political will, the Code is yet to be applied on the ground in Katanga.The report offers a number of recommendations, including:the international donor communityand the International Financial Institutions (IFIs) should put pressure on the transitional government to publicly disclose existing mining contracts and revenuesIFIs and the donor community should commit themselves to developing alternative employment opportunities for ex- workers and other unemployed people in Katangathe transitional government should commit itself to making anti-corruption, transparency and accountability priority areas by publishing the results of systems and finance audits of the Ministry of Mines, Cadastre Minier and Ministry of Finance. ;;;Global Witness;eldis;01/01/2004;en;"environment;mining;extractive industries";Land, Climate change & Environment;;"202;COD";;http://www.eldis.org/document/A16722;http://www.globalwitness.org/media_library_get.php/217/Rush%20and%20Ruin%20-%20Sept%2004.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.globalwitness.org%2Fmedia_library_get.php%2F217%2FRush%2520and%2520Ruin%2520-%2520Sept%252004.pdf;;;;"copper;transparency;cobalt;Environment;Biodiversity and environment;Extractive industries mining;Mining;Corporate Social Responsibility;Extractive industries;Minerals;(DRC)"
eldis:A26420;Indigenous soil and water conservation in Africa  project;;Research project using participatory methods to improve the effectiveness of indigenous and modern soil and water conservation practices through a process of joint     experimentation involving farmers, researchers, extension and NGO staff. Countries covered are Burkina Faso, Cameroon, Ethiopia, Tanzania, Tunisia and Zimbabwe. ;;;Centre for Development Cooperation Services, Free University, Amsterdam;eldis;01/01/1999;en;environment;Land, Climate change & Environment;;"202;015;145";;http://www.eldis.org/document/A26420;http://www.vu.nl/Diensten/DOS/iswc2/folder.htm;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.vu.nl%2FDiensten%2FDOS%2Fiswc2%2Ffolder.htm;;;;"participation farmer;Environment;Environment and natural resource management;Farmer participation in research;Environment Natural Resource Access and Management;Technology and innovation in agriculture;natural resource management water;ngos;Agriculture and food;farmer participation;ruraltanz;Soil and land management;Agricultural biodiversity and natural resource management;Participation;participation methods;Governance"
eldis:A19092;The Last Frontier: illegal logging in Papua and China’s massive timber theft;;This report exposes how these last precious forests in the Indonesian archipelago, particularly in the province of Papua are being felled illegally  and sold off wholesale to China, which is now the largest consumer of stolen timber in the world.It highlights the following points:there is a complex web of middlemen and financiers from across the region responsible for masterminding the theft of Indonesia’s forests, including timber barons in Jakarta, officials on their payrolls, multinational companies in Malaysia, brokers in Singapore and log dealers in Hong Kong in just a few short years, a small anchorage in eastern China has been transformed into the largest tropical log trading port in the world, while a nearby town has become a global centre for wood flooring manufacture, with 500 huge factories consuming one merbau tree every minute of every working dayevery month, enough stolen merbau is shipped from Papua to produce flooring worth in excess of $600 million at western retail pricesfor every dollar spent on luxurious merbau flooring in the west, local forest dwellers receive less than half a cent.The report also makes a number of recommendations:the governments of Indonesia and China should hold urgent talks to agree an Action Plan to implement the bilateral agreement on illegal logging and associated trade which both countries signed in 2002, which should include the formation of a task force to counter illegal trade in merbau.major consuming countries should enact laws banning the import and sale of timber and wood products obtained illegally in the country of origininternational, regional and national shipping and freight forwarding associations should inform all members of the log export ban in Indonesia and warn vessel owners of the penaltiestimber consumers in China, North America, Europe and Japan should stop buying merbau flooring or wood products and purchase only timber and wood products independently certified as legally and sustainably sourced. ;;;Environmental Investigation Agency, UK;eldis;01/01/2005;en;"environment;extractive industries";Land, Climate change & Environment;;;;http://www.eldis.org/document/A19092;http://www.eia-international.org/cgi/reports/report-files/media93-1.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.eia-international.org%2Fcgi%2Freports%2Freport-files%2Fmedia93-1.pdf;;;;"Illegal logging;Corporate Social Responsibility;Environment and Forestry;merbau;Environment;Extractive industries"
eldis:A11012;Zoning—lessons from the Great Barrier Reef Marine Park;;"Over the last 25 years a range of management ‘tools’, including zoning plans, permits, education, and more recently management plans, have been applied to regulate access and to control and mitigate impacts associated with human use of the Great Barrier Reef Marine Park GBRMP.A multiple-use zoning approach provides high levels of protection for speci c areas whilst allowing reasonable uses, including certain  shing activities, to continue in other zones. Zoning has long been regarded as a cornerstone of Marine Park management,
separating con icting uses through application of the various zones and determining the appropriateness of various activities. Zoning in the GBRMP has evolved and changed considerably since the  rst zoning plan in 1981, along with other management approaches.This paper outlines what aspects of zoning have worked well, what has necessarily changed, and the zoning lessons learned from over two decades of ‘adaptive management’. [author] ";J. Day;;International Coral Reef Initiative ;eldis;01/01/2002;en;"environment;zoning";Land, Climate change & Environment;Land Use, Management & Investment;AUS;;http://www.eldis.org/document/A11012;http://www.icriforum.org/docs/zoning_GBRMP.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.icriforum.org%2Fdocs%2Fzoning_GBRMP.pdf;;;;"Agriculture and food;Environmental protection natural resource management;Environment and natural resource management;Marine park management;Zoning;Environment;PA;Biodiversity and environment;natural resource management marine;Environment Natural Resource Access and Management"
eldis:A37540;Mitigating the impact of climate change and land degradation through IFAD’s COSOP in Viet Nam.;;"This report analyses the impact of climate change and land degradation on agriculture and related sectors in Viet Nam. It intends to guide the project based on the design of the Country Strategic Opportunities Paper (COSOP) priorities and to identify supplementary financing for International Fund for Agricultural Development (IFAD) projects from the UNFCCC and other carbon related financing mechanisms. It is explained that the harmful effects of climate change are already being experienced in Viet Nam, and farming communities have begun to respond by: 

    introducing livestock breeds that can withstand increased temperatures
    shifting crop varieties such as from rice to maize
    introducing drought resistant crop varieties
    adopting water saving methods. 

Over the last century, average temperatures in the Mekong region have risen by 0.3 to 0.8°C. Further temperature increases are expected along with more extreme weather events such as floods and droughts, changes in the amount and distribution of rainfall, and rising sea levels. However, considering that more than three-quarters of Viet Nam’s labour force is engaged in the agriculture sector, the scale of interventions will need to be significantly increased if continued economic growth is to be achieved. Key policy implications include:

    forward planning and implementation of a rural development and agriculture strategy that is knowledgeable about climate change will help offset many of its harmful effects
    IFAD should consider supporting Viet Nam in its current efforts to develop a climate change Mitigation and Adaptation Action Plan for the agricultural and rural development sector as a contribution to the National Strategy and Action Framework for Climate Change
    given the geographic scale and time horizon being discussed, IFAD will need to pursue a multi-pronged approach that supports Viet Nam in developing the enabling framework concurrently with on-the ground adaptation and mitigation measures
    focus areas suggested for informing Viet Nam’s Mitigation and Adaptation Action Plan include: continued work on securing access for the rural poor to land and forest resources, adoption of food security measures (safety nets) and provision of alternative livelihood options. 
 ";"R. Cooke
A. Toda";;Global Mechanism;eldis;01/01/2008;en;"land;climate change;rural development;land degradation;agriculture";Land, Climate change & Environment;Land Use, Management & Investment;VNM;;http://www.eldis.org/document/A37540;http://news.global-mechanism.org/u/nrd.php?p=$uid$_$llid$_96424_151_83;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fnews.global-mechanism.org%2Fu%2Fnrd.php%3Fp%3D%24uid%24_%24llid%24_96424_151_83;;;;"Agricultural biodiversity and natural resource management;National action plan;Climate change agriculture and food security;Mekong region;Agriculture and food;Climate change mitigation;Climate Change Adaptation;rural development;agriculture;Climate change;Viet Nam;Soil and land management;climate change adaptation and vulnerability;climate change"
eldis:A21640;Sustainable drylands management: a strategy for securing water resources and adapting to climate change;;This information paper illustrates sustainable dryland management practises in communities vulnerable to climate change with case studies in India and the Sudan.In both cases the adaptation programme is presented, including infrastructural strategy and social involvement, followed by results of the programme, subsequent impact on the community and examples of further achievements and successes in local areas.  A notable outcome in both India and the Sudan is that sustainable development practises have not only resulted in environmental developments, but socioeconomic conditions have also improved and communities are coordinating and managing their own adaptation projects.The authors provides a concise summary of lessons learned for climate change adaptation in other regions including:understanding local vulnerabilities to implement appropriate strategiesestablishing community based institutions and organisations to improve participationdeveloping human resources through training and community educationmaintaining support of regional policy frameworks. ;;;Climate Change, International Institute for Sustainable Development ;eldis;01/01/2003;en;"environment;climate change;land;sustainable development";"Land, Climate change & Environment;Socio-Economic & Institutional Context";;"IND;SDN;202;034";;http://www.eldis.org/document/A21640;http://www.iisd.org/pdf/2003/envsec_livelihoods_3.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.iisd.org%2Fpdf%2F2003%2Fenvsec_livelihoods_3.pdf;;;;"case studies;climate change adaptation key sectors;Environment and natural resource management;sustainable development;climate change;policy and academic;Environment;natural resource management drylands;Climate Change Adaptation;climate change adaptation and vulnerability;Climate change;drylands management;Environment Natural Resource Access and Management;climate change adaptation community based;community adaptation"
eldis:A101023;Land, farming and Integrated Water Resource Management (IWRM): a case study of the Middle Manyame Sub-Catchment;;Zimbabwe's water reforms that were undertaken in the 1990s were meant to redress the colonially inherited inequalities to agricultural water, increase water security against frequent droughts, improve water management, and realise sustainable financing of the water sector. They were underpinned by the 1998 Water and Zimbabwe National Water Authority Acts, which were based on Integrated Water Resources Management (IWRM) principles. This article describes how IWRM has been implemented against a backdrop of an ever - ev olving land reform programme and a struggling agriculture sector. We examine how water is accessed and used in and around three water sources in the Middle Manyame Sub-Catchment, one of the seven sub-catchments of the Manyame Catchment. The Sub-Catchment is of particular significance because there was significant agricultural production on white-owned large-scale farmers, which have now been extensively allocated to small black farmers. The study demonstrated that while the land reform has, in theory, broad ened access to water, irrigation water usage has remained low because of a depressed agriculture sector, shortage and high costs of electricity, and lack of capital needed to restore damaged or stolen irrigation equipment. The findings indicate that the as sumption of a self-financing water sector, based on a well-functioning agriculture sector, which is the largest water user, has not been realised, and this has negatively affected implementation of IWRM in the Middle Manyame area and in Zimbabwe in general. ;"Takunda Hove
B. Derman
Emmanuel Manzungu";;Water Alternatives;eldis;01/10/2016;en;"environment;land";Land, Climate change & Environment;;ZWE;;http://www.eldis.org/document/A101023;http://www.water-alternatives.org/index.php/alldoc/articles/vol9/v9issue3/329-a9-3-10/file;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.water-alternatives.org%2Findex.php%2Falldoc%2Farticles%2Fvol9%2Fv9issue3%2F329-a9-3-10%2Ffile;CC-BY-NC-SA;Open - CC - NonCommercial-ShareAlike (CC BY-NC-SA);;"Environment;Environmental policies and management;Water Norway;Agriculture and food;Land issues;Norway;integrated water resource management (IWRM)"
eldis:A101024;Whose waters? Large-scale agricultural development and water grabbing in the Wami-Ruvu River Basin, Tanzania;;In Tanzania like in other parts of the global South, in the name of 'development' and 'poverty eradication' vast tracts of land have been earmarked by the government to be developed by investors for different commercial agricultural projects, giving rise to the contested land grab phenomenon. In parallel, Integrated Water Resources Management (IWRM ) has been promoted in the country and globally as the governance framework that seeks to manage water resources in an efficient, equitable and sustainable manner. This article asks how IWRM manages the competing interests as well as the diverse priorities of both large and small water users in the midst of foreign direct investment. By focusing on two commercial sugar companies operating in the Wami-Ruvu River Basin in Tanzania and their impacts on the water and land rights of the surrounding villages, the article asks whether institutional and capacity weaknesses around IWRM implementation can be exploited by powerful actors that seek to meet their own interests, thus allowing water grabbing to take place. The paper thus highlights the power, interests and alliances of the various actors involved in the governance of water resources. By drawing on recent conceptual insights from the water grabbing literature, the empirical findings suggest that the IWRM framework indirectly and directly facilitates the phenomenon of water grabbing to take place in the Wami-Ruvu River Basin in Tanzania. ;"Aurelia van Eeden
Lyla Mehta
Barbara van Koppen";;Water Alternatives;eldis;01/10/2016;en;"environment;development;scale";Land, Climate change & Environment;Land Use, Management & Investment;TZA;;http://www.eldis.org/document/A101024;http://www.water-alternatives.org/index.php/alldoc/articles/vol9/v9issue3/327-a9-3-12/file;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.water-alternatives.org%2Findex.php%2Falldoc%2Farticles%2Fvol9%2Fv9issue3%2F327-a9-3-12%2Ffile;CC-BY-NC-SA;Open - CC - NonCommercial-ShareAlike (CC BY-NC-SA);;"Agriculture and food;Environment and natural resource management;Water Norway;Governance;Environment;natural resource management water;Norway;integrated water resource management (IWRM)"
eldis:A42667;Water and war;;"This publication looks at key issues associated with water and sanitation in countries that are afflicted by armed conflict and where the ICRC works. The issues are identified as health, displacement, detention, urbanisation and natural disasters. The countries where ICRC is working include Iraq, Haiti, Somalia and Yemen. The publication analyses challenges from the point of view of the operational practice that has developed. It makes the following observations: 

    water is life and it should be protected by international humanitarian law
    the planet is undergoing climate changes that will determine the management of water resources
    half of the world population live in urban areas
    the nature of armed conflict has changed for the worse and the people's living conditions are at the heart of ICRC's response
    the response is more effective if implemented in cooperation with the beneficiary communities. 

The publication concludes by stating that global changes will determine new avenues and solutions to be pursued to ensure that the ICRC's response is still appropriate to the needs of the people affected by future conflicts.  ";;;International Committee of the Red Cross ;eldis;01/01/2009;en;"environment;climate change";Land, Climate change & Environment;;;;http://www.eldis.org/document/A42667;http://www.icrc.org/Web/Eng/siteeng0.nsf/htmlall/p0969/$File/ICRC_002_0969.PDF;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.icrc.org%2FWeb%2FEng%2Fsiteeng0.nsf%2Fhtmlall%2Fp0969%2F%24File%2FICRC_002_0969.PDF;;;;"Conflict and security;ICRC;international humanitarian law;Environment;natural resources as driver of conflict;Environment and water;Drivers of conflict;sanitation;water resources;climate change;armed conflict"
eldis:A72587;What climate services do farmers and pastoralists need in Tanzania?;;This report presents final findings from the baseline data collection exercise conducted for Global Framework for Climate Services (GFCS) Adaptation Programme in Africa. The GFCS programme, having a focus on agriculture, food security, health and disaster risk reduction, is implemented in Tanzania and Malawi. Under the auspices of this GFCS project, the CGIAR research program on Climate Change, Agriculture and Food Security (CCAFS) is responsible to support baseline data collection and monitoring and evaluation (M&E) to evaluate climate services for farmers and pastoralists in Tanzania. The purpose of this report is to inform national partners on farmers’ current access and needs for climate information services. Communities of agro-pastoralists and pastoralists interviewed have little access to climate information, which is generally not associated with agricultural advice. To increase the relevance and communication of climate information in their communities, respondents have recommended training of local extension agents and traditional leaders on the concepts of climate information, having site specific information and using local languages and brochures. The forecasts of greatest interest include start of the rain and expected amount of rainfall over the season. Preferred formats cited by men are radio messages, visits from extension agents while women selected voice message on cell phones and villages communicators. Messengers suggested for radio presenters, local extension agents and village leaders highly recommended by women. The Adaptation Program in Africa, which targets Tanzania and Malawi, is the first multi-agency initiative to be implemented under GFCS. It is a 3-year project, funded by the Government of Norway, that aims to strengthen capacity both to develop and use climate services and combines cutting-edge science with traditional knowledge. ;J.Y. Coulibaly;;Consultative Group on International Agricultural Research ;eldis;01/01/2015;en;"climate change;pastoralists;farmers";"Land, Climate change & Environment;Rangelands, Drylands & Pastoralism;Land Stakeholders & Institutions";;"TZA;MWI";;http://www.eldis.org/document/A72587;http://www.gfcs-climate.org/sites/default/files/projects/Climate%20Services%20Adaptation%20Programme%20in%20Africa%20-%20Building%20Resilience%20in%20Disaster%20Risk%20Management%2C%20Food%20Security%20and%20Health//WP%20110_Baseline%20Tanzania.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.gfcs-climate.org%2Fsites%2Fdefault%2Ffiles%2Fprojects%2FClimate%2520Services%2520Adaptation%2520Programme%2520in%2520Africa%2520-%2520Building%2520Resilience%2520in%2520Disaster%2520Risk%2520Management%252C%2520Food%2520Security%2520and%2520Health%2F%2FWP%2520110_Baseline%2520Tanzania.pdf;;;;"Pastoralism;baseline;Climate change Norway;Climate change agriculture and food security;CDKN;climate services;Agriculture and food;Agriculture Norway;Climate Change Adaptation;Climate and Development Knowledge Network;Climate change;Funder;Norway;climate change adaptation community based"
eldis:A75298;National report: Integrating management of watersheds and coastal areas ;;"This paper provides an analysis of the current watershed, water resources and coastal zone management issues in Grenada pursuant to Grenada’s obligations on the Global Environment Facility approved Project entitled “Integrating Management of Watersheds and Coastal Areas in Small Island Watersheds and Coastal Areas in Small Island Developing States in the Caribbean.
 ";;;Government of Grenada;eldis;01/07/2001;en;"environment;climate change;coastal area;area";Land, Climate change & Environment;Land Use, Management & Investment;GRD;;http://www.eldis.org/document/A75298;http://iwlearn.net/iw-projects/1254/reports/Grenada-national-report.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fiwlearn.net%2Fiw-projects%2F1254%2Freports%2FGrenada-national-report.pdf;;;;"OKHub partners;Environment and water;Service;Climate change;coasts;Watersheds;Water in climate change;Environment;Source;OKHub;CCCCC;Caribbean Community Climate Change Centre;Bookmarklet"
eldis:A101933;Legal limits to tribal governance:  coal mining in Meghalaya, India;;Land in Meghalaya, India, was traditionally agricultural land, owned by the community. With increasing privatization and rising commercial value of land for non-agricultural use, many owners have sold the land for mining operations. So-called rat-hole coal mining has resulted in environmental degradation as well as in the loss of lives of miners, most of whom are from outside the state. The National Green Tribunal has banned coal mining until safer, more environmentally sound policies and practices are in place. Critics in Meghalaya claim that the ban encroaches on the tribal way of life and point to constitutional provisions exempting Meghalaya from the purview of national mining laws. However, the courts are clear: Meghalaya’s exemptions do not allow them to violate the constitutional right to life of all Indian citizens. The traditional institutions are not strong enough to mitigate the rising inequality among citizens following from mining and other commercial operations. ;H. Stokke;;Chr. Michelsen Institute, Norway;eldis;01/03/2017;en;"environment;mining";Land, Climate change & Environment;;IND;;http://www.eldis.org/document/A101933;https://www.cmi.no/publications/file/6185-legal-limits-to-tribal-governance.pdf;http://ims.ids.ac.uk/thumbnail/?url=https%3A%2F%2Fwww.cmi.no%2Fpublications%2Ffile%2F6185-legal-limits-to-tribal-governance.pdf;;Not Known;;"Agriculture and food;tribal communities;Livelihoods;Governance;Environment;coal;Land issues;Mining sector;coal mining;Norway;Environment and natural resource management"
eldis:A42268;From conflict to peacebuilding: the role of natural resources and the environment;;"Conflicts associated with natural resources are twice as likely to relapse into conflict in the first five years, an imminent report suggests. Indeed the natural resource curse has been a primary determinant of intra-state conflict in terrible theatres of war such as the Democratic Republic of Congo and Liberia. Yet it extends far beyond the battle to acquire precious commodities. With climate change and population growth placing ever-increasing demands on the environment, it is widely recognised that conflict over basic resources, such as water and arable land, will increase – see Darfur and the Middle East. This new report from the UN calls for environment and natural resource issues to be integrated into peacebuilding, decrying that less than a quarter of peace negotiations aiming to resolve conflicts linked to natural resources have addressed resource management mechanisms. The authors draw three main conclusions from their research: 

    natural resources and the environment can be implicated in all phases of the conflict cycle, contributing to the outbreak and perpetuation of violence and undermining prospects for peace
    the environment can itself fall victim to conflict, as direct and indirect environmental damage, coupled with the collapse of institutions, can lead to environmental risks that threaten health, livelihoods and security
    natural resources and the environment can contribute to peacebuilding through economic development, employment generation and sustainable livelihoods 

And offer a number of recommendations, including: 

    further develop UN capacities for early warning and early action - include environmental and natural resource issues in international and regional conflict early warning systems and develop expertise for preventive action
    improve oversight and protection of natural resources during conflicts - develop international certification mechanisms to ensure that natural resources can be tracked more effectively
    address natural resources and the environment as part of the peacemaking and peacekeeping process - ensure that there are processes in place within peace agreements for the transparent, equitable and legitimate definition and realisation of property rights and resource revenues and tenure
    integrate natural resource and environmental issues into post-conflict planning - systematically conduct post-conflict environmental assessments that identify environmental risks to human health, livelihoods and security and prioritize needs in the short and medium term. 
 ";"R. Matthew
O. Brown
D. Jensen";;United Nations [UN] Environment Programme ;eldis;01/01/2009;en;"environment;climate change";Land, Climate change & Environment;;"151;202;015;030;009;145;419";;http://www.eldis.org/document/A42268;http://postconflict.unep.ch/publications/pcdmb_policy_01.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fpostconflict.unep.ch%2Fpublications%2Fpcdmb_policy_01.pdf;;;;"early warning;Livelihoods natural resource management;intra-state conflict;Livelihoods conflict and disasters;conflict and security;natural resources;peacebuilding;environmental security;climate change;population growth;environmental emergency;peace negotiations;peacekeeping;Environment;post-conflict;natural resources as driver of conflict;Livelihoods climate change adaptation;Livelihoods;Conflict and security;resource management mechanisms;Drivers of conflict"
eldis:A41339;Malawi's green gold: challenges and opportunities for small and medium forest enterprises in reducing poverty;;"Approximately 85% of Malawi’s population live in rural areas and depend in some way on forests for their livelihoods. Recent government policies have highlighted how forest resources could do more to help reduce poverty through the development of small and medium forest enterprises (SMFEs). This scoping  study describes the main opportunities and constraints facing SMFEs in Malawi.The authors draw on field-based interviews with entrepreneurs involved in four different forest product value chains - plantation timber, cane furniture, fruit juice and wood carving - and an analysis of national policies and how they affect SMFEs.The study finds that, excluding cane products, the demand for most SMFE products seems strong. As a  result, the increasing pressure that SMFEs put on the forest is a major challenge, both for them and the country. The perception that SMFEs are acting illegally and pose a threat to the natural environment may translate into more hostile government policies. However, the advantage of SMFEs is that the resource on which they depend is renewable if properly managed. International demand is high for ‘natural’ and  community-based’ products which offers an opportunity for SMFEs to reduce local poverty through their businesses.The implications for government policy include:

    there is a need for champions of SMFEs to clearly articulate to government and NGOs that SMFEs can play a role in the sustainable management of forest resources
    there is also a need to demonstrate the potential of the SMFE sector as an engine for economic growth and poverty reduction
    security of resource access is key to encouraging financial service providers to offer affordable credit to SMFEs - potential investors must also be helped to see the SMFE subsector as an area with potential for growth and investment
    governments should consider creating credit guarantee schemes and a credit reference bureau to assist SMFEs to access loans from non-government finance institutions
    to achieve economies of scale, improve production processes and encourage further investment, producer associations must be formed and strengthened - this can be achieved through training and encouraging the formation of a full-time secretariat
    while the majority of current policies and programmes appear to be supportive of SMFEs, the Department of Forestry should play a more proactive role in developing SMFEs, not just in monitoring and controlling forest use.
 ";"P. Kambewa
H. Utila";;Forestry and Land Use Programme, IIED;eldis;01/01/2008;en;"environment;forestry;poverty";"Land, Climate change & Environment;Forest Tenure";;"MWI;202";;http://www.eldis.org/document/A41339;http://www.iied.org/pubs/pdfs/13545IIED.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.iied.org%2Fpubs%2Fpdfs%2F13545IIED.pdf;;;;"Environment;natural resource management CBNRM;Environment and Forestry;Environment and natural resource management;NRM;community-based natural resource management;forest;natural resource management forests;medium enterprise;forestry;wood;CBNRM;small enterprise;Natural resource management;Non timber forest products;NTFPs;fuelwood;SMEs;Malawi;timber"
