ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publicaton date (YYYY/MM);Language;Related concepts;Themes;Overarching Categories;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages;
eldis:A41148;Beyond tenure: rights based approaches to peoples and forests. Some lessons from the Forest Peoples Programme;;"Although the historical focus on tenure reforms has resulted in some important improvements in the livelihoods of forest communities, it has not prevented them from suffering social exclusion and impoverishment. Based on a review of 17 years of work with forest peoples in Africa, Asia, and Latin America by the Forest Peoples Programme, this paper explores the complexity of rights that need recognition if community-based livelihoods in forests are to be secured and well-being further improved.The case studies used in the paper illustrate the need for recognition of some the following rights of forest peoples, which in some countries do not exist:

        have free pursuit of the right to choose to market and/or commercialize forest products from their domains
        be protected from slavery, debt-bondage, and other slavery-like practices
        be given redress for and the restitution of illegally expropriated natural resources.

The paper ends by suggesting some steps of what forestry departments and development agencies need to do to make these rights operational. For forestry departments the recommendations include:

        invest sufficient time and resources into recognising land claims and resolving land conflicts, including processes for supporting community-led mapping
        ensure full transparency and public access to information in land and forest designation, licensing, and concession systems
        ensure the existence of national legislation that explicitly respects rights of indigenous peoples as set out in the UN Declaration on the Rights of Indigenous Peoples.

For development agencies the recommendations include the following:

        support inclusive reviews of the national forest sector using a rights-based approach, with the aim of identifying practical steps to secure peoples’ rights
        support community-level trainings on the UN Declaration on the Rights of Indigenous Peoples
        givetargeted direct support to community initiatives on forest management
        support initiatives for implementation of the right to free, prior, and informed consent through for example locally developed guides and third-party verification.
 ";M. Colchester (ed);;The Rights and Resources Initiative;eldis;01/01/2008;en;"environment;development agencies";"Land, Climate change & Environment;Land Stakeholders & Institutions";;"030;202;009;034;419";;http://www.eldis.org/document/A41148;http://www.rightsandresources.org/documents/files/doc_825.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.rightsandresources.org%2Fdocuments%2Ffiles%2Fdoc_825.pdf;;;;"Environment and Forestry;Development agencies;Environment and natural resource management;forestry department;community-based livelihoods;natural resource management forests;Forest communities;forests;Governance;forestry assessment;Environment;Rights based approach;tenurial reforms;Livelihoods;Livelihoods natural resource management;Decentralisation & Local Governance;forest peoples;Local governance"
eldis:A70340;Land, biodiversity and the extractive industries in southern Africa. How effective are legal and institutional frameworks in protecting people and the environment?;;"In the natural resources sector, laws are often formulated to regulate the relationship between men and the environment. Ideally, the law can play a vital role in regulating and protecting communities from adverse environmental and social impacts of mining, loss of land, biodiversity and natural wealth, as well as other human rights violations. Almost all countries in the Southern African Development Community (SADC) have developed laws and institutions to regulate and monitor the extraction of mineral resources and their impact on the environment and people. However, the level of implementation and enforcement of those laws varies across the region and in some cases legal gaps exist.

In light of this, the Southern Africa Resource Watch (SARW) commissioned research in three SADC countries – Botswana, South Africa and Zimbabwe – to assess the effectiveness of exiting legal and institutional frameworks governing land, social and environmental accountability in the extractive sector.

This policy brief analyses the findings of the three reports and identifies current legal and institutional frameworks in Zimbabwe, South Africa and Botswana that seek to protect land, biodiversity and communities from the adverse impacts of mining. It highlights good practices while also capturing crosscutting weaknesses and gaps in the legal frameworks.

The policy brief also analyses the institutional capacities of responsible government departments, whose legal mandate is to monitor and hold mining companies accountable, and looks at the domestication and application of regional and international instruments. More importantly, the efficacy of voluntary practices and standards adopted by mining companies and financial institutions to promote social and environmental accountability in the extractive sector is also assessed. ";;;Open Society Initiative for Southern Africa;eldis;01/01/2013;en;"environment;land;extractive industries";Land, Climate change & Environment;;"ZAF;BWA;ZWE";;http://www.eldis.org/document/A70340;http://www.osisa.org/sites/default/files/land_biodiversity_and_extractive_industries_in_southern_africa_1_0.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.osisa.org%2Fsites%2Fdefault%2Ffiles%2Fland_biodiversity_and_extractive_industries_in_southern_africa_1_0.pdf;;;;"Open Society Initiative for Southern Africa;Finance policy;Corporate Social Responsibility;Conflict and security;Extractive industries;Trade Policy;Domestic finance;Content partner summary;Livelihoods;Agriculture and food;Source;natural resources as driver of conflict;Land issues;Open Society Initiative for Southern Africa (OSISA);Livelihoods natural resource management;Biodiversity and environment;Bookmarklet;Drivers of conflict;Environment"
eldis:A23916;Forests, agriculture, poverty and land reform: the case of the Indonesian Outer Islands;;The promotion of forestry activities is seen as a means by which to reduce poverty while protecting the environment. But if clearing of forests for agricultural activities can prove more profitable, will such efforts be effective? Through an analysis of the relative benefits of agriculture and forestry activities, this paper considers the extent to which forests can be relied on to support poverty reduction in developing countries.Through a data analysis and literature review, the study examines the empirical relationships among forest, poverty, agriculture and access to markets and services in the Indonesian Outer Islands. The data analysis is based on:vegetation cover produced from remote sensing images for 2003population and poverty estimates respectively at the village and district levelsthe national forestry land use planspatial analysisThe study finds that agriculture provides higher financial returns than forestry, and under the existing institutional, financial, and human constraints high forest cover in Indonesia is currently associated with high incidence of poverty.  Therefore, clearing forests located on suitable agricultural land may have a greater potential to contribute to poverty reduction than forestry. In such areas, to conserve forests, appropriate policies to compensate the rural poor for the foregone benefits of deforestation would need to be developed.However, the authors also stress that small-scale forest management and nonagricultural activities can also have positive financial returns and could also contribute to poverty reduction. Plans should therefore take into account not only the benefits of agriculture relative to forestry activities but also the benefits of policies aimed at helping rural people move into nonagricultural sectors. The latter policies would have the dual benefit of reducing poverty and accelerating the transition from deforestation to reforestation. ;"L. Tacconi
I. Kurniawan";;Crawford School of Economics and Government, Austailian National University;eldis;01/01/2006;en;"environment;land;deforestation;poverty;land clearing;land reform;agriculture";"Land, Climate change & Environment;Forest Tenure";Land Use, Management & Investment;"IDN;030;009";;http://www.eldis.org/document/A23916;http://www.crawford.anu.edu.au/degrees/emd/occasional_papers/emd_op11.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.crawford.anu.edu.au%2Fdegrees%2Femd%2Foccasional_papers%2Femd_op11.pdf;;;;"forestry deforestation impacts;data analysis;Environment and Forestry;Asia;deforestation;Land clearing;Environment;tropical forests;forestry deforestation;forest cover;Agroforestry;conservation;Agriculture and food"
eldis:A23729;Investing in maintaining mobility in pastoral systems of the arid and semi-arid regions of Sub-Saharan Africa;;This paper seeks to provide national and international policy-makers interested in the development of arid and semi-arid areas with background information and policy options, on whether and how to invest in mobility of pastoral systems in Africa.It first describes the trends leading to declining mobility, followed by a description of the key underlying causes for these trends and their impacts on mobile pastoralists. It then provides the rationale for investments and concludes with policy options which policy-makers face when deciding on priorities to be allocated to overall pastoral development, and to specific actions within pastoral development.Major policy options and their trade-offs fall under the following headings:Overall vision and development thrusts. These include the grounding of land-use decisions on human carrying capacity factors, arable farming versus pastoral grazing options, awareness raising through broad consultation, and strengthening pastoral organisationsDefining the incentive policies. Possibilities include payment for services, such as charging for water use, the provision of subsidised livestock feed, and compensation for environmental services, such as sustainable range managementDefining resource access policies- mainly ensuring access and user rightsDefining investments. These includes investments in infrastructure, social and technical services, and funding for researchPartnerships and knowledge sharing. The coordination and knowledge sharing among programmes on national and (sub) regional level would be an important asset. ;;;Livestock, Environment and Development, Virtual Research and Development Centre;eldis;01/01/2006;en;land tenure;;"Land Policy & Legislation;Access to Land & Tenure Security";202;;http://www.eldis.org/document/A23729;http://www.virtualcentre.org/en/ele/econf_03_alive/download/Mobility.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.virtualcentre.org%2Fen%2Fele%2Feconf_03_alive%2Fdownload%2FMobility.pdf;;;;"pastoralism development policy;mobile pastoralism;Payments for environmental services;Agriculture and food;pastoralism policy;Pastoralism;payments for services;drylands;Animal production and health;pastoralism grazing and pasture;Land tenure;pastoralism common property;pastoralism investment;pastoralism land rights and tenure;pastoralism;Communal land"
eldis:A29878;The potential for rangeland development in Yak rearing areas of the Tibetan Plateau;;"This paper initially highlights the general characteristics of rangelands and pastoral production systems of the Tibetan Plateau.The article finds that:given the realities of life in a heterogeneous and marginal environment, the issue of secure resource tenure, both customary and legal, is fundamental for effective rangeland managementa simple shift in tenure from the communal (traditional and subsistence) to individual household level (ranching and commercial) will not be enough to facilitate a change in behaviour toward ""rational"" livestock operationsmany institutional mechanisms must be in place, including those that:achieve economy of scale in operations (including means to manage pastures in communal groupsensure against disastersfacilitate timely marketing and off-takeprotect commercial interestspromote collective action to soundly manage larger landscape amenitiespromoting and building such institutional mechanisms takes time for commercial ranching to work well, a socio-economic environment that is far from the current reality on the Tibetan PlateauThe article recommends:promote livestock mobilitypromote economic diversificationinitially reduce risk to the individual household by legitimising communal tenure and management of pasture resources so that those now dependent on the rangeland resource can have equitable access to resourcesbuild social cohesion through collaborative management of rangeland resources, with local communities in partnership with government extension, research, and administrative entitiespromote social and gender equity to ensure a fair livelihood base for all ";C. Richard;;International Centre for Integrated Mountain Development, (ICIMOD), Nepal;eldis;01/01/2000;en;"development;land;pastoralists;area;land tenure;environment;common property";"Land, Climate change & Environment;Rangelands, Drylands & Pastoralism;Land Stakeholders & Institutions";"Land Policy & Legislation;Land Use, Management & Investment;Access to Land & Tenure Security";;;http://www.eldis.org/document/A29878;http://www.eldis.org/fulltext/yakcongress.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.eldis.org%2Ffulltext%2Fyakcongress.pdf;;;;"Pastoralist;land tenure;Environment;indigenous knowledge;Pastoralism;Environmental policies and management;Tibet;pastoralism common property;Technology and innovation in agriculture;pastoralism;Tibetan;pastoralism indigenous knowledge;Pastoralism Central Asia;Agriculture and food;Biodiversity and environment;Pastoralism resource management;Environmental protection natural resource management;Pastoralists;Animal production and health;Communal land;rangeland;Land tenure;range;pastoralism grazing and pasture;common property;indigenous knoweldge"
eldis:A16632;India’s national agricultural policy: a critique;;"The National Agricultural Policy (NAP) document released by the Government of Indian in 2000 aimed to attain an agricultural output growth rate in excess of 4 percent per annum, based on efficient use of resources, and sought to achieve this growth in a sustainable and equitable manner.This paper argues that (by 2004) no serious action had been initiated on most of the NAP’s proposals, and blames this inaction on the lack of a concrete and time bound action plan to complement the policy.  It highlights the failings of the policy document, drawing on agricultural data from 1950 to 2001 including output, area cultivated, irrigation, and land use.Its criticisms of the NAP include that: the document does not stress the need for improved irrigation as a precondition to higher growth creating the required magnitude of irrigation would require trebling of public investment in real terms the NAP proposes to put India’s 79.5 million hectares of wasteland to use for agriculture and afforestation, but does not elaborate any strategy to do so; most of this land requires heavy capital investments in order to make it productivethe importance and implications of the increasing strain on India’s limited water resources are not adequately recognised by the NAP NAP is silent on important institutional issues such as participatory management of irrigation, water, forest and common lands.The paper’s specific recommendations for future agricultural policy include: care is needed to ensure that enough common property wasteland remains around inhabited areas to serve the needs of resource-poor rural communities who live there awareness about the value of water and its sustainable use needs to be raised water conservation measures such as rainwater harvesting should be put in place Panchayati Raj institutions should be given guidelines on taking care of healthy breeding practices for livestock technology policy needs to ensure both that appropriate technologies are generated and that they are effectively disseminated to end users interactions of Indian National Agricultural Research System scientists with science institutions in the west need to be strengthened competition should be promoted in the seed sector by encouraging large scale private sector participation in the seeds business area specific agricultural development strategies should be devised, taking into account groundwater status, soil health and other characteristics. ";R. Chand;;Institute of Economic Growth, India;eldis;01/01/2004;en;"agriculture;land tenure";;"Land Policy & Legislation;Access to Land & Tenure Security";"IND;034";;http://www.eldis.org/document/A16632;http://ieg.nic.in/dis_rc_85.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fieg.nic.in%2Fdis_rc_85.pdf;;;;"Agricultural biodiversity and natural resource management;Privatisation of infrastructure;Irrigation;Communal land;national agricultural policy;seed industry;Governance;Land tenure;Agriculture and food;agriculture;Agricultural policy"
eldis:A62398;Future perfect;;This United Nations flagship publication launched at the Rio+20 Conference on Sustainable Development in June 2012 aims to raise awareness on sustainability and green growth. The objective is to show renewed political commitment for sustainable development, while assessing progress to date. Sustainable development, which is seen as the guiding principle for long-term global development, consists of three pillars: economic development, social development and environmental protection. The publication addresses in detail seven priority areas for the Rio+20 conference: decent jobs, energy, sustainable cities, food security and sustainable agriculture, water, oceans and disaster readiness. The articles in this publication come from various stakeholders, including governments, major groups and civil society organisations. ;S. Nicklin;;Department of Economic and Social Affairs, United Nations;eldis;01/01/2012;en;"environment;climate change;land use;research";Land, Climate change & Environment;Land Use, Management & Investment;;;http://www.eldis.org/document/A62398;http://www.uncsd2012.org/content/documents/Tudor%20Rose.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.uncsd2012.org%2Fcontent%2Fdocuments%2FTudor%2520Rose.pdf;;;;"Water in climate change;Climate change Forestry;Land use;Climate change agriculture and food security;International climate change negotiations;Green growth;CDKN;Climate change gender;Environment;Climate change mitigation;theme:climateadaptation:;Disaster risk reduction;Climate change Finance;tfmimport;Funder;united nations;Climate change poverty and vulnerability;theme:cc gender;Low carbon energy;Climate change;Climate change Fisheries;theme:cc gender:;research;Low carbon energy in climate change;Climate Change Adaptation;Climate and Development Knowledge Network;Climate change governance;climate change adaptation community based"
eldis:A23721;Making property rights accessible: social movements andlegal innovation in the Philippines;;Today, many rural poor Filipinos are using state law to try to claim land rights. In spite of the availability of a much stronger set of legal resources than ever before, claiming legal land rights remains difficult. Some argue these difficulties are a reason to turn away from state-led land reform and toward a market-assisted land reform (MALR) model. However, this paper indicates that a closer look at actual dynamics around land reform in the Philippines suggests that political-legal problems associated with implementation of the 1988 agrarian reform law can be overcome under certain conditions.The author argues that rural poor claimants must be able to access support for political-legal mobilisation, particularly “rights-advocacy organisation”, and they must adopt an integrated political-legal strategy. This will help push existing constitutional-juridical openings and institutional reforms in favour of land redistribution. An integrated political-legal strategy is one should be able to activate State agrarian reform law, building on independent State actors’ pro-reform initiatives, and resisting the evasive manoeuvres of anti-reform elites.[adapted from author] ;J.C. Franco;;Institute of Development Studies UK;eldis;01/01/2005;en;"property rights;land registration;land tenure;property;land rights;land reform;agrarian reform";;"Land Policy & Legislation;Land Use, Management & Investment;Access to Land & Tenure Security";"419;030;009;BRA;PHL";;http://www.eldis.org/document/A23721;http://www.ids.ac.uk/files/wp244.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.ids.ac.uk%2Ffiles%2Fwp244.pdf;;;;"Land registration;market assisted land reform;EADI;political-legal;Land tenure;Agriculture and food;land rights;Agriculture institutions and policy processes;land reform;agrarian reform;Agricultural policy"
eldis:A29979;Zimbabwe: land reform and resettlement: assessment and suggested framework for the future;;Interim report on progress with Zimbabwe's fast track programme of  land reform, with recommendations on future policy.Recommendations include: Moratorium on changes in existing laws and regulations until a comprehensive land policy can be developedA major effort is required to promote the improvement and growth of agricultural production and service linkages between industry and agriculture in the context of a restructuring of the rural sector. The report suggests that those factors that constrain the growth of agricultural exports and manufacturing be addressed as a matter of urgency in order to return balance to the economy as a wholespecial care will need to be taken to ensure that the development of land for agriculture will not endanger the long-term sustainability of the cleared areas and of the adjacent watercourses. Where environmental difficulties arise alternative energy source (perhaps supported by some kind of subsidies) should be considered. In addition, any resettlement plan should ensure the preservation of adequate refuge areas for Zimbabwe’s rich natural flora and fauna. It is suggested that improvements of environmental policy should include encouraging new settlers to engage in various natural-resource enterprises, including eco-tourism.support for rural development should include support for the development of communal areas to stimulate growth rather than to focus only decongestion.a secure land tenure instrument to avoid problems with the land market (and associated credit access), arbitrary change in Government policy and nepotism the Government ensure that settlers are provided with adequate extension services in all aspects of agricultural and livestock productionthe current Agricultural Development Assistance Fund (the only institution with a broad mandate for agricultural credit for small-scale agriculture and with an extensive branch system) be established as an independent, semi-public credit institution to serve small-scale farmersthe rights of farm workers should be explicitly addressed, especially for those those displaced from gainful full-time or part-time jobs in the large farm areas, or who need  support in formalizing their citizenship and/or rights to land in resettlement or communal areaselaboration of policy on equitable gender-based land rights, providing it with a firm legal basis, operationalize it, and mobilising capacity to ensure its implementation and effective monitoringcreate a framework for improved humanitarian support and social services to assist those affected by food insecurity, the breakdown of fostering systems for HIV/AIDS orphans, and the spread of HIV infection during the implementation of the land reform and resettlement programParrallel improvements in capacity to manage any such programme are required. The report suggests the establishment of a Land-Reform and Resettlement Board or Land Commission.The report suggests establishing an independent trust fund, which UNDP would be willing to manage. The fund would have two components, the first to provide resources for the resettlement process including basic infrastructure on acquired land equipment and tools, extension services as well as training and support to capacity building and technical assistance to the Government. The second will provide direct compensation to farmers for land acquired, for resettlement and improvement, including infrastructure as well as support for displaced farm workers. ;;;UNDP Regional Bureau for Africa ;eldis;01/01/2002;en;"land;land reform;assessment;land tenure";;"Land Policy & Legislation;Access to Land & Tenure Security";"202;ZWE";;http://www.eldis.org/document/A29979;http://www.undp.org/rba/pubs/landreform.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.undp.org%2Frba%2Fpubs%2Flandreform.pdf;;;;"Agriculture and food;Land tenure;land reform;land tenure"
eldis:A69790;Township replanning: the case of INK;;"The townships of Inanda, Ntuzuma and KwaMashu (INK) are about 25km north of the Durban city centre. The area covers 9340ha of land, and is home to about 580,000 people (18 per cent of Durban’s population) in 115,136 households.

INK has one of the largest concentrations of low-income households in South Africa. In the mid-1990s a number of smaller local councils in the greater Durban area were amalgamated into a single metropolitan municipality, and the city was expanded to incorporate a number of townships. Because the political violence of the 1980s had been more intense in INK than in townships to the south of the city, it was relatively less developed. Almost 77 per cent of households earn less than R1600 per month, only 27 per cent of residents are employed and about 43 per cent of the people do not have formal houses. INK comprises 18 wards and is managed as a single entity by the eThekwini Municipality.

This study looks at the township re-planning project of in the INK townships and makes recommendations for efficiency. The KwaMashu Town Centre (KMTC) project began in 1999 as a node for economic development in INK. At the time of this study, INK was characterised by very high rates of unemployment, poverty and crime; low levels of formal education; a lack of adequate housing and basic services; low levels of access to public services; a lack of public space and recreation opportunities; and high levels of environmental degradation and pollution.

In 2001, national government launched the flagship Urban Renewal Programme (URP) to address infrastructure deficiencies and declining economies in areas characterised by widespread poverty and neglect. INK is one of eight targeted ‘poverty nodes’ in former townships of South Africa’s six metropolitan municipalities. The infrastructure investment is aimed at:

• improving the delivering of community facilities;

• maintaining existing infrastructure; managing informal trade;

• enhancing road and pedestrian safety through physical works and education;

• addressing service backlogs; supporting crime prevention through appropriate infrastructure design;

• implementing the municipal land-use management programme;

• attracting investment through integrated spatial planning supported by local area plans and precinct plans; and

•developing and implementing an environmental land use and transport management system.

The paper concludes with the following ‘lessons learnt’: Look for linkages, deal with land issues, take careful account of stakeholder interests, clarify institutional roles and responsibilities, ensure plans take physical constraints into account, link capital expenditure to social goals, link small business to large business and pay attention to good intergovernmental relations.
 ";;;Urban LandMark;eldis;01/01/2009;en;land governance;;;"ZAF;202";;http://www.eldis.org/document/A69790;http://www.urbanlandmark.org/downloads/sourcebook_cs01.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.urbanlandmark.org%2Fdownloads%2Fsourcebook_cs01.pdf;;;;"Assessing areas of governance;Content partner summary;CDKN;Source;Urban LandMark;Governance;Funder;Governance Assessments;Bookmarklet;Land governance"
eldis:A13199;Carbon accounting in forests: proceedings of an international workshop on 'facilitating international carbon accounting in forests' 2003;;The purpose of this paper is to provide a brief introduction to greenhouse and climate change, international frameworks, carbon sequestration and carbon trading. It focusses in particular on policy relating to Australia.The paper demonstrates that increasing levels of atmospheric carbon dioxide have been identified as a major cause of global warming. The Kyoto Protocol set the collective target of reducing greenhouse gas emissions of industrialised countries by 5% of 1990 levels by 2008-2012. Provisions within the Protocol would allow emission reduction projects, including afforestation and reforestation, to be set up in both developing and industrialised countries. Australia’s Federal Government has chosen not to ratify the Kyoto Protocol. However, it is committed to continuing to develop domestic programmes to meet the target Australia agreed to at Kyoto.The paper concludes that there is a need for internationally accepted standard accounting methods to assess the amounts of carbon in particular afforestation and reforestation projects. These are required to estimate the amount of carbon that may be traded or used as an offset against greenhouse gas emissions. ;T.H. Booth;;CSIRO Forestry and Forest Products;eldis;01/01/2003;en;"deforestation;climate change;forestry;environment";"Land, Climate change & Environment;Forest Tenure";Land Use, Management & Investment;AUS;;http://www.eldis.org/document/A13199;http://www.ffp.csiro.au/fap/C%20Accounting%20in%20Forests.pdf.PDF;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.ffp.csiro.au%2Ffap%2FC%2520Accounting%2520in%2520Forests.pdf.PDF;;;;"Climate change;deforestation;Environment and Forestry;co2;afforestation;Forest policies and management;Carbon sinks;forestry climate change;carbon dioxide;forests;global warming;Agriculture and food;forestry;forestry deforestation;carbon sequestration;reforestation;kyoto;climate change;carbon;carbon trading;Environment"
eldis:A101099;How pro-poor are land rental markets in Ethiopia?;;"Land rental markets can potentially improve the access to land for land-poor households that possess complementary resources that can enable them to utilize land efficiently. Land rental markets can also enable landowners who are poor in non-land resources to rent out their land such that their land is utilized more efficiently and they themselves can get a better income and improved welfare from their land resource. This report assesses the land rental market that is dominated by a reverse tenancy system with relatively poorer landlords and less poor tenants. This market has largely developed informally in Ethiopia but has also been shaped by the changing land policies. We assess how pro-poor it is and whether interventions potentially can make it even more pro-poor and welfare enhancing or whether a “hands off” policy is preferable. If we can detect a significant market failure, there is room for intervention. However, there are also a number of current interventions in the market. We assess whether these achieve the intended outcomes or rather should be lifted or modified.Population growth, economic growth, and structural transformation in agriculture may change the role of land from being the most important safety net and livelihood opportunity to become an important resource for agricultural transformation and development. The non-farm sector in Ethiopia has grown rapidly in recent years and provides new employment opportunities and this reduces the pressure on land as the only and main source of livelihood. Our study of land rental markets in Ethiopia covers communities in Tigray, Oromia and SNNP regions focuses particularly on the period 2006 to 2012, but draws on data and research that goes back to 1998 in Tigray and utilizes information from landlords and tenants and other rural households with male and female representatives, local Land Administrative Committee (LAC) members and local conflict mediators with long experience in handling local land disputes.In this report, we review the relevant literature and fill important gaps in this literature. These gaps include a) the stated reasons of landlords and tenants for partner choice and contract choice in the land rental market and their attitudes and preferences regarding regulation and formalization of land rental contracts; b) we investigate land access of youth in the land rental market; c) we assesses how joint certification of husbands and wives has affected participation in the land rental market; and d) how increasing population pressure and land scarcity affects land access and the land rental market over time. ";"S.T. Holden
S. Bezu
Mesfin Tilahun";;Norwegian University of Life Sciences;eldis;01/01/2016;en;"land;poverty;land rent";;;ETH;;http://www.eldis.org/document/A101099;https://www.nmbu.no/download/file/fid/16943;http://ims.ids.ac.uk/thumbnail/?url=https%3A%2F%2Fwww.nmbu.no%2Fdownload%2Ffile%2Ffid%2F16943;;Not Known;;"Agriculture Norway;Agriculture and food;Poverty Norway;Poverty;Land issues;Norway"
eldis:A59780;Governing and implementing REDD+;;"Reducing emissions from deforestation and forest degradation, conserving and enhancing forest carbon stocks, and sustainably managing forests (REDD+) are emerging as a central policy instrument to halt land-use related emissions from developing countries. This paper uses the Earth System Governance Framework (developed by Biermann et al., 2009) to illustrate the key governance issues underlying the REDD+ initiative.The paper emphasises the absence of research on the politics governing the emergence of REDD+, particularly the influence of parties’ interests in determining negotiation outcomes, or on promoting particular financial mechanisms. The authors highlight three main pillars for a future research agenda:

    the politics of REDD+ in international and national negotiations 
    the interplay between REDD+ policies and measures and other developments in land-use related processes 
    the examination of the environmental and socio-economic outcomes of REDD+ activities, integrating locally informed monitoring, reporting and verification (MRV) techniques and using robust counterfactual assessment methods. 
 ";"Esteve Corbera
Heike Schroeder";;Science Direct;eldis;01/01/2010;en;"climate change;land use";Land, Climate change & Environment;Land Use, Management & Investment;;;http://www.eldis.org/document/A59780;http://www.sciencedirect.com/science/article/pii/S1462901110001449;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.sciencedirect.com%2Fscience%2Farticle%2Fpii%2FS1462901110001449;;;;"CDKN Annual Review of Research 2012;Climate change Forestry;Climate change agriculture and food security;Land use;REDD;CDKN;Governance;REDD+;Funder;forest emissions;carbon stocks;Climate change;land use;Biodiversity in climate change agric and food;Low carbon energy in climate change;Climate and Development Knowledge Network;Climate change governance;biodiversity conservation"
