ID;Title;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publicaton date (YYYY/MM);Language;Related concepts;Themes;Overarching Categories;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages
"LEX-FAOC149367";"National Gender and Children Policy.";"The National Gender and Children Policy is a national multi-sectoral policy for Ghana which was developed by the Ministry of Women and Children’s Affairs with the objective to mainstream gender concerns in the national development process in order to improve the social, civic, economic and cultural conditions of the people of Ghana, particularly women and children. Specific objectives of the Policy include: to redress imbalances which arise from existing gender inequalities through policy review, legal reforms and enforcement of existing legislation; to provide a national framework from which policies are derived; to implement activities designed to strengthen women’s role in the economic development; to implement activities designed to promote children’s development and protection; to promote women’s equal access to, and control over economically significant resources and benefits; and to enhance the survival, development and protection of children.The District Assemblies have responsibility for managing and implementing specific programmes aimed at reducing poverty and ensuring the appropriate development and protection of the rights and welfare of the children. Critical areas of concern are agriculture, health, water and sanitation.The Policy addresses concerns related to women's access to land tenure and ownership. The Ministry of Women and Children’s Affairs (MOWAC) shall liaise with other institutions to pay attention to key gender concerns and related issues, e.g. property ownership, land tenure, credit, legal rights as well as relevant options for addressing them such as constitutional guarantees.The Ministry of Women and Children’s Affairs, assisted by women and children focused organizations, will lead the implementation of the Policy. The different governmental and non governmental stakeholders that will participate in the implementation of the Policy are listed under Section 8.

Implemented by: National Gender Policy. (2015-05)";"";"";"";"FAO Legal Office";"2004-01-01";"en";"gender equity in access to land;farmland;poverty;urban areas;land tenure";"";"Land Policy & Legislation";"GHA;002;011";"National Policies";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC149367";"http://extwprlegs1.fao.org/docs/pdf/gha149367.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC053319";"Physical Planning Act 1989.";"Section 2 declares that all land in Papua New Guinea shall be subject to this Act. Section 4 defines matters primarily of national interest for the purposes of this Act. Where consideration is being given to a physical planning matter under this Act, the appropriate authority shall take into account the provisions of the Environmental Planning Act 1978, the Environmental Contaminants Act 1978, and the Conservation Areas Act 1978 and other matters listed in section 5. The Minister may appoint a Chief Physical Planner for the purposes of this Act pursuant to section 6. The Chief Physical Planner is charged with the maintenance of standards of physical planning in the country and has such other powers, functions, duties and responsibilities as are prescribed. Duties of Minister responsible for physical planning are defined by section 7. A National Physical Planning Board is established under section 8. Functions of the Board are listed in section 17. Section17 to 33 provide for the establishment of Provincial Physical Planning Boards, Local Physical Planning Boards and the National Capital District Physical Planning Board, define their duties and powers and regulate their functioning. Section44 provides that a development plan may be prepared for any area in Papua New Guinea, whether or not it is a physical planning area, and may be: (a) a provincial development plan; or (b) an urban development plan; or (c) a local development plan; or (d) a subject development plan. Section 45 concerns contents of development plan. A development plan may designate land which may be required for public purposes as prescribed in the Land Act 1996. (sect. 56). The Minister may declare an area to be a physical planning area in the national interest under section 67 and a provincial Minister may declare an area within the province to be a physical planning area under section 68. Where a person intends to apply for a subdivision of land under Section 130 of the Land Act 1996 or a consolidation of leases under Section 131 of the Land Act 1996 for land within a physical planning area, he or she shall first obtain planning permission under section 75. Section 82 provides for a Preservation of Trees Order to be made by a Board for the preservation of any trees in a physical planning area. The Papua New Guinea Physical Planning Appeals Tribunal is established for the purpose of hearing appeals under this Act (sect. 88). (106 sections divided into 12 Parts)

Implemented by: Physical Planning Regulation 1990. (2006-11-25)";"Hupperts, Rudolph (CONSLEGB)";"";"Pacific Islands Legal Information Institute";"FAO Legal Office";"1989-01-01";"en";"forestry;land use planning;leases;land subdivision;forest management plans";"";"Land Policy & Legislation";"PNG;009;ABW;AIA;ASM;ATG;BHR;BHS;BLZ;BRB;COK;COM;CPV;CUB;CUW;DMA;DOM;FJI;FSM;GNB;GRD;GUM;GUY;HTI;JAM;KIR;KNA;LCA;MDV;MHL;MNP;MSR;NCL;NIU;NRU;PLW;PNG;PRI;PYF;SGP;SLB;STP;SUR;SXM;SYC;TLS;TON;TTO;TUV;VCT;VGB;VIR;VUT;WSM";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC053319";"http://extwprlegs1.fao.org/docs/pdf/png53319.doc";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"45"
"LEX-FAOC122452";"Order No. 315 on survey declaration in adherence to the Farms Act.";"This Order applies to the survey declarations in accordance to the Farm Act, by establishing rules on whether proof presented to the Cadastre Authority with regard to land registration may be processed without authorization; on certification of land deduction by acquisition of agricultural property; and on the establishment of an overview map. Cadastral changes may be implemented without a license by statements from licensed surveyors. Should a surveyor declare the abolition of agricultural obligations on parts of a land parcels, the Agricultural Commission shall decide on the other land plots. The Agricultural Commission and the Danish AgriFish Agency can verify statements and information submitted by a practicing chartered land inspector.

Implements: Farms Act (No. 616 of 2010). (2010-06-01)
Repealed by: Order No. 1426 survey declaration in adherence to the Farms Act. (2014-12-16)
Repeals: Order No. 1339 on survey declaration in adherence to the Farms Act. (2012-12-18)";"";"";"Government of Denmark";"FAO Legal Office";"2013-03-21";"da";"surveyors;farmland;cadastres;land registration";"";"Land Policy & Legislation";"DNK;150;AUT;BEL;BGR;CYP;CZE;DEU;DNK;ESP;EST;FIN;FRA;GBR;GRC;HRV;HUN;IRL;ITA;LTU;LUX;LVA;MLT;NLD;POL;PRT;ROU;SVK;SVN;SWE;154";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC122452";"http://extwprlegs1.fao.org/docs/pdf/den122452.htm";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC032654";"Agreement of 1996 between the Russian Federation and the Krasnodar Territory regarding the delimitation of jurisdictional subjects and plenary powers between the State Bodies of the Russian Federation and the State Bodies of the Krasnodar Territory.";"Authorised representatives of the state bodies of state power of the Russian Federation and the bodies of state power of the Krasnodar Territory have agreed on the following: 1). The State Bodies of the Russian Federation and the State Bodies of the Krasnodar Territory jointly are authorized to: a). establish the conditions for economic activity and use of natural resources on the territory of the Krasnodar Territory pertaining to health resorts (spa) and recreational areas; b). establish special types of land tenure on the territory of the Krasnodar Territory, ensuring conservation and rational use of the stock of land; 2). The following issues are within the jurisdiction of the Russian Federation and its State Bodies: a). elaboration with the participation of the State Bodies of the Krasnodar Territory of normative legal acts pertaining to the sphere specified in the paragraph 1; b). elaboration and validation with the participation of the State Bodies of the Krasnodar Territory long-term federal programs of social and economic development of the Krasnodar Territory, including improvement of ecosystem of the coastline of the Black sea and the Azov sea and social and economic development of health resort (spa) zones. 3). The state bodies of the Krasnodar Territory, for the purpose of implementation of the present Treaty, shall participate in elaboration and realization of federal programs specified in the paragraph 2 of the present Treaty.

Repealed by: Agreement regarding invalidation of the Agreement of 1996 between the Russian Federation and the Krasnodar Territory regarding the delimitation of jurisdictional subjects and plenary powers between the State Bodies of the Russian Federation and the State Bodies of the Krasnodar Territory. (2002-04-12)";"FAO";"";"";"FAO Legal Office";"1996-01-30";"ru";"protected areas;public ownership;land use planning;land tenure;environment;land reform";"";"Land Policy & Legislation";"RUS;ARM;BLR;KAZ;KGZ;MDA;RUS;TJK;TKM;UKR;UZB;151;150";"Other";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC032654";"http://extwprlegs1.fao.org/docs/pdf/rus32654.doc";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"1"
"LEX-FAOC151599";"Crown Forests Assets Act (No. 99 of 1989).";"This Act, consisting of 5 Parts and three Schedules, provides for the following aspects of forestry assets: management of the Crown’s forest assets; the transfer of those assets while at the same time protecting the claims of Maori under the Treaty of Waitangi Act 1975; in the case of successful claims by Maori under that Act, the transfer of Crown forest land to Maori ownership and for payment by the Crown to Maori of compensation; and other incidental matters.It is divided into the following Parts: Crown forest land (I); Crown forestry assets and Crown forestry licences (II); Return of Crown forest land to Maori ownership and compensation (III); Amendments to Treaty of Waitangi Act 1975 (IV); Amendments of other Acts (V). The Schedules are divided as follows: Compensation payable to Maori (1); Maori owned land that is not Crown forest land (2); Initial term of Crown forestry licences (3).Schedule 1: Compensation payable to Maori; Schedule 2: Maori owned land that is not Crown forest land; Schedule 3: Initial term of Crown forestry licences. Interesting provisions as to protective covenants in all Crown forestry licences are contained in sections 18-23.
";"";"";"Government of New Zealand";"FAO Legal Office";"1989-10-25";"en";"public ownership;concession (land);land law;land registration;customary law;land management;forest conservation;forest land;leases;land ownership";"";"Land Policy & Legislation";"NZL;009";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC151599";"http://extwprlegs1.fao.org/docs/pdf/nze151599.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC125373";"Ordonnance du DDPS sur les émoluments de l’Office fédéral de topographie (OEmol-swisstopo).";"La présente ordonnance met en exécution l’ordonnance du 21 mai 2008 sur la géoinformation (OGéo) et l’ordonnance du 21 mai 2008 sur la mensuration nationale. Notamment, l’ordonnance concerne régit les tarifs des émoluments applicables aux prestations officielles de l’Office fédéral de topographie dans les domaines de la mensuration nationale, de la géologie nationale et des noms géographiques. Le texte comprend 8 articles.

Met en oeuvre: Ordonnance sur la géoinformation (Ordonnance sur la géoinformation, OGéo). (2016-01-01)
Met en oeuvre: Ordonnance sur la mensuration nationale (OMN). (2008-07-01)";"Chancellerie federale suisse";"";"Government of Switzerland";"FAO Legal Office";"2009-11-20";"fr";"surveyors;cadastres;land registration";"";"Land Policy & Legislation";"CHE;150;155";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC125373";"http://extwprlegs1.fao.org/docs/pdf/swi125373.pdf";"";"All rights reserved";"© FAO. Afin d’assurer une large diffusion de ses informations, la FAO s’attache à donner libre accès à ce contenu et encourage l’utilisation, la reproduction et la diffusion des données, des informations textuelles et des supports multimédia présentés. Sauf indication contraire, le contenu peut être reproduit, imprimé et téléchargé aux fins d’étude privée, de recherches ou d’enseignement ainsi que pour utilisation dans des produits ou services non commerciaux, sous réserve que la FAO soit correctement mentionnée comme source et comme titulaire du droit d’auteur et à condition qu’il ne soit ni déclaré ni sous-entendu en aucune manière que la FAO approuverait les opinions, produits ou services des utilisateurs.";""
"LEX-FAOC114723";"Order No. 764 on commercial keeping of livestock, manure, silage.";"The Order applies to all animal fertilizers (manure). Its purpose is to set regulations on standards for the establishment of animal keeping compounds and the storage of such biomass.The Order consists of 15 Chapters and 3 Appendix: Scope and purpose (1); Location of livestock (2); Interior of stables (3); Capacity of manure storage facilities (4); Storage of solid manure (5); Storage of silage and treatment of straw (6); Storage of liquid manure and silage effluent, digested plant biomass and residual water (7); Establishment of drainage (8); Operation and maintenance (9); Application of manure, digested plant biomass, silage effluent and waste water (10); Harmony regulations (11); Reporting (12); Administrative regulations (13); Penalties (14); Entry into force and transitional provisions (15).Appendix 1 - conversion factors to be used in the calculation of animal units, see article 3, No. 14.Appendix 2 - For the construction of container barriers pursuant to article 19, section 2. Conditions of notification under article 35.Appendix 3 - Farm's spread of manure equivalent to 2.3 livestock units per hectare/year. Planning conditions for period pursuant to article 31, section 3.

Implements: Environment Protection Act (No. 1189 of 2016). (2016-09-27)
Implements: Act on environmental permits of livestock (No. 1486 of 2009). (2015-07-03)
Implements: Council Directive 91/676/EEC concerning the protection of waters against pollution caused by nitrates from agricultural sources. (1991-12-12)
Repealed by: Order No. 915 on commercial keeping of livestock, manure, silage etc. (2013-06-27)";"ScottC";"";"Government of Denmark";"FAO Legal Office";"2012-06-28";"da";"fisheries";"";"Land Policy & Legislation";"DNK;150;AUT;BEL;BGR;CYP;CZE;DEU;DNK;ESP;EST;FIN;FRA;GBR;GRC;HRV;HUN;IRL;ITA;LTU;LUX;LVA;MLT;NLD;POL;PRT;ROU;SVK;SVN;SWE;154";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC114723";"http://extwprlegs1.fao.org/docs/pdf/den114723.doc";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"34"
"LEX-FAOC148410";"Presidential Decree No. 85/15 approving the Statute of the Institution for Urban Land Planning and Management of Luanda (IPGUL).";"This Presidential Decree approves the Statute of the Institution for Urban Land Planning and Management of Luanda (IPGUL). This Statute, consisting of 6 Chapters and 2 Annexes, establishes composition, duties and responsibilities of the above mentioned public institute of the economic sector, legal person of public law, with legal personality and administrative, financial and property that integrates the indirect administration of the State. This institution is entitled to: coordinate the draft of the Land Use Plans ""POT"" of the Luanda Province; to ensure an integrated and rational way of the territorial use and favorable conditions for the sustainable development of economic, social and cultural activities, without prejudice to the interests of the defense of the territory, internal security and ecological balance; to ensure the coordination of guidelines of territorial plans with economic plans and sectoral policies that may interfere with the urban structure of Luanda; to promote research and projects for the development and implementation of plans of Luanda; to preserve and define the protected natural areas with conservation purposes of nature and biodiversity, etc.

Repeals: Decree-Law No. 6/07 approving the Statute of the Institution for Urban Land Planning of Luanda (IPGUL). (2007-02-06)";"";"";"Projecto Apoio ao Desenvolvimento dos Sistemas Judiciários";"FAO Legal Office";"2015-05-05";"pt";"environment;land use planning;urban areas";"";"Land Policy & Legislation";"AGO;002;017";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC148410";"http://extwprlegs1.fao.org/docs/pdf/ang148410.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC156487";"Regional Law No. 15-OZ “On terms and conditions of distribution of infrastructure on plots of public land pertaining to regional and municipal ownership without allotment of plots of land and without application of servitude.";"This Regional Law establishes that starting from 1 March 2015 terms and conditions for location of infrastructure on plots of public land pertaining to regional and municipal ownership without allotment of plots of land and without application of servitude shall be set forth by the Regional Government.
";"";"";"Government of Russia";"FAO Legal Office";"2015-03-02";"ru";"public ownership";"";"Land Policy & Legislation";"RUS;ARM;BLR;KAZ;KGZ;MDA;RUS;TJK;TKM;UKR;UZB;151;150";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC156487";"http://extwprlegs1.fao.org/docs/pdf/rus156487.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC156486";"Regional Law No. 16-OZ “On calculation of payment for consolidated land plots”.";"This Regional Law establishes the modalities of calculation of land charges for consolidated land plots, pertaining to private ownership, as a result of extension of land area dimension following redistribution of regional public land with public land with undelimited ownership. The amount of land charges shall be calculate by calculated by regional executive body in case of regional public land and by local government in case of municipal land. The amount of payment shall be calculated as difference between cadastre value of consolidated extended land area and cadastre value of private land area before consolidation.
";"";"";"Government of Russia";"FAO Legal Office";"2015-03-02";"ru";"land valuation;land consolidation;cadastres;land registration";"";"Land Policy & Legislation";"RUS;ARM;BLR;KAZ;KGZ;MDA;RUS;TJK;TKM;UKR;UZB;151;150";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC156486";"http://extwprlegs1.fao.org/docs/pdf/rus156486.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC156485";"Regional Law No. 17-OZ “On some issues of allotment in ownership of public or municipal land plots”.";"This Regional Law establishes that public or municipal land plot can be allotted free of charge on condition of tenancy for maximum period of six year for residential housing construction or family farming to certain categories of agricultural specialists (list of professions included).
";"";"";"Government of Russia";"FAO Legal Office";"2015-03-02";"ru";"farming systems;farmland;farmers;land tenure";"";"Land Policy & Legislation";"RUS;ARM;BLR;KAZ;KGZ;MDA;RUS;TJK;TKM;UKR;UZB;151;150";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC156485";"http://extwprlegs1.fao.org/docs/pdf/rus156485.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC156484";"Regional Law No. 146-OZ “On allotment of plots of land in ownership to citizens free of charge”.";"This Regional Law sets forth the modalities of allotment of plots of land in ownership to citizens free of charge for gardening, horticulture, subsistence farming, family farming and commercial farming, to citizens with three children under age, citizens with disabled children and specialists in agricultural professions with university degree under age of 35 years working in rural areas. It establishes also minimum and maximum agricultural land area of plots of land that can be allotted in ownership free of charge. Public and municipal land parcels can be transferred in ownership to citizens once-only for the following purposes: (a) gardening and horticulture; (b) farming; and (c) individual housing construction. Maximum land dimensions shall be established as follows: (a) for farming – 50ha; (b) for gardening – 0,2 ha; (c) for horticulture – 0,2ha; (d) for individual housing construction – 0,2ha; and (e) for subsistence farming – 0,2 ha.

Repeals: Regional Law No. 8-OZ “On allotment of land parcels in ownership free of charge”. (2009-10-07)
Repeals: Regional Law No. 98-OZ amending Regional Law No. 8-OZ “On allotment of land parcels in ownership free of charge”. (2014-07-11)
Repeals: Regional Law No. 12-OZ amending Regional Law No. 8-OZ “On allotment of land parcels in ownership free of charge”. (2015-03-11)";"";"";"Government of Russia";"FAO Legal Office";"2015-12-28";"ru";"farming systems;farmland;land ownership;farmers";"";"Land Policy & Legislation";"RUS;ARM;BLR;KAZ;KGZ;MDA;RUS;TJK;TKM;UKR;UZB;151;150";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC156484";"http://extwprlegs1.fao.org/docs/pdf/rus156484.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC097678";"Regulations in terms of the Deeds Registries Act: Amendment (No. R. 659 of 2010).";"These Regulations amend the Regulations in terms of the Deeds Registries Act by substituting the Schedule prescribed by regulations 84 and 86 of the Regulations. The Schedule prescribes fees for registrations.

Amends: Regulations in terms of the Deeds Registries Act. (1999-02-19)";"Government Gazette 33413, Regulation Gazette 9342, Government Notice 659";"";"Government of South Africa";"FAO Legal Office";"2010-08-02";"en";"land inheritance rights;cadastres;land registration";"";"Land Policy & Legislation";"ZAF;002;018";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC097678";"http://extwprlegs1.fao.org/docs/pdf/saf97678.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC156489";"Regional Law No. 822-OZ “On public control”.";"This Regional Law establishes the modalities of organization and performance of public control as a form of public participation. Regional executive bodies shall have the following plenary powers: (a) formation of advisory councils at the regional executive bodies; (b) examination of final documents drafted by public control bodies; and (c) consideration of proposals, recommendations and conclusions contained in the final documents. Public control shall be performed by the Public (Civic) Chambers, advisory councils at the regional executive bodies and local government, public inspections and public control groups. Public control can initiate public hearings, obtain results of inspections performed by regional and municipal executive bodies and participate at joint supervisory (control) arrangements.
";"";"";"Government of Russia";"FAO Legal Office";"2015-11-27";"ru";"";"";"Land Policy & Legislation";"RUS;ARM;BLR;KAZ;KGZ;MDA;RUS;TJK;TKM;UKR;UZB;151;150";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC156489";"http://extwprlegs1.fao.org/docs/pdf/rus156489.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC163555";"Action Plan for Implementing Forestry Policies and Strategies.";"The Action Plan is a national plan with a sectoral approach. The time frame of the Plan is 10 years between 2010 -2020. The objectives of the Plan are a) improvement of forest management; b) capacity building; c) protection of forests; d) forestry sector development; e) development of private sector.To increase forest production and to reduce the risks of forest production losses, strong control mechanisms will be enforced, environmental protection and forest management will be improved. The seedling production capacity will also be improved. Biodiversity will be protected by the establishment of an Action Plan and by the establishment of protected zones. The sustainable utilization of non-wood products such as forest fruits, mushrooms, medical and aromatic plants will be ensured.Thinning and tending activities will provide development opportunities in rural areas. In addition, the use of non-wood forest products will be enhanced to create incomes for the rural population. Forest owner associations will be supported.Research and monitoring regarding forest health, environment and non-wood products will be promoted and forestry education will be improved. Forestry education will consist of forest vocational education, forest vocational training and higher forest education. Awareness campaigns will be held for promoting the importance of forestry. A plantation program will be established to calculate areas suitable for planting and to select most appropriate species and provinces. Pre-commercial and commercial thinning will be done in young forests which will lead to small scale industry development. The development of the private sector will be enhanced. Privatization of Socially Owned Enterprises will be promoted. Privately owned wood processing sector will be supported. Private investment in bioenergy production will be promoted. A land consolidation process that may include sale of public forest lands will be initiated. Regarding harvesting and transport, the equipment and technology will be renewed and modernized, the licensing system will reviewed and the road network will be improved.The Ministry of Agriculture, Forestry and Rural Development will be the main implementer of the Plan. Other ministries to be involved in the implementation of the Plan are: Ministry of Economy and Finance, Ministry of Environment and Spatial Planning, Ministry of Education, Science and Technology, Ministry of Trade and Industry, Ministry of Labour and Social Welfare. The capacity and power of the institutions responsible for the protection forests and environment will be strengthened and new legislation on non-wood products will be drafted.
";"anders.olsson";"";"";"FAO Legal Office";"2009-01-01";"en";"land consolidation;protected areas;public ownership;capacity building;land governance;research;private forests;land management;land ownership;forest land;forest conservation;sustainable land use";"";"Land Policy & Legislation";"SRB;150";"National Policies";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC163555";"http://extwprlegs1.fao.org/docs/pdf/kos163555.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC042440";"Inheritance Act, 2002 (Cap. 116).";"With regard to the real and personal estate of every person dying after the commencement of this Act, there shall be abolished: (a) all existing modes, rules and canons of descent, and of devolution by special occupancy or otherwise, of real estate, or of personal estate; (b) tenancy by the curtesy; (c) dower. The residuary estate of an intestate shall he distributed in the manner mentioned in section 4. Where under this Part the residuary estate of an intestate or any part thereof devolves upon or is directed to be distributed among the issue of the intestate such residuary estate or part thereof shall be distributed in equal shares, if more than one, among all or any of the issue of the intestate living at the death of the intestate and among all or any of the issue living at the death of the intestate of any issue of the intestate who predeceases the intestate, such issue to take through all degrees, according to their stocks in equal shares if more than one, the share which their parent would have taken if living at the death of the intestate, and so that no issue shall take whose parent is living at the death of the intestate and so capable of taking.
";"Bahamas Legislation";"";"";"FAO Legal Office";"2002-01-01";"en";"land inheritance rights";"";"Land Policy & Legislation";"BHS;019;029;ABW;AIA;ASM;ATG;BHR;BHS;BLZ;BRB;COK;COM;CPV;CUB;CUW;DMA;DOM;FJI;FSM;GNB;GRD;GUM;GUY;HTI;JAM;KIR;KNA;LCA;MDV;MHL;MNP;MSR;NCL;NIU;NRU;PLW;PNG;PRI;PYF;SGP;SLB;STP;SUR;SXM;SYC;TLS;TON;TTO;TUV;VCT;VGB;VIR;VUT;WSM";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC042440";"http://extwprlegs1.fao.org/docs/pdf/bha42440.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC023899";"Joint Order No. 525/67 of 1995 of the Ministry of Environmental Protection and of the Federal Committee on Land Resources and Land Survey regarding the validation of the Fundamental Regulations on re-cultivation of land, removal, conservation and rational use of the fertile layer of soil.";"This Joint Order puts into effect the Fundamental Regulations, previously approved by the Ministry of Agricultural Products and other Federal Executive Bodies concerned. The document consists of V Parts. Part I lays down the general provisions. Part II deals with the modalities of issuing licences for earth-moving economic activity that may damage topsoil. Part III determines the modalities of formal acceptance and transfer of re-cultivated land. Part IV regards registration of the damaged land. Part V concerns control over re-cultivated land and establishes the liability for the infringement of the regulations on re-cultivation of land. The document contains 6 Annexes.
";"";"";"Government of Russia";"FAO Legal Office";"1995-12-22";"ru";"compensation;cadastres;land management;land registration";"";"Land Policy & Legislation";"RUS;ARM;BLR;KAZ;KGZ;MDA;RUS;TJK;TKM;UKR;UZB;151;150";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC023899";"http://extwprlegs1.fao.org/docs/pdf/rus23899.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
