ID;Title;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publicaton date (YYYY/MM);Language;Related concepts;Themes;Overarching Categories;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages
"LEX-FAOC092477";"Town and Country Planning (Environmental Impact Assessment) (Undetermined Reviews of Old Mineral Permissions) (Wales) Regulations 2009 (W.S.I. No. 3342 (W.293) of 2009).";"These Regulations concern mandatory procedure for the review to determine the conditions to which mineral planning permissions are subject. They apply the Town and Country Planning (Environmental Impact Assessment) (England and Wales) Regulations 1999, with modifications, to such applications and set out the procedures that apply in relation to the presentation, including submittal of an environmental impact statement, or handling of such applications. They also impose a duty on mineral planning authorities to make a prohibition order in relation to the whole or part of a minerals site as they see fit where regulations regarding the submittal of information by an applicant have not been complied with and, as a consequence, permission for minerals development has been suspended.

Implements: Council Directive 85/337/EEC on the assessment of the effects of certain public and private projects on the environment. (1985-06-27)
Implements: Council Directive 97/11/EC amending Directive 85/337/EEC on the assessment of the effects of certain public and private projects on the environment. (1997-03-03)
Implements: Town and Country Planning Act 1990 (1990 Chapter 8). (1990-05-24)";"goddam02";"";"Government of the United Kingdom";"FAO Legal Office";"2009-12-16";"en";"land use planning;mining";"";"Land Policy & Legislation";"GBR;150;AUT;BEL;BGR;CYP;CZE;DEU;DNK;ESP;EST;FIN;FRA;GBR;GRC;HRV;HUN;IRL;ITA;LTU;LUX;LVA;MLT;NLD;POL;PRT;ROU;SVK;SVN;SWE;154";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC092477";"http://extwprlegs1.fao.org/docs/pdf/uk92477.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC092479";"Marine and Coastal Access Act 2009 (Cap. 23).";"The Act introduces a new system of marine management. The Act includes provision changing the system for licensing the carrying on of activities in the marine environment. It also provides for the designation of conservation zones. It changes the way marine fisheries are managed at a national and a local level and modifies the way licensing, conservation and fisheries rules are enforced. It allows for designation of an Exclusive Economic Zone for the UK, and for the creation of a Welsh Zone in the sea adjacent to Wales. The Act also amends the system for managing migratory and freshwater fish, and enables recreational access to the English and Welsh coast.The Act establishes the Marine Management Organisation (MMO) which is charged with marine functions on behalf of UK Government. The Act defines the UK marine area, used by subsequent Parts of the Act to describe areas where activities take place. It also allows an Exclusive Economic Zone to be designated (see paragraph 34) and creates the Welsh zone, the boundaries of which are to be set by an order made by the Secretary of State or an Order in Council made by Her Majesty. Functions relating to fisheries will be transferred to the Welsh Ministers in relation to the Welsh zone. Other provisions in the Act make provision for certain other functions to be conferred on the Welsh Ministers in relation to the Welsh zoneThe Act further, among other things, a new system of marine planning and a new system of marine licensing and provides, across most of UK waters, for the designation of new Marine Conservation Zones.

Implemented by: Marine and Coastal Access Act 2009 (Commencement No. 1 and Transitional Provisions) Order 2009 (S.I. No. 3345 (C. 153) of 2009). (2009-12-16)
Implemented by: Marine and Coastal Access Act 2009 (Commencement No. 2 and Transitional Provisions) Order 2010 (S.I. No. 298 (C. 23) of 2010). (2010-02-08)
Implemented by: Marine Management Organisation (Prescription of Powers to Fix Fees and Charges) Order 2010 (S.I. No. 603 of 2010). (2010-03-01)
Implemented by: Marine and Coastal Access Act 2009 (Commencement No. 1, Consequential, Transitional and Savings Provisions) (England and Wales) Order 2010 (S.I. No. 630 (C. 42) of 2010). (2010-03-08)
Implemented by: North Western and North Wales Sea Fisheries District (Consequential and Transitional Provisions) Order 2010 (S.I. No. 631 of 2010). (2010-03-08)
Implemented by: Marine and Coastal Access Act 2009 (Consequential Provisions) (Wales) Order 2010 (W.S.I. No. 1410 (W.125) of 2010). (2010-05-11)
Implemented by: Coastal Access Reports (Consideration and Modification Procedure) (England) Regulations 2010 (S.I. No. 1976 of 2010). (2010-08-08)
Implemented by: Marine and Coastal Access Act 2009 (Commencement No.4 and Transitional Provisions) Order 2010 (S.I. No. 2195 (C. 110) of 2010). (2010-08-31)
Implemented by: Cornwall Inshore Fisheries and Conservation Order 2010 (S.I. No. 2188 of 2010). (2010-08-31)
Implemented by: Eastern Inshore Fisheries and Conservation Order 2010 (S.I. No. 2189 of 2010). (2010-08-31)
Implemented by: Kent and Essex Inshore Fisheries and Conservation Order (S.I. No. 2190 of 2010). (2010-08-31)
Implemented by: North Eastern Inshore Fisheries and Conservation Order (S.I. No. 2193 of 2010). (2010-08-31)
Implemented by: Northumberland Inshore Fisheries and Conservation Order (S.I. No. 2197 of 2010). (2010-08-31)
Implemented by: Southern Inshore Fisheries and Conservation Order 2010 (S.I. No. 2198 of 2010). (2010-08-31)
Implemented by: Sussex Inshore Fisheries and Conservation Order 2010 (S.I. No. 2199 of 2010). (2010-08-31)
Implemented by: North Western Inshore Fisheries and Conservation Order 2010 (S.I. No. 2200 of 2010). (2010-08-31)
Implemented by: Devon and Severn Inshore Fisheries and Conservation Order 2010 (S.I. No. 2212 of 2010). (2010-09-03)
Implemented by: Isles of Scilly Inshore Fisheries and Conservation Order 2010 (S.I. No. 2213 of 2010). (2010-09-03)
Implemented by: Marine and Coastal Access Act 2009 (Consequential Provisions) (Wales) (No. 2) Order 2010 (W.S.I. No. Marine and Coastal Access Act 2009 (Consequential Provisions) (Wales) (No. 2) Order (W.S.I. No. 2916 (W.241) of 2010). (2010-12-07)
Implemented by: Marine Licensing (Notices Appeals) Regulations 2011 (S.I. No. 936 of 2011). (2011-03-23)
Implemented by: Marine Licensing (Licence Application Appeals) Regulations 2011 (S.I. No. 934 of 2011). (2011-03-22)
Implemented by: Marine Licensing (Appeals Against Licensing Decisions) (Wales) Regulations 2011 (W.S.I. No. 925 (W.134) of 2011). (2011-03-22)
Implemented by: Marine Licensing (Civil Sanctions) (Wales) Order 2011 (W.S.I. No. 924 (W.133) of 2011). (2011-03-22)
Implemented by: Marine Licensing (Notices Appeals) (Wales) Regulations 2011 (W.S.I. No. 923 (W.132) of 2011). (2011-03-22)
Implemented by: Marine Licensing (Delegation of Functions) Order 2011 (S.I. No. 627 of 2011). (2011-03-02)
Implemented by: Marine and Coastal Access Act 2009 (Transitional and Savings Provisions) Order 2011(S.I. No. 603 of 2011). (2011-03-02)
Implemented by: Marine Licensing (Register of Licensing Information) (Wales) Regulations 2011 (W.S.I. No. 557 (W.79) of 2011). (2011-02-25)
Implemented by: Marine Licensing (Register of Licensing Information) Regulations 2011 (S.I. No. 424 of 2011). (2011-02-09)
Implemented by: Marine Licensing (Exempted Activities) Order 2011 (S.I. No. 409 of 2011). (2011-02-09)
Implemented by: Marine Licensing (Civil Sanctions) Order (Northern Ireland) 2011 (S.R. No. 81 of 2011). (2011-03-22)
Implemented by: Marine Licensing (Appeals) Regulations (Northern Ireland) 2011 (S.R. No. 80 of 2011). (2011-03-22)
Implemented by: Marine Licensing (Register of Licensing Information) Regulations (Northern Ireland) 2011 (S.R. No. 79 of 2011). (2011-03-16)
Implemented by: Cockles and Mussels (Specified Area) (Wales) Order 2011 (W.S.I. No. 1988 (W.219) of 2011). (2011-08-10)
Implemented by: Marine and Coastal Access Act 2009 (Transitional Provisions) Order 2012 (S.I. No. 698 of 2012). (2012-03-03)
Implemented by: Marine Licensing (Delegation of Functions) (Wales) Order 2013 (W.S.I. No. No. 414 (W.50) of 2013). (2013-02-26)
Implemented by: Whitsand and Looe Bay Marine Conservation Zone Designation Order 2013 (S.I. No. 27 of 2013). (2013-11-21)
Implemented by: Upper Fowey and Pont Pill Marine Conservation Zones Designation Order 2013 (S.I. No. 26 of 2013). (2013-11-21)
Implemented by: Torbay Marine Conservation Zone Designation Order 2013 (S.I. No. 25 of 2013). (2013-11-21)
Implemented by: Thanet Coast Marine Conservation Zone Designation Order 2013 (S.I. No. 24 of 2013). (2013-11-21)
Implemented by: Swallow Sand Marine Conservation Zone Designation Order 2013 (S.I. No. 22 of 2013). (2013-11-21)
Implemented by: South-West Deeps (West) Marine Conservation Zone Designation Order 2013 (S.I. No. 21 of 2013). (2013-11-21)
Implemented by: Skerries Bank and Surrounds Marine Conservation Zone Designation Order 2013 (S.I. No. 19 of 2013). (2013-11-21)
Implemented by: Tamar Estuary Marine Conservation Zones Designation Order 2013 (S.I. No. 23 of 2013). (2013-11-21)
Implemented by: South Dorset Marine Conservation Zone Designation Order 2013 (S.I. No. 20 of 2013). (2013-11-21)
Implemented by: Poole Rocks Marine Conservation Zone Designation Order 2013 (S.I. No. 18 of 2013). (2013-11-21)
Implemented by: Marine Licensing (Application Fees) Regulations 2014  (S.I. No. 615 of 2014). (2014-03-13)
Implemented by: Public Bodies (Marine Management Organisation) (Fees) Order 2014 (S.I. No. 2555 of 2014). (2014-09-14)
Implemented by: Marine and Coastal Access Act 2009 (Commencement and Consequential Provisions) (Wales) Order 2014 (S.I. No. No. 3088 (W. 309) (C. 131) of 2014). (2014-11-18)
Implemented by: Merchant Shipping (Prevention of Pollution) (Limits) Regulations 2014 (S.I. No. 3306 of 2014). (2014-12-11)
Implemented by: Keeping and Introduction of Fish (England and River Esk Catchment Area) Regulations 2015 (S.I. No. 10  of 2015). (2015-01-07)
Implemented by: Exclusive Economic Zone Order 2013 (S.I. No. 3161 of 2013). (2013-12-11)
Implemented by: Fishery Limits (Revocation) Order 2013 (S.I. No. 3163 of 2013). (2013-12-11)
Implemented by: Conservation of Habitats and Species Regulations 2010 (S.I. No. 490 of 2010). (2010-03-01)
Implemented by: Offshore Marine Conservation (Natural Habitats, c.) (Amendment) Regulations 2010 (S.I. No. 491 of 2010). (2010-03-01)
Implemented by: Marine Licensing (Register of Licensing Information) (Scotland) Regulations 2011 (S.S.I. No. 80 of 2011). (2011-02-10)
Implemented by: Marine Licensing (Exempted Activities) (Wales) Order 2011 (W.S.I. No. 559 (W.81) of 2011). (2011-02-25)
Implemented by: Marine and Coastal Access Act 2009 (Commencement No.5, Consequential and Transitional Provisions) Order 2011 (S.I. No. 556 (C. 19) of 2011). (2011-02-28)
Implemented by: Marine Licensing (Fees) (Scotland) Regulations 2011 (S.S.I. No. 78 of 2011). (2011-02-10)
Implemented by: Marine Licensing (Exempted Activities) Order (Northern Ireland) 2011 (S.R. No. 78 of 2011). (2011-03-16)
Implemented by: Marine Licensing (Exempted Activities) (Scottish Inshore Region) Order 2011 (S.S.I. No. 204 of 2011). (2011-03-10)
Amended by: Marine and Coastal Access Act 2009 (Amendment) Regulations 2011 (S.I. No. 405 of 2011). (2011-02-09)
Amended by: Regulatory Reform (Scotland) Act 2014 (Consequential Modifications) Order 2015 (S.I. No. 374 of 2015). (2015-02-25)
Amended by: Planning Act (Northern Ireland) 2011 (2011 Cap. 25). (2011-05-04)
Amended by: Waste (Meaning of Recovery) (Miscellaneous Amendments) Regulations 2016 (S.I. No. 738 of 2016). (2016-07-11)
Amended by: Planning (Wales) Act 2015 (2015 anaw 4). (2015-07-06)
Amends: Coast Protection Act, 1949 (Cap. 74). (1949-11-24)
Amends: Environmental Protection Act 1990 (Chapter 43). (1990-11-01)
Amends: Planning Act 2008 (Cap. 29). (2008-11-26)
Amends: Fishery Limits Act 1976. (1976-12-22)
Amends: Territorial Sea Act 1987 (Chapter 49). (1987-05-15)
Amends: Water Act 1989 (Chapter 15). (1989-07-06)
Amends: Sea Fisheries (Shellfish) Act, 1967. (1967-10-27)
Amends: Sea Fish (Conservation) Act 1967 (Chapter 84). (1967-10-27)
Amends: Fisheries Act 1981 (Chapter 29). (1981-07-02)
Amends: Wildlife and Countryside Act 1981 (Chapter 69). (1981-10-30)
Amends: Water Consolidation (Consequential Provisions) Act 1991 (c. 60). (1991-07-25)
Amends: Sea Fisheries (Wildlife Conservation) Act 1992. (1992-03-16)
Amends: Environment Act 1995 (Chapter 25). (1995-07-19)
Amends: Natural Environment and Rural Communities Act 2006 (2006 Chapter 16). (2006-03-30)";"";"";"";"FAO Legal Office";"2009-12-11";"en";"land use planning;fisheries;land management;coastal area;land law";"";"Land Policy & Legislation";"GBR;150;AUT;BEL;BGR;CYP;CZE;DEU;DNK;ESP;EST;FIN;FRA;GBR;GRC;HRV;HUN;IRL;ITA;LTU;LUX;LVA;MLT;NLD;POL;PRT;ROU;SVK;SVN;SWE;154";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC092479";"http://extwprlegs1.fao.org/docs/pdf/uk92479.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC038804";"Ministerial Decree No. 555 regarding validation of the Regulation on the modalities of conservation of degraded agricultural land and land contaminated by toxic industrial waste and by nuclear waste.";"The Government decrees to validate the Regulation. The Committee on Land Reform and Land Resources attached to the Government, the Ministry of Ecology and Natural Resources, the Ministry of Agriculture together with other ministries and bodies concerned must provide for systematic activity regarding exposure and conservation of degraded agricultural land and contaminated land and control over carrying out arrangements for their restoration. The present Regulation establishes the modalities of conservation of degraded agricultural land and land contaminated by toxic industrial waste and by nuclear waste for the purpose of their preservation and restoration of soil fertility, improvement of natural conditions and protection of human health. Land is recognized degraded if as consequence of anthropogenic or natural factors there have occurred stable negative processes of change of the state of soil. Land conservation, or provisional exclusion of land from economic turnover is carried out for the purpose of the prevention of development or removal of processes of soil degradation, restoration of soil fertility and rehabilitation of contaminated territories. Conservation regards: a) agricultural land with heavily eroded, heavily saline soils, heavily swamped soils (as a result of flood or infringement of ecological requirements), soil subject to considerable desertification, soft soil as a result of the extraction of minerals, reindeer pastures with heavily damaged ground and vegetable topsoil when the purposeful use of the aforesaid land would lead to further development of the negative processes, deterioration of soil and ecology; b) land contaminated by toxic industrial waste and by nuclear waste over maximum permissible limit.

Implemented by: Order No. 230 of the Ministry of Ecology and Natural Resources regarding validation of the Regulation on the modalities of conservation of degraded agricultural land and land contaminated by toxic industrial waste and by radioactive materials. (1992-10-02)
Implemented by: Official Letter No.04-25/61-5678 of 1993 of the Ministry of Environmental Protection and Natural Resources regarding the modalities of calculation of damage caused by soil pollution with chemicals. (1993-12-27)
Implements: Land Code, Law No. 1103-1 of 1991. (1991-04-25)
Repealed by: Ministerial Decree No. 830 validating the Regulation on soil conservation. (2002-10-02)";"FAO";"";"";"FAO Legal Office";"1992-08-05";"ru";"farmland;land management";"";"Land Policy & Legislation";"RUS;ARM;BLR;KAZ;KGZ;MDA;RUS;TJK;TKM;UKR;UZB;151;150";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC038804";"http://extwprlegs1.fao.org/docs/pdf/rus38804.doc";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"1"
"LEX-FAOC109813";"Ministerial Joint Decree No. 98012/2001 establishing measures and terms on the disposal of waste oils.";"The Decree aims at implementing article 12 (paragraphs 2, 3 and 4) of Law No. 1650/86 and also aims at harmonizing the Greek legislative framework with the provisions of Council Directive 87/101/EEC on the disposal of waste oils so as to improve the efficiency of waste oil collection and to take more stringent measures for the purpose of environmental protection (article 1). The Decree lays down the necessary measures to ensure the safe collection and disposal of waste oils. In particular, article 3 establishes that the following are to be prohibited: (1) any discharge of waste oils into internal surface waters, ground water, coastal waters and drainage systems; (2) any deposit or discharge of waste oils harmful to the soil and any uncontrolled discharge of residues resulting from the processing of waste oils; (3) any processing of waste oils causing air pollution which exceeds the level prescribed by existing provisions. Article 4 provides for the management of waste oils at a national and local level. Processing of waste oils must be done in specific undertakings. Any establishment producing, collecting or disposing of more than 400 litres of waste oils per year, must keep a record of the quantity, quality, origin and location of such oils and of their despatch and receipt as well as convey such information to the competent authorities on request (article 10). The competent authorities are established by article 7. Article 8 provides for the approval of environmental terms and issuance of a license to operate for any undertaking which disposes of waste oils.

Implements: Council Directive 87/101/EEC amending Directive 75/439/EEC on the disposal of waste oils. (1986-12-22)
Repealed by: Presidential Decree No 82 replacing Ministerial Joint Decree No. 98012/2001/1996 and establishing measures and terms on the alternative disposal of waste lubricant oils. (2004-02-25)";"ΕΘΝΙΚΟ ΤΥΠΟΓΡΑΦΕΙΟ";"";"";"FAO Legal Office";"1996-12-06";"el";"palm oil industries;waste";"";"Land Policy & Legislation";"GRC;150;AUT;BEL;BGR;CYP;CZE;DEU;DNK;ESP;EST;FIN;FRA;GBR;GRC;HRV;HUN;IRL;ITA;LTU;LUX;LVA;MLT;NLD;POL;PRT;ROU;SVK;SVN;SWE;039";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC109813";"http://extwprlegs1.fao.org/docs/pdf/gre109813.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC144929";"Urban and Rural Planning Regulations of Zhejiang province.";"These Regulations are formulated in accordance with the Urban and Rural Planning Law of the People’s Republic of China. The Regulations consist of 7 Chapters, dealing with: General provisions; Formulation of urban and rural planning; Approval of urban and rural planning; Amendment of urban and rural planning; Supervision and inspection; Legal liabilities; Supplementary provisions. The Regulations provide for the procedures of, and requirements for formulation, approval, amendment and implementation of urban and rural planning. In addition, the Regulations make specific provisions on the procedures, conditions and requirements to obtain construction land planning permits, construction project planning permits, and village construction planning permits.
";"Quan Gao";"";"";"FAO Legal Office";"2010-05-28";"zh";"land use planning;farmland;urban areas";"";"Land Policy & Legislation";"CHN;142;030";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC144929";"http://extwprlegs1.fao.org/docs/pdf/chn144929.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC144928";"Urban and Rural Planning Regulations of Sichuan province.";"These Regulations are formulated in accordance with the Urban and Rural Planning Law of the People’s Republic of China. The Regulations consist of 7 Chapters, dealing with: General provisions; Formulation of urban and rural planning; Approval of urban and rural planning; Amendment of urban and rural planning; Supervision and inspection; Legal liabilities; Supplementary provisions.The Regulations provide for the procedures of, and requirements for formulation, approval, amendment and implementation of urban and rural planning. In addition, the Regulations make specific provisions on the procedures, conditions and requirements to obtain construction land planning permits, construction project planning permits, and village construction planning permits.
";"Quan Gao";"";"";"FAO Legal Office";"2011-09-29";"zh";"land use planning;farmland;urban areas";"";"Land Policy & Legislation";"CHN;142;030";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC144928";"http://extwprlegs1.fao.org/docs/pdf/chn144928.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC151180";"Décret n° 2014-1005 PM du 21 mai 2014 modifiant et complétant certaines dispositions du décret  n° 2008/0739/PM du 23 avril 2008 fixant les règles d'utilisation du sol et de la construction.";"Le présent décret modifie et complète les dispositions de l'article 33 du décret n° 2008/739/PM du 23 avril 2008 fixant les règles d'utilisation du sol et de la construction. Ces différentes modifications portent sur le permis de construire et son affichage et sa conformité.
";"";"";"";"FAO Legal Office";"2014-05-21";"fr";"land use planning;urban areas";"";"Land Policy & Legislation";"CMR;002;017";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC151180";"http://extwprlegs1.fao.org/docs/pdf/cmr151180.pdf";"";"All rights reserved";"© FAO. Afin d’assurer une large diffusion de ses informations, la FAO s’attache à donner libre accès à ce contenu et encourage l’utilisation, la reproduction et la diffusion des données, des informations textuelles et des supports multimédia présentés. Sauf indication contraire, le contenu peut être reproduit, imprimé et téléchargé aux fins d’étude privée, de recherches ou d’enseignement ainsi que pour utilisation dans des produits ou services non commerciaux, sous réserve que la FAO soit correctement mentionnée comme source et comme titulaire du droit d’auteur et à condition qu’il ne soit ni déclaré ni sous-entendu en aucune manière que la FAO approuverait les opinions, produits ou services des utilisateurs.";""
"LEX-FAOC153466";"Arrêté relatif à l’exécution de la loi fédérale du 20 juin 1930 sur l’expropriation.";"Le présent arrêté met en exécution l’article 15 de la foi fédérale sur l’expropriation du 20 mai 1930. Notamment, l’article 1er établit que le président de la Commission d’expropriation est compétent pour fixer l’indemnité dans le cas prévu à l’article 15 de la loi fédérale sur l’expropriation (dommages résultant des travaux préparatoires). Le texte comprend 3 articles.

Met en oeuvre: Loi fédérale sur l’expropriation (LEx). (2012-01-01)";"Office de législation/BDLF";"";"";"FAO Legal Office";"1931-08-29";"fr";"land dispute resolution;expropriation";"";"Land Policy & Legislation";"CHE;150;155";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC153466";"http://extwprlegs1.fao.org/docs/pdf/swi153466.pdf";"";"All rights reserved";"© FAO. Afin d’assurer une large diffusion de ses informations, la FAO s’attache à donner libre accès à ce contenu et encourage l’utilisation, la reproduction et la diffusion des données, des informations textuelles et des supports multimédia présentés. Sauf indication contraire, le contenu peut être reproduit, imprimé et téléchargé aux fins d’étude privée, de recherches ou d’enseignement ainsi que pour utilisation dans des produits ou services non commerciaux, sous réserve que la FAO soit correctement mentionnée comme source et comme titulaire du droit d’auteur et à condition qu’il ne soit ni déclaré ni sous-entendu en aucune manière que la FAO approuverait les opinions, produits ou services des utilisateurs.";""
"LEX-FAOC153469";"Urban Local Government Proclamation of the Oromia National Regional State No. 65/2003.";"This Proclamation defines the proper organization, power and functions of incorporated cities in Oromia Regional State. Municipal Service"" includes water and sewerage service. A community of residents which meets the requirements for incorporation through its representatives apply to the Regional Executive Councillor to the body that it designates for a city status. A Municipal Council shall be responsible for, among other things, land planning and development and food and drugs inspection. City courts shall have exclusive jurisdiction over, among other things, environmental sanitation.
";"";"";"";"FAO Legal Office";"2003-03-09";"en";"land use planning;farmland;land tenure;sustainable development";"";"Land Policy & Legislation";"ETH;002;014;AFG;ARM;AZE;BDI;BFA;BOL;BTN;BWA;CAF;ETH;KAZ;KGZ;LAO;LSO;MDA;MKD;MLI;MNG;MWI;NER;NPL;PRY;RWA;SSD;SWZ;TCD;TJK;TKM;UGA;UZB;ZMB;ZWE";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC153469";"http://extwprlegs1.fao.org/docs/pdf/eth153469.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC091923";"Decreto Nº 523/009 - Fíjanse los instrumentos de Ordenamiento Territorial y Desarrollo Sostenible y los procedimientos adecuados, conforme a las previsiones establecidas en la Ley 18.308.";"El presente Decreto introduce normas reglamentarias de la Ley Nº 18.308 en lo que respecta a los instrumentos de ordenamiento territorial y desarrollo sostenible, con particular atención a los efectos de la entrada en vigor de dichos instrumentos y a las condiciones generales que deben establecer.

Implementa: Ley Nº 18.308 - Normas sobre ordenamiento territorial y desarrollo sostenible. (2008-06-18)";"LEG Database Workgroup";"";"";"FAO Legal Office";"2009-11-16";"es";"land use planning;farmland;urban areas;sustainable development";"";"Land Policy & Legislation";"URY;019;005";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC091923";"http://extwprlegs1.fao.org/docs/pdf/uru91923.doc";"";"All rights reserved";"© FAO. Para garantizar la amplia difusión de su información, la FAO se ha comprometido a poner libremente a disposición de los interesados este contenido y alienta el uso, la reproducción y la difusión de los textos, productos multimedia y datos presentados. Salvo que se indique lo contrario, el contenido se puede copiar, imprimir y descargar con fines de estudio privado, investigación y docencia, y para uso en productos o servicios no comerciales, siempre que se reconozca de forma adecuada a la FAO como fuente y titular de los derechos de autor  y que no se indique o que ello implique en modo alguno que la FAO aprueba los puntos de vista, productos o servicios de los usuarios.";"5"
"LEX-FAOC120435";"Mortgage Institutions Act.";"This Act provides for the licensing of mortgage institutions and lays down rules for mortgage business by licensed mortgage institutions. If any company intends to carry on mortgage business in Nigeria, it shall apply in writing through the Federal Mortgage Bank to the Minister for the grant of a licence in accordance with the following provisions of this Act. Every mortgage institution shall submit to the Federal Mortgage Bank such returns as specified. The Federal High Court shall have jurisdiction to try all offences created under this Act.
";"Rudolph Hupperts (CONSLEGB)";"";"Government of Nigeria";"FAO Legal Office";"1989-12-29";"en";"";"";"Land Policy & Legislation";"NGA;002;011";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC120435";"http://extwprlegs1.fao.org/docs/pdf/nig120435.doc";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"10"
