ID;Title;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publicaton date (YYYY/MM);Language;Related concepts;Themes;Overarching Categories;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages
"LEX-FAOC149890";"Regional Decree No. 206 validating the Regulation on sanitary protection of waterbodies used for potable and industrial water supply.";"This Regional Decree establishes the procedure for validation of the schemes of sanitary protection areas of waterbodies used for potable and industrial water supply. Boundaries and protection regime of sanitary protection areas of waterbodies shall be established by the regional Ministry of Natural Resources and Environmental Protection and shall be indicated in land-use planning documentation.
";"vsevolod";"";"Government of Russia";"FAO Legal Office";"2014-11-20";"ru";"land use planning;fisheries;natural resources management";"";"Land Policy & Legislation";"RUS;ARM;BLR;KAZ;KGZ;MDA;RUS;TJK;TKM;UKR;UZB;151;150";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC149890";"http://extwprlegs1.fao.org/docs/pdf/rus149890.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC160170";"Regional Law No. 135-OZ amending Regional Law No. 105-OZ “On objects of cultural heritage”.";"Article 10 shall be amended to add the following wording: “Objects of cultural heritage of regional significance inserted in the official register of the objects of cultural heritage shall have inscriptions (intitulation) and indications containing information on the objects of cultural heritage”.

Amends: Regional Law No. 105-OZ “On objects of cultural heritage”. (2009-03-24)";"";"";"Government of Russia";"FAO Legal Office";"2015-12-25";"ru";"land registration";"";"Land Policy & Legislation";"RUS;ARM;BLR;KAZ;KGZ;MDA;RUS;TJK;TKM;UKR;UZB;151;150";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC160170";"http://extwprlegs1.fao.org/docs/pdf/rus160170.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC157193";"Regional Decree No. 45-pp “On the modalities of performance of municipal land control”.";"This Regional Decree establishes the modalities of performance of municipal land control by local government. Municipal land control shall be conducted in the form of ordinary and extraordinary inspections of legal persons and individual entrepreneurs. The subject of inspection shall be checking data and information contained in the documentation related to land tenure. The scope of inspection shall be to control compliance by land tenant with compulsory legislative requirements related to land tenure with a view of prevention and suppression of unauthorized transactions with land. Municipal land control shall be performed in accordance with the annual plans. The outcome of municipal land control shall be legalized in the form of inspection certificate.
";"Vsevolod Gnetii (LEGN)";"";"Government of Russia";"FAO Legal Office";"2015-02-12";"ru";"land tenure";"";"Land Policy & Legislation";"RUS;ARM;BLR;KAZ;KGZ;MDA;RUS;TJK;TKM;UKR;UZB;151;150";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC157193";"http://extwprlegs1.fao.org/docs/pdf/rus157193.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC154041";"Survey Regulations 2007.";"These Regulations, made under the Survey Act 1992, consisting of 27 sections divided into three Parts and completed by one Appendix, is composed as follows: Preliminary (I); Licences and registrations (II); and Survey instructions (III). The Appendix specifies divisional penalties and expiation fees.

Implements: Survey Act 1992. (2011-09-22)";"Office of Parliamentary Counsel";"";"";"FAO Legal Office";"2007-08-30";"en";"surveyors;cadastres;land registration";"";"Land Policy & Legislation";"AUS;009";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC154041";"http://extwprlegs1.fao.org/docs/pdf/sa154041.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC153012";"Decree by the Council of Ministers No. 2014/7089 amending the Decree by the Council of Ministers No. 2009/15173 on the determination of farmlands.";"This Decree by the Council of Ministers makes minor amendments in Article 1 of the Decree No 2009/15173 by changing the name of the ‘Ministry of Agriculture and Rural Affairs’ to the ‘Ministry of Food Agriculture and Livestock’. The Decree further makes changes in the annex 2, 4, 5, 6, 11, 12, 14, 16, 19, 20, 22, 24, 25 and 29 providing for the designated regions of agricultural lands.

Implements: Agriculture Law No.5488. (2006-04-18)
Amends: Decree by the Council of Ministers on the  determination of farmlands No. 2009/15173. (2009-06-29)";"Eylül";"";"Government of Turkey";"FAO Legal Office";"2014-12-22";"tr";"land valuation;land inheritance rights;farmland;land ownership;land tenure";"";"Land Policy & Legislation";"TUR;142;145";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC153012";"http://extwprlegs1.fao.org/docs/pdf/tur153012.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC154043";"Valuation of Land Regulations 2005.";"These Regulations, consisting of 12 sections completed by two Schedules, implement the Valuation of Land Act 1971 by defining the annual value, establishing lands to be treated as forming part of the State Heritage and providing specifications on the carrying out of valuation operations.

Implements: Valuation of Land Act 1971. (2014-12-11)
Repeals: Valuation of Land Regulations 1991. (2007-07-01)";"Office of Parliamentary Counsel";"";"";"FAO Legal Office";"2005-07-21";"en";"land valuation";"";"Land Policy & Legislation";"AUS;009";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC154043";"http://extwprlegs1.fao.org/docs/pdf/sa154043.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC035273";"Decree No.79/2001/ND-CP amending and supplementing a number of articles of the Government’s Decree No. 17/1999/ND-CP on the procedures for exchange, transfer, lease, sublease and inheritance of the land use right as well as for mortgage of and capital contribution with the land use right value.";"This Decree prescribes the procedures for exchange, transfer, lease, sublease and inheritance of land-use rights as well as mortgages and as capital contributions in the form of land-use rights. The Amendments and implementations deal mostly with written documents attesting land right of use, what has to be included in the Dossiers, who is entitled to certain provisions on lease and sublease or mortgage and who is not, conditions for mortgage in terms of land use right and other minor provisions.

Implements: Decree No. 17/1999/ND-CP on the procedures for exchange, transfer, lease, sublease and inheritance of the land-use right as well as for mortgage of and capital contribution with the land-use value. (1999-03-29)";"";"";"";"FAO Legal Office";"2001-11-01";"en";"use rights;land inheritance rights;leases;land ownership;land tenure";"";"Land Policy & Legislation";"VNM;142;035";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC035273";"http://extwprlegs1.fao.org/docs/pdf/vie35273.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC085020";"Environmental Permitting (England and Wales) Regulations 2007 (S.I. 3538 of 2007).";"These Regulations introduce a new system of environmental permitting in England and Wales. They replace the existing system as defined by Part II of the Environmental Protection Act 1990 (c. 43), the Waste Management Licensing Regulations 1994 and the Pollution Prevention and Control (England and Wales) Regulations 2000. They carry into effect in England and Wales Community legislation in the field of pollution prevention and control.The Regulations require every regulated facility to operate under the authority of an environmental permit and provide procedure in relation to environmental permits. In addition, the Regulations, among other things: (a) provide for the discharge of functions by the Regulator in relation to permits; (b) provide for powers and instruments of enforcement including enforcement notices, which require compliance with a permit, and suspension notices, which suspend the authorization of a regulated facility; and (c) make provision for public registers to be kept by the Regulator.

Implements: Pollution Prevention and Control Act 1999 (Chapter 24). (1999-07-27)
Implements: Council Directive 87/217/EEC on the prevention and reduction of environmental pollution by asbestos. (1987-03-19)
Implements: European Parliament and Council Directive 94/63/EC on the control of volatile organic compound (VOC) emissions resulting from the storage of petrol and its distribution from terminals to service stations. (1994-12-20)
Implements: Directive 2006/12/EC of the European Parliament and of the Council on waste. (2006-04-05)
Implements: Directive 2001/80/EC of the European Parliament and of the Council on the limitation of emissions of certain pollutants into the air from large combustion plants (2001-10-23)
Implements: Directive 2000/76/EC of the European Parliament and of the Council on the incineration of waste. (2000-12-04)
Implements: Council Directive 1999/31/EC on the landfill of waste. (1999-04-26)
Implements: Council Directive 96/61/EC concerning integrated pollution prevention and control (1996-09-24)
Amended by: Environmental Permitting (England and Wales) (Amendment) Regulations 2009 (S.I. 1799 of 2009). (2009-07-03)
Amended by: Environmental Permitting (England and Wales) (Amendment) (No. 2) Regulations 2009 (S.I. No. 3381 of 2009). (2009-12-20)
Amended by: Controlled Waste (England and Wales) Regulations 2012 (S.I. No. 811 of 2012). (2012-03-12)
Amended by: Waste (Meaning of Recovery) (Miscellaneous Amendments) Regulations 2016 (S.I. No. 738 of 2016). (2016-07-11)
Repealed by: Environmental Permitting (England and Wales) Regulations 2010 (S.I. 675 of 2010). (2010-03-10)
Repeals: Waste Management Licensing Regulations 1994 (S.I. No. 1056 of 1994). (1994-04-12)
Repeals: Waste Management Licensing (Amendment etc.) Regulations 1995 (S.I. No. 288 of 1995). (1995-02-08)
Repeals: Waste Management Licensing (Amendment) Regulations 1996 (S.I. No. 1279 of 1996). (1996-05-13)
Repeals: Waste Management Licensing (Amendment No. 2) Regulations 1995 (S.I. No. 1950 of 1995). (1995-07-24)
Repeals: Waste Management Licensing (Amendment) Regulations 1998 (S.I. No. 606 of 1998). (1998-03-09)
Repeals: Waste Management Licensing (Amendment) (England) Regulations 2003 (S.I. No. 595 of 2003). (2003-03-09)
Repeals: Waste Management Licensing (Amendment) (Wales) Regulations 2003 (S.I. No. 780 (W. 91) of 2003). (2003-03-18)
Repeals: Waste Management Licensing (Amendment) (Wales) Regulations 2004 (S.I. No. 70 (W. 6) of 2004). (2004-01-14)
Repeals: Pollution Prevention and Control (England and Wales) Regulations 2000 (S.I. No. 1873 of 2000). (2000-07-21)
Repeals: Pollution Prevention and Control (England and Wales) (Amendment) Regulations 2001 (S.I. No. 503 of 2001). (2001-02-22)
Repeals: Pollution Prevention and Control (England and Wales) (Amendment) Regulations 2002 (S.I. No. 275 of 2002). (2002-02-11)
Repeals: Pollution Prevention and Control (England and Wales) (Amendment) (No. 2) Regulations 2002 (S.I. No. 1702 of 2002). (2002-07-03)
Repeals: Pollution Prevention and Control (England and Wales) (Amendment) (No. 2) Regulations 2003 (S.I. No. 3296 of 2003). (2003-12-12)
Repeals: Pollution Prevention and Control (England and Wales) (Amendment) and Connected Provisions Regulations 2004 (S.I. No. 3276 of 2004). (2004-12-09)
Repeals: Pollution Prevention and Control (Public Participation)(England and Wales) Regulations 2005 (S.I. No. 1448 of 2005). (2005-06-02)
Repeals: Pollution Prevention and Control (England and Wales) (Amendment) Regulations 2006 (S.I. No. 2311 of 2006). (2006-08-23)
Repeals: Pollution Prevention and Control (England and Wales) (Amendment) (Wales) Regulations 2006 (W.S.I. No. 2802 (W.241) of 2006). (2006-10-17)
Repeals: Pollution Prevention and Control (England and Wales) (Amendment) Regulations 2007 (S.I. No. 713 of 2007). (2007-03-06)";"epdata02";"";"Government of the United Kingdom";"FAO Legal Office";"2007-12-13";"en";"land use planning;fisheries;mining;waste";"";"Land Policy & Legislation";"GBR;150;AUT;BEL;BGR;CYP;CZE;DEU;DNK;ESP;EST;FIN;FRA;GBR;GRC;HRV;HUN;IRL;ITA;LTU;LUX;LVA;MLT;NLD;POL;PRT;ROU;SVK;SVN;SWE;154";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC085020";"http://extwprlegs1.fao.org/docs/pdf/uk85020.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC153139";"Décret n° 2015-0326-P-RM du 16 mai 2015 fixant l’organisation et les modalités de fonctionnement de l’Agence d’aménagement des Terres et de fourniture de l’Eau d’irrigation (ATI).";"Le présent décret fixe l’organisation et les modalités de fonctionnement de l’Agence d’aménagement des Terres et de fourniture de l’eau d’Irrigation (ATI). L’ATI comprend des organes d’administration et de gestion (un conseil d’administration, une direction générale, et un comité de gestion).

Met en oeuvre: Ordonnance n°2015-016-P-RM  du 2 avril 2015 portant création de l’Agence d’aménagement des terres et de fourniture de l’eau d’irrigation (ATI). (2015-04-02)";"";"";"Government of Mali";"FAO Legal Office";"2015-05-16";"fr";"land use planning;agricultural land management";"";"Land Policy & Legislation";"MLI;002;011";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC153139";"http://extwprlegs1.fao.org/docs/pdf/mli153139.pdf";"";"All rights reserved";"© FAO. Afin d’assurer une large diffusion de ses informations, la FAO s’attache à donner libre accès à ce contenu et encourage l’utilisation, la reproduction et la diffusion des données, des informations textuelles et des supports multimédia présentés. Sauf indication contraire, le contenu peut être reproduit, imprimé et téléchargé aux fins d’étude privée, de recherches ou d’enseignement ainsi que pour utilisation dans des produits ou services non commerciaux, sous réserve que la FAO soit correctement mentionnée comme source et comme titulaire du droit d’auteur et à condition qu’il ne soit ni déclaré ni sous-entendu en aucune manière que la FAO approuverait les opinions, produits ou services des utilisateurs.";""
"LEX-FAOC148051";"Provisions on Administration of Qualifications for Entities Preparing Urban and Rural Planning.";"These Provisions aim to strengthen the management of urban and rural planning units, standardize the development of urban and rural planning, and ensure the quality thereof. The Provisions consist of 43 articles divided into 6 Chapters: General provisions (I); Qualification grades and standards (II); Qualification certificate application and approval (III); Supervision and administration (IV); Legal liabilities (V); Supplementary provisions (VI).The qualification of urban and rural planning unit is divided into grade A, B, C. Chapter II provides for the qualification standards of the three qualification grades. Chapter III sets up the conditions, procedures and requirements to be satisfied for the qualification certificate application and approval.
";"Quan Gao (LEGN)";"";"";"FAO Legal Office";"2012-07-02";"zh";"";"";"Land Policy & Legislation";"CHN;142;030";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC148051";"http://extwprlegs1.fao.org/docs/pdf/chn148051.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC157191";"Regional Decree No. 704 “On the modalities of performance of municipal land control”.";"This Regional Decree establishes the modalities of performance of municipal land control by local government. Municipal land control shall be conducted in the form of ordinary and extraordinary inspections of legal persons and individual entrepreneurs. The subject of inspection shall be checking data and information contained in the documentation related to land tenure. The scope of inspection shall be to control compliance by land tenant with compulsory legislative requirements related to land tenure with a view of prevention and suppression of unauthorized transactions with land. Municipal land control shall be performed in accordance with the annual plans. The outcome of municipal land control shall be legalized in the form of inspection certificate.
";"";"";"Government of Russia";"FAO Legal Office";"2014-12-29";"ru";"land tenure";"";"Land Policy & Legislation";"RUS;ARM;BLR;KAZ;KGZ;MDA;RUS;TJK;TKM;UKR;UZB;151;150";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC157191";"http://extwprlegs1.fao.org/docs/pdf/rus157191.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC121823";"Environment and Development Planning Act (Amendment of Eighth Schedule) (Amendment) Regulations, 2013 (L.N. 121 of 2013).";"These provisions supplement the Eighth Schedule of the Environment and Development Planning Act, regarding the procedures to apply to certain types of development.

Amends: Development Planning Act, 1992 (Act No. I of 1992). (1992-01-17)";"";"";"Government of Malta";"FAO Legal Office";"2013-01-01";"en";"land use planning";"";"Land Policy & Legislation";"MLT;150;AUT;BEL;BGR;CYP;CZE;DEU;DNK;ESP;EST;FIN;FRA;GBR;GRC;HRV;HUN;IRL;ITA;LTU;LUX;LVA;MLT;NLD;POL;PRT;ROU;SVK;SVN;SWE;039";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC121823";"http://extwprlegs1.fao.org/docs/pdf/mlt121823.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC030418";"Joint Decree No. 2 of 1985 of the Ministry of Health and of the Ministry of Construction and Town-planning on the rules of public hygiene of storage, neutralisation and utilisation of liquid urban wastes.";"Sanitary and other conditions of storage, neutralisation and utilisation of liquid urban wastes are determined in the Annex to this Decree. Technological instructions regarding the operation of neutralisation plants must be presented for approval to the territorially competent inspector of the National Public Health and Epidemics Service and to the Environmental Protection Authority. Part Three of the Annex permits explicitly the utilisation of neutralised wastes for soil improvement. Upon agreement, stipulated on the bases of the rules of the Waste Water Disposal Regulation, wastes can be deposited or used on arable and forestry lands.

Amended by: Decree No. 213 of 2001 of the Government on the conditions of activities related to urban wastes. (2003-12-24)
Repealed by: Decree No. 16 of 2002 (IV. 10.) EüM of the Ministry of Health on public health requisites with respect to solid and liquid urban waste. (2015-04-28)";"Egri";"";"";"FAO Legal Office";"1985-02-16";"hu";"land management;farmland";"";"Land Policy & Legislation";"HUN;151;150;AUT;BEL;BGR;CYP;CZE;DEU;DNK;ESP;EST;FIN;FRA;GBR;GRC;HRV;HUN;IRL;ITA;LTU;LUX;LVA;MLT;NLD;POL;PRT;ROU;SVK;SVN;SWE";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC030418";"http://extwprlegs1.fao.org/docs/pdf/hun30418.doc";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"2"
"LEX-FAOC154926";"Décret n° 2015-1010- PRESTRANS/PM/MPFG/MEF du 21 août 2015 portant adoption de la Stratégie nationale de promotion de l’entrepreneuriat féminin.";"L’objectif général de la stratégie nationale de promotion de l’entrepreneuriat féminin (SNPEF) est de contribuer à l’autonomisation économique de la femme. Spécifiquement, elle poursuit les objectifs stratégiques ci-après: améliorer le cadre institutionnel et juridique pour la promotion de l’entrepreneuriat féminin; améliorer l’accès et le contrôle des femmes et des filles aux moyens de production (ressources naturelles, financière, technologiques, infrastructures et équipements); développer des opportunités pour l’emploi et l’auto emploi des femmes et des filles; favoriser l’écoulement des produits des femmes et des filles; renforcer les capacités techniques des femmes et des filles entrepreneures.Pour réaliser ces objectifs, SNPEF s’articule autour de quatre (4) axes stratégiques, notamment l’amélioration du cadre juridique et institutionnel de l’appui à l’entrepreneuriat féminin (Axe stratégique 1); la promotion de l’accès des femmes et des filles aux moyens de production (Axe stratégique 2); le développement des opportunités pour l’emploi et l’auto emploi des femmes et des filles (Axe stratégique 3); et la promotion de la commercialisation des produits des femmes et des filles et viabilité de leurs entreprises (Axe stratégique 4).Concernant la réduction de la pauvreté rurale, elle entend mettre en place: un fonds de financement de l’entrepreneuriat féminin; l’allégement des conditions et procédures d'octroi et de gestion des crédits des structures de financement mises en place par l’Etat; la campagne d’information et de communication sur le financement de l’entrepreneuriat féminin au Burkina Faso; l’accompagnement des femmes en montage de projets. Par ailleurs, elle interviendra dans la formation technique et professionnelle de la femme (la formation des femmes et des filles aux métiers innovants et porteurs; l’amélioration de l’offre et de la qualité de formation des métiers spécifiques des femmes et des filles; le renforcement des capacités des maisons de la femme et des centres de promotion féminine en matière de formation professionnelle); et la création d’entreprises par les femmes et les filles.Au niveau des systèmes agricoles et alimentaires plus inclusifs et efficaces, la SNPEF entend promouvoir l’appui à l’acquisition des technologies de production, de transformation et de conservation au profit des femmes; la formation des femmes à l’utilisation des technologies; l’appui à l’approvisionnement de la matière première; l’appui à l’accès et à la sécurisation foncière. Par ailleurs, elle promet promouvoir la commercialisation des produits des femmes et des filles et viabilité de leurs entreprises (accroître le chiffre d’affaire des entreprises des femmes et accroitre la viabilité des entreprises des femmes et des filles).Dans le cadre de la gouvernance, cette stratégie prévoit améliorer les textes et lois en faveur de l’entrepreneuriat féminin; et renforcer le cadre institutionnel de promotion de l’entrepreneuriat féminin. Par ailleurs, elle prévoit la mise en place d’un cadre institutionnel (acteurs étatiques et non étatiques: Organisations de la société civile, Secteur privé, partenaires techniques et financiers, et bénéficiaires) et un mécanisme de mise en œuvre et de suivi évaluation. Enfin, elle mettra en place des stratégies de communication et de financement.
";"";"";"";"FAO Legal Office";"2015-08-21";"fr";"rural population;gender equity in access to land;land governance;poverty;land tenure";"";"Land Policy & Legislation";"BFA;002;AFG;ARM;AZE;BDI;BFA;BOL;BTN;BWA;CAF;ETH;KAZ;KGZ;LAO;LSO;MDA;MKD;MLI;MNG;MWI;NER;NPL;PRY;RWA;SSD;SWZ;TCD;TJK;TKM;UGA;UZB;ZMB;ZWE;011";"Regulations";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC154926";"http://extwprlegs1.fao.org/docs/pdf/bkf154926.pdf";"";"All rights reserved";"© FAO. Afin d’assurer une large diffusion de ses informations, la FAO s’attache à donner libre accès à ce contenu et encourage l’utilisation, la reproduction et la diffusion des données, des informations textuelles et des supports multimédia présentés. Sauf indication contraire, le contenu peut être reproduit, imprimé et téléchargé aux fins d’étude privée, de recherches ou d’enseignement ainsi que pour utilisation dans des produits ou services non commerciaux, sous réserve que la FAO soit correctement mentionnée comme source et comme titulaire du droit d’auteur et à condition qu’il ne soit ni déclaré ni sous-entendu en aucune manière que la FAO approuverait les opinions, produits ou services des utilisateurs.";""
"LEX-FAOC160794";"Fishing Leases (Amendment) Act, 1970 (No. 14 of 1970).";"This Act amends the Shooting and Fishing Leases Ordinance, 1966 in subsection (2) of section 5 concerning formal requirements for the deed of lease of the right to shoot and go in pursuit of game and to fish, hunt or fowl on Crown Lands. Such deed may be signed by the Minister or such officer of the Ministry of Agriculture and Natural Resources and Co-operative Development as may be designated by him or her.

Amends: Shooting and Fishing Leases Ordinance, 1966 (No. 9 of 1966). (1991)";"CIB";"";"African Law Library";"FAO Legal Office";"1970-04-30";"en";"fisheries;leases;concession (land)";"";"Land Policy & Legislation";"MUS;002;014;ABW;AIA;ASM;ATG;BHR;BHS;BLZ;BRB;COK;COM;CPV;CUB;CUW;DMA;DOM;FJI;FSM;GNB;GRD;GUM;GUY;HTI;JAM;KIR;KNA;LCA;MDV;MHL;MNP;MSR;NCL;NIU;NRU;PLW;PNG;PRI;PYF;SGP;SLB;STP;SUR;SXM;SYC;TLS;TON;TTO;TUV;VCT;VGB;VIR;VUT;WSM";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC160794";"http://extwprlegs1.fao.org/docs/pdf/mat160794.pdf";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";""
"LEX-FAOC040564";"Regional Law No. 192-ZO on size ceilings of the plots of land that can simultaneously pertain to private property and (or) on other conditions to the citizens engaged in subsidiary small-holding, and state support of citizens engaged in subsidiary small-holding on the regional territory.";"This Regional Law establishes that size ceilings of the plots of land that can simultaneously pertain to private property of the citizens engaged in subsidiary small-holding are limited to 5 hectares. Utmost (maximum and minimum) size ceilings of the plots of land conceded to the citizens out of the stock of public or municipal land for subsidiary small-holding is established by the legal acts of the local self-government. Concession, utilization and expropriation of the personal plots of land and (or) field plots of land destined for subsidiary small-holding must be carried out in accordance with the land legislation.

Implements: Federal Law No. 66-FZ on farming, gardening, housing non-profit-making associations. (1998-04-15)";"Gnetii, Vsevolod";"";"";"FAO Legal Office";"2003-11-27";"ru";"farmland;land reform;land ownership;land tenure";"";"Land Policy & Legislation";"RUS;ARM;BLR;KAZ;KGZ;MDA;RUS;TJK;TKM;UKR;UZB;151;150";"Legislation";"http://www.fao.org/faolex/results/details/en/c/LEX-FAOC040564";"http://extwprlegs1.fao.org/docs/pdf/rus40564.doc";"";"All rights reserved";"© FAO. FAO is committed to making its content freely available and encourages the use, reproduction and dissemination of the text, multimedia and data presented. Except where otherwise indicated, content may be copied, printed and downloaded for private study, research and teaching purposes, and for use in non-commercial products or services, provided that appropriate acknowledgement of FAO as the source and copyright holder is given and that FAO's endorsement of users' views, products or services is not stated or implied in any way.";"1"
