ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publication date;Languages;Related concepts;Themes;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages;Potential List;Internal ID;
"OSF_preprint:46191-416-591";"Vertical integration in Mexican community forestry";"";"While research has revealed the role of common property in risk diversification, poverty alleviation and resource management, few studies identify how common property management systems fill that role uniquely where market mechanisms or private property rights fail. To address that gap, the present research develops a consistent framework for analyzing local level production where community organizations have vertically integrated into the wood products industry, using common property forest as a source of raw material. Based on an incomplete contracting approach, it is argued that vertical integration allows local stakeholders to guide development within their community, provided that marginal productivity attains a certain level. Empirical results using a survey of 44 community governance regimes in Oaxaca, Mexico, show that communities are more likely to integrate forward into timber processing activities when they achieve initial levels of human and and social capital and increase labor productivity through higher forest land endowments. The model is extended to demonstrate that economies of scope arise between community-level timber production and non-timber benefits. community development, forestry, human capital, labor productivity, property rights, risk, vertical integration, Social and Behavioral Sciences";"Camille M. Antinori
Gordon C. Rausser";"";"";"Center for Open Science";"2013-07-18";"en";"community forestry;forestry";"Forest Landscape Restoration;Forest Tenure;Indigenous & Community Land Rights";"MEX;USA";"Reports & Research";"https://share.osf.io/preprint/46191-416-591";"http://www.escholarship.org/uc/item/7kd903jn.pdf";"";"";"";"";"";""
"OSF_preprint:461F9-28B-A93";"Landscapes and the voluntary carbon market, West Sumatra";"";"Funding from the voluntary carbon market (VCM) can help to restore productive landscapes, if it is embedded in the local context of traditions and in state governance systems. Restoration efforts under a performance-based VCM programme, if planned well, can also improve livelihoods.";"Farida Farida
Bubung Angkawijaya
Paul Burgers
Farida Farida
Rizki Permana";"";"INA-Rxiv;Center for Open Science";"Center for Open Science";"2017-11-09";"en";"land restoration";"Forest Landscape Restoration;Land, Climate Change & Environment";"USA";"Reports & Research";"https://share.osf.io/preprint/461F9-28B-A93";"http://osf.io/8wnfs/download";"";"";"";"";"";""
"OSF_preprint:46118-6F2-441";"Assessing the economic benefits of sustainable land management practices in Bhutan:";"";"This study was conducted with the objective of determining the returns to sustainable land management (SLM) at the national level in Bhutan. The study first uses satellite data on land change (Landsat) to examine land use change in 1990â€“2010 and its impact on sediment loading in hydroelectric power plants. The study then uses the Soil and Water Assessment Tool (SWAT) model to analyze the impact of land use change and land management on sediment loading. The results from the land use change and SWAT analyses are used to assess the economic benefits of SLM. Land management, Land degradation, Soil fertility, Sustainability, Hydroelectric power, Land use, sustainable land management, Soil and water assessment tool,";"Edward Kato
Weston Anderson
Raghavan Srinivasan
Ephraim M. Nkonya";"";"";"Center for Open Science";"2015-09-03";"en";"land;land management;sustainable land management";"Land Stakeholders & Institutions;Land, Climate Change & Environment";"BTN";"Reports & Research";"https://share.osf.io/preprint/46118-6F2-441";"http://cdm15738.contentdm.oclc.org/utils/getfile/collection/p15738coll2/id/128241/filename/128452.pdf";"";"";"";"";"";""
"OSF_preprint:460E3-8A7-D6D";"Land Reform";"";"A recent literature in development economics has focused renewed attention on land redistribution. Driven in part by political events in countries like Zimbabwe, the literature has sought to understand the economic implications of land reform. Much of this literature focuses on credit market imperfections and the role of land as collateral. Redistribution of land allows poor farmers to borrow, invest, and thus escape poverty. But in terms of aggregate production, redistributing land may have positive, negative, or neutral effects on output. This paper will use a calibrated, dynamic, span-of-control model to investigate the impact of redistributing land. It will compare such an agrarian reform program with an alternative policy in which income, rather than land, is redistributed to the poor. Agriculture, development, growth, land";"Douglas Gollin";"";"";"Center for Open Science";"2016-11-17";"en";"land;land reform";"Socio-Economic & Institutional Context";"NOR;USA";"Reports & Research";"https://share.osf.io/preprint/460E3-8A7-D6D";"";"";"";"";"";"";""
"OSF_preprint:46099-361-411";"Land Certification and Schooling in Rural Ethiopia";"";"This paper investigates the impact of a rural land certification program on schooling in two zones of the Amhara region of Ethiopia. Using the variation in the timing of the arrival of the program at the local level, we investigate the link between land tenure security, schooling and child labor. The results show a positive effect of improved land rights on school enrollment for all children in one of the zones studied, and for oldest sons in the other. Grade progress of oldest sons, who are most likely to inherit the land, worsens.";"Annika Lindskog
Heather Congdon Fors
Kenneth Houngbedji
Heather Congdon Fors
Kenneth Houngbedji
Annika Lindskog";"";"HAL CCSD";"Center for Open Science";"2017-10-18";"en";"land administration;property rights";"Indigenous & Community Land Rights;Land Stakeholders & Institutions";"ETH";"Reports & Research";"https://share.osf.io/preprint/46099-361-411";"http://halshs.archives-ouvertes.fr/halshs-01202695/file/wp201530%20%281%29.pdf";"";"";"";"";"";""
"OSF_preprint:46155-A0A-D19";"Public Land Governance in Solomon Islands";"";"Public Sector Economics Public Sector Management and Reform Banks and Banking Reform Urban Development - Municipal Housing and Land Rural Development - Common Property Resource Development Finance and Financial Sector Development Public Sector Development";"Shaun Williams";"";"";"Center for Open Science";"2013-05-16";"en";"land;land governance";"";"SLB;USA";"Reports & Research";"https://share.osf.io/preprint/46155-A0A-D19";"";"";"";"";"";"";""
"OSF_preprint:46177-405-2E6";"Land reform in Zimbabwe";"";"There is widespread agreement on the need for land reform in Zimbabwe as a means of reducing poverty. This paper assesses the potential consequences of a land-reform scheme that draws on proposals from Zimbabwe's government in 1998 and 1999. The authors analyze the impact of the reform on resettled farm households and as a development project for which they conduct cost-benefit analysis. The analysis, which considers costs and benefits during a 15-year period, relies on a set of models of family farms that are typical of those that would benefit from land redistribution. The cost-benefit analysis is more comprehensive, also considering the different costs and benefits that affect the government. The results of the analysis indicate that a government-supported land reform could be economically viable under what the authors consider as realistic assumptions regarding the performance of the beneficiaries and the costs that will be faced by the government and other stakeholders. Land reform can generate sustainable livelihoods for the beneficiaries. If viewed as a project, the NPV of the reform is positive for a discount rate that is as high as 20%. The project can also increase employment in the agricultural sector. The analysis takes a long-run perspective, covering a 15-year period. During the first resettlement years, some disruption of agricultural production should be expected. These results are preliminary and based on a partial equilibrium perspective. They are driven by the assumption that the land reform is carried out in a manner that allows farmers on the resettled lands to achieve their productive potential. Such an outcome depends critically on the assumption that the farmers are able to operate in an enabling environment, including critical government support, especially during years 1-5. TMD ,Land capability for agriculture. ,Land use Zimbabwe. ,Land use Economic aspects. ,Rate of return. ,Sustainable livelihoods. ,Poverty alleviation Zimbabwe. ,Agriculture and state. ,Farm income. ,Government spending policy. ,Agricultural productivity. ,";"Chrispen Sukume
Hans Löfgren
Yukitsugu Yanoma
Anne-Sophie Robilliard";"";"";"Center for Open Science";"2013-05-16";"en";"land;land reform";"Socio-Economic & Institutional Context";"NOR;ZWE";"Reports & Research";"https://share.osf.io/preprint/46177-405-2E6";"http://www.ifpri.org/sites/default/files/publications/tmdp84.pdf";"";"";"";"";"";""
"OSF_preprint:46125-5B8-63D";"Modelling the mitigation mix: faecal microbes, economic constraints and sustainable land management";"";"Conventional livestock farming provides consumers with cheap and reliable sources of milk and meat. Yet the inevitable by-product, i.e. livestock faecal matter, represents a potential source of pathogenic microorganisms. This paper applies the Faecal Indicator Organisms Costing Assessment Tool (FIOCAT), which was designed as part of the RELU project ‘sustainable and holistic food chains for recycling livestock waste to land’, to examine the costs associated with mitigation methods that may inhibit pathogenic transfers to water. FIO-CAT is comprised of three interrelated models: the economic dairy management (EDM) model, the farm business survey (FBS) model and the manure, infrastructure and environment (MIE) model. Specifically, it models dairy, and cattle and sheep farms in the River Taw catchment in South West England and determines the economic impact that mitigation methods have on farm businesses. However, the inherent complexity associated with heterogeneous landscapes confounds the likelihood that a single management strategy will provide complete protection of receiving waters from microbial contamination.";"Dave Chadwick
Chris Hodgson
Louise Heathwaite
David Oliver
Allan J. Butler
Michael Winter
Rob Fish";"";"";"Center for Open Science";"2009-04-01";"en";"land;land management;sustainable land management";"Land Stakeholders & Institutions;Land, Climate Change & Environment";"ATF";"Reports & Research";"https://share.osf.io/preprint/46125-5B8-63D";"";"";"";"";"";"";""
"OSF_preprint:46138-295-F3C";"Determinants of the Adoption of Sustainable Land Management Practices and Their Impacts in the Ethiopian Highlands";"";"Agricultural Knowledge and Information Systems Rural Development Knowledge and Information Systems Agriculture - Climate Change and Agriculture Crops and Crop Management Systems Environmental Economics and Policies Rural Development Environment";"World Bank";"";"";"Center for Open Science";"2013-05-16";"en";"land;land management;sustainable land management";"Land Stakeholders & Institutions;Land, Climate Change & Environment";"001";"Reports & Research";"https://share.osf.io/preprint/46138-295-F3C";"";"";"";"";"";"";""
"OSF_preprint:46131-F1F-0D0";"Is there a Role for Title Insurance in Markets with Land Registration?";"";"This work first describes the structure of the main institutional arrangements devised for reducing transaction costs related to the risk of eviction when selling land or using it as collateralóprivate contracting, recording of documents and registration of rights. It then analyses the rationale for the use of title insurance in the USA, and the circumstance under which there might arise a demand for this kind of insurance in markets with land registration, as are those in Europe. Land Titles; Title Insurance; Transaction Costs";"Benito Arruñada
B. Arruñada";"";"";"Center for Open Science";"2016-03-10";"en";"land;land registration";"";"150;USA";"Reports & Research";"https://share.osf.io/preprint/46131-F1F-0D0";"";"";"";"";"";"";""
"OSF_preprint:46040-10B-819";"Ekonomi pembangunan";"";"Income distribution in indonesia and poverty line";"Hanifah";"";"";"Center for Open Science";"2019-06-01";"en";"land reform";"Socio-Economic & Institutional Context";"001";"Reports & Research";"https://share.osf.io/preprint/46040-10B-819";"http://osf.io/dae86/download";"";"";"";"";"";""
"OSF_preprint:4608C-0B5-481";"Land Reform Initiatives in China";"";"Land Economics/Use,";"John Davis
Liming Wang
Fu Chen";"";"";"Center for Open Science";"2015-02-19";"en";"land;land reform";"Socio-Economic & Institutional Context";"CHN;NOR;RUS;USA";"Reports & Research";"https://share.osf.io/preprint/4608C-0B5-481";"";"";"";"";"";"";""
"OSF_preprint:4611A-098-C9E";"Estimating the Willingness to Pay for Tenure Security in Brazilian Favelas";"";"This paper examines willingness to pay for housing tenure security in favelas in six Brazilian states, Ceara, Paraiba, Pernambuco and in the north-east, Minas Gerais and Sao Paulo in the south-east, and Rio Grande do Sul in the south, using data from the national household survey (Pesquisa Nacional por Amostra de Domicilios, PNAD) for 2002. We use a quasi-experimental technique by combining the inverse probability weighting estimator proposed by Hirano and Imbens (2001) with an interval regression model to shed light on what might be seen as the effect of title ownership on housing values in Brazilian favelas once selection on observed characteristics are controlled for. We also use state fixed effects to control for idiosyncratic characteristics of states. We interpret the resulting estimate in the same vein as Friedman et al (1988) as an estimate of the willingness to pay for tenure security. As far as we know, this is the first attempt at estimating willingness to pay for tenure security in Brazilian favelas. Our results suggest that people living in favelas are willing to pay on average an additional 18% of the value of their house for tenure security. However we find that among the poor willingness to pay for tenure security is substantially less, and for some disappears entirely. We suggest that this may be either because households in smaller and longer established favelas may have developed informal mechanisms to ensure their security or because the poor are skeptical about the real security the title represents in that environment. We argue that these estimates are useful for public policy in Brazil, where millions of households live in informal dwellings and interventions involving land regularization do not appear to account for households’ willingness to pay. We also simulate the likely cost of a titling programme and the consequences for household debt burdens. urban housing; housing demand; tenure security; informal settlements; slums; poverty; welfare";"Caio Piza
Julie Litchfield";"";"";"Center for Open Science";"2017-01-12";"en";"tenure security";"Indigenous & Community Land Rights";"ARG;BRA;MEX;PRI;USA";"Reports & Research";"https://share.osf.io/preprint/4611A-098-C9E";"";"";"";"";"";"";""
"OSF_preprint:46232-0EB-E4D";"Niger - Impacts of Sustainable Land Management Programs on Land Management and Poverty in Niger";"";"Agriculture - Crops &amp; Crop Management Systems Poverty Reduction - Rural Poverty Reduction Environment - Environmental Economics &amp; Policies Climate Change Poverty Reduction - Poverty Monitoring &amp; Analysis";"World Bank";"";"";"Center for Open Science";"2013-05-16";"en";"land;land management;poverty;sustainable land management";"Land Stakeholders & Institutions;Land, Climate Change & Environment;Socio-Economic & Institutional Context";"NER;NOR";"Reports & Research";"https://share.osf.io/preprint/46232-0EB-E4D";"";"";"";"";"";"";""
"OSF_preprint:46239-49D-705";"How land registration affects financial development and economic growth in Thailand";"";"Using an economy-wide conceptual framework, the author analyzes how land registration affects financial development and economic growth in Thailand. He uses contemporary techniques, such as error correction and co-integration, to deal with such problems as time-series data not being stationary. He also uses the auto-regressive distributed lag model to analyze long lags in output response to changes in land registration. His key findings: 1) Land titling has significant positive long-run effects on financial development. 2) Economic growth responds to land titling following a J curve, by first registering a fall and recovering gradually, thereafter to post a long, strong rally. 3) The quality of land registration services, as measured by public spending on land registration, has strongly positive and significant long-run effects on economic growth. Climate Change,Environmental Economics&amp;Policies,Economic Theory&amp;Research,Public Sector Economics&amp;Finance,Land Use and Policies,Economic Theory&amp;Research,Environmental Economics&amp;Policies,Achieving Shared Growth,Inequality,Economic Growth";"Frank F.K. Byamugisha";"";"";"Center for Open Science";"2016-07-21";"en";"development;land;land registration";"";"THA";"Reports & Research";"https://share.osf.io/preprint/46239-49D-705";"http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2000/01/06/000094946_99122006330268/Rendered/PDF/multi_page.pdf";"";"";"";"";"";""
"OSF_preprint:4623E-808-65F";"Equitable and Sustainable Development of Foreign Land Acquisitions: Lessons, Policies and Implications";"";"Large-scale agricultural land acquisitions have been covered substantially in recent literature. Despite the wealth of theoretical and empirical studies on this subject, there is no study that has reviewed existing literature in light of concerns over sustainable and equitable management. This chapter fills the gap by analyzing and synthesizing available literature to put some structure on existing knowledge. The paper has a threefold contribution to the literature. First, it takes stock of what we know so far about the determinants of land grab. Second, it presents a picture of sustainable and equitable development of the foreign land acquisitions. Third, policy syndromes are examined and policy implications discussed. Based on the accounts, the issues are not about whether agricultural investments are needed, but on how they can be sustainably and equitably managed to make positive contributions to food security and domestic development. Governance; Equity; Sustainable Development; Land Grab";"Christian Nguena
Simplice Asongu";"";"";"Center for Open Science";"2015-04-02";"en";"development;land;land acquisitions;sustainable development";"Socio-Economic & Institutional Context";"001";"Reports & Research";"https://share.osf.io/preprint/4623E-808-65F";"http://www.afridev.org/RePEc/agd/agd-wpaper/Equitable-and-Sustainable-Development-of-Foreign-Land-Acquisitions.pdf";"";"";"";"";"";""
"OSF_preprint:46172-D86-697";"The Price of Empowerment: Experimental Evidence on Land Titling in Tanzania";"";"We report on a randomized field experiment using price incentives to address both economic and gender inequality in land tenure formalization. During the 1990s and 2000s, nearly two dozen African countries proposed de jure land reforms extending access to formal, freehold land tenure to millions of poor households. Many of these reforms stalled. Titled land remains the de facto preserve of wealthy households and, within households, men. Beginning in 2010, we tested whether price instruments alone can generate greater inclusion by offering formal titles to residents of a low-income, unplanned settlement in Dar es Salaam at a range of subsidized prices, as well as additional price incentives to include women as owners or co-owners of household land. Estimated price elasticities of demand confirm that prices – rather than other implementation failures or features of the titling regime – are a key obstacle to broader inclusion in the land registry, and that some degree of pro-poor price discrimination is justified even from a narrow budgetary perspective. In terms of gender inequality, we find that even small price incentives for female co-titling achieve almost complete gender parity in land ownership with no reduction in demand. land titling; formalization; gender; field experiment; Tanzania";"Stefan Dercon
Justin Sandefur
Andrew Zeitlin
Daniel Ayalew Ali
Matthew Collin
Klaus Deininger";"";"";"Center for Open Science";"2015-06-11";"en";"land;land titling";"";"NOR;TZA";"Reports & Research";"https://share.osf.io/preprint/46172-D86-697";"http://www.csae.ox.ac.uk/workingpapers/pdfs/csae-wps-2014-23.pdf";"";"";"";"";"";""
"OSF_preprint:4617C-FF1-239";"Socioeconomic Profile of Farmer in Malaysia: Study on Integrated Agricultural Development Area in North-West Selangor";"";"Agricultural contribution to GDP in Malaysia has been declining since 1970. The usages of agricultural land are also gradually decreasing. Even within the total agricultural area, most of the land has been used for industrial crops, and the ratio between industrial crops and food crops is increasing. Paddy is the main food crop in Malaysia, but as a low rate of productivity, farmers are engaged on part time basis. Therefore, it seems necessary to know the socioeconomic characteristics of the paddy farmers, their livelihood, and agricultural sustainability for policy implementation and its evaluation. This study analyzes the current profile of the paddy farmers in the Integrated Agricultural Development Area (IADA), NorthWest Selangor, Malaysia based on primary data. The data was collected through a questionnaire survey. Findings of the study suggest policy recommendations and action plans for the improvement of the farmers’ livelihood. The findings of the study are important for the policy makers and relevant agencies.";"Chamhuri Siwar
Rafiqul Islam Molla
Wahid Murad
Mohd Ekhwan Bin Toriman
Mahmudul Alam";"";"";"Center for Open Science";"2019-02-23";"en";"land ownership";"";"MYS";"Reports & Research";"https://share.osf.io/preprint/4617C-FF1-239";"http://osf.io/anmwj/download";"";"";"";"";"";""
"OSF_preprint:4604F-A42-DDD";"Community Gardens on the Land Use Planning Agenda";"";"";"Robin Zimbler";"";"";"Center for Open Science";"2016-09-22";"en";"land;land use;land use planning";"Land, Climate Change & Environment";"001";"Reports & Research";"https://share.osf.io/preprint/4604F-A42-DDD";"http://www-sre.wu-wien.ac.at/neurus/Zimbler.pdf";"";"";"";"";"";""
"OSF_preprint:4610E-033-FAC";"Economic sustainability of organic farms in 2010-2013";"";"In line with the “Condition of organic farming in Poland. The report 2013- -2014”, issued by the Main Inspectorate of the Agricultural and Food Quality Inspection (www.ijhar-s.gov.pl), production solely under the organic system was carried out, at that time, by 67% and 60% of organic farms, respectively. The remaining share are entities producing under both organic and conventional methods. According to research, held under the Polish FADN, these farms are highly varied in organisational, production and economic terms. Farms using solely organic methods are distinguished by more holistic approach to executed farming activities, they are also more reliable as regards the quality of manufactured organic food, but they achieve poorer economic results. This is evidenced in the following paper discussing the organisation, production and economic results of such farms grouped according to the size of UAA. Research proved that their production effects over a few years were fairly similar and dropped along with an increase in the area of farms but, at the same time, production intensity dropped. Very poor soil quality also constrained production. The analysis showed that these farms are weak in terms of production and economy, highly dependent on subsidies and rather unlikely to develop in the coming years.";"Grażyna Nachtman";"";"";"Center for Open Science";"2015-01-01";"en";"land productivity";"Land & Investments";"AUS;FRA;POL;USA";"Reports & Research";"https://share.osf.io/preprint/4610E-033-FAC";"";"";"";"";"";"";""
"OSF_preprint:46036-B6B-060";"State and local governments plan for development of most land vulnerable to rising sea level along the US Atlantic coast";"";"Author Posting. © The Author(s), 2009. This is the author's version of the work. It is posted here by permission of IOP Publishing for personal use, not for redistribution. The definitive version was published in Environmental Research Letters 4 (2009): 044008, doi:10.1088/1748-9326/4/4/044008. Rising sea level threatens existing coastal wetlands. Overall ecosystems could often survive by migrating inland, if adjacent lands remained vacant. On the basis of 131 state and local land use plans, we estimate that almost 60% of the land below 1 m along the US Atlantic coast is expected to be developed and thus unavailable for the inland migration of wetlands. Less than 10% of the land below 1 m has been set aside for conservation. Environmental regulators routinely grant permits for shore protection structures (which block wetland migration) on the basis of a federal finding that these structures have no cumulative environmental impact. Our results suggest that shore protection does have a cumulative impact. If sea level rise is taken into account, wetland policies that previously seemed to comply with federal law probably violate the Clean Water Act.";"C. H. Hershner
J. M. Kassakian
W. H. Nuckols
M. Craghan
D. L. Trescott
D. E. Hudgens
J. G. Titus
P. G. Merritt
T. M. Mccue
Jue Wang
J. Tanski
James F. O'Connell
C. J. Linn";"";"";"Center for Open Science";"2017-01-05";"en";"climate change;land use planning;sustainable land management";"Land, Climate Change & Environment";"001";"Reports & Research";"https://share.osf.io/preprint/46036-B6B-060";"";"";"";"";"";"";""
"OSF_preprint:461DD-B74-FE9";"Impacts of programs and organizations on the adoption of sustainable land management technologies in Uganda:";"";"The government of Uganda is currently decentralizing many of its services including those directly related to agriculture and the environment. Non-government organizations (NGOs) and community-based organizations (CBOs) are being asked to take the lead in the provision of government services such as agricultural extension during the transition to demand driven fee-for-service. This paper explores the role of government programs, NGOs and CBOs in the adoption of land management technologies. We find that government programs were better distributed throughout Uganda and were more likely to operate in poorer areas than NGOs and CBOs. This raises the question of whether or not incentives should be provided for NGOs and CBOs to locate or evolve in less-favored areas. Our analysis of household level involvement in organizations between 1990 and 2000 indicates that female-headed households, households with higher proportions of women, and households with higher levels of natural resource dependence were more likely than other households to be involved in organizations whose main focus was not agriculture or the environment. We also found that social capital is an important determinant of organizational participation. The results of our analysis indicate that the presence of an agriculture or environment focused program or organization at the community level had a negative effect on the adoption of animal manuring and a positive affect on the adoption of pesticides. This suggests that spillover effects of programs and organizations may be greater for technologies that have short-term benefits, and which require some degree of coordination to be most effective. Household level involvement in an agriculture or environment focused organization had a positive effect on the adoption of inorganic fertilizer and mulching. Adoption of land management technologies such as manuring that yield longer-term benefits apparently do not spill over to non-participants in local programs and organizations. Thus, direct involvement of households in programs and organizations that promote such technologies may be necessary to ensure technology diffusion throughout communities. This information may be taken as an indicator of the effectiveness or impact of agriculture and environment focused organizations in Uganda, and should be considered in the broader context of the government devolution of services to NGOs and CBOs. Our findings indicate that careful consideration needs to be given to the potential for NGOs and CBOs to fulfill the roles traditionally filled by government programs in the context of land management. The limited impact of agriculture and environment focused organizations on technology adoption is discouraging though may be linked to the limited profitability of technology adoption in the short-run. Human capital, technology, Gender, Natural resource management, Agricultural technology, Agricultural growth,";"John L. Pender
Pamela Jagger";"";"";"Center for Open Science";"2013-05-16";"en";"land;land management;sustainable land management";"Land Stakeholders & Institutions;Land, Climate Change & Environment";"UGA";"Reports & Research";"https://share.osf.io/preprint/461DD-B74-FE9";"http://www.ifpri.org/sites/default/files/publications/eptdp101.pdf";"";"";"";"";"";""
"OSF_preprint:46037-B78-5FC";"Land Ownership Problems and Oil Development";"";"Farm Management, Land Economics/Use,";"Stanley W. Voelker
L.A. Parcher";"";"";"Center for Open Science";"2015-11-12";"en";"development;land;land ownership";"";"NOR";"Reports & Research";"https://share.osf.io/preprint/46037-B78-5FC";"";"";"";"";"";"";""
"OSF_preprint:460BF-329-2DE";"The pioneers of the green revolution as forerunners of today's ecological and biotechnological revolutions";"";"This paper presents the milestones of the Green Revolution, outlining its role in the development of today's sustainable and biotechnological agriculture, as well as Romanian contribution. In order to do this we used the material found in papers and books on the research in agriculture from the 1940's to the late 1980's. Current sustainable agriculture and biotechnological advancement, including the creation of genetically modified organisms could never have been possible without the Green Revolution. Reducing the height of the stalk allowed the production of high yielding cultivars that now are and will be used and modified with genetic engineering methods in the context of a sustainable agriculture. We conclude the paper with proposing a model for the New “Really Green” Revolution. green revolution, ecology, biotechnology, plant breeding";"Codrin Țapu";"";"";"Center for Open Science";"2015-10-29";"en";"agricultural land management;agriculture;land reform;land use";"Land, Climate Change & Environment;Socio-Economic & Institutional Context";"001";"Reports & Research";"https://share.osf.io/preprint/460BF-329-2DE";"http://mpra.ub.uni-muenchen.de/53498/1/MPRA_paper_53498.pdf";"";"";"";"";"";""
"OSF_preprint:46016-39E-B9F";"Vertical integration in Mexican community forestry";"";"community development, forestry, human capital, labor productivity, property rights, risk, vertical integration";"Gordon C Rausser
Camille M. Antinori";"";"";"Center for Open Science";"2013-12-12";"en";"community forestry;forestry";"Forest Landscape Restoration;Forest Tenure;Indigenous & Community Land Rights";"001";"Reports & Research";"https://share.osf.io/preprint/46016-39E-B9F";"";"";"";"";"";"";""
"OSF_preprint:461AE-BF6-031";"Market imperfections and land productivity in the Ethiopian Highlands:";"";"This study analyzes how market imperfections affect land productivity in a degraded low-potential cereal- livestock economy in the Ethiopian highlands. A wide array of variables is used to control for land quality in the analysis. Results of three different selection models were compared with least squares models using the HC3 heteroskedasticity-consistent covariance matrix estimator. Market imperfections in labor and land markets were found to affect land productivity. Land productivity was positively correlated with household male and female labor force per unit of land. Female-headed households achieved much lower land productivity than male- headed households. Old age of household heads was also correlated with lower land productivity. Imperfections in the rental market for oxen appeared to cause overstocking of oxen by some households. Conservation technologies had no significant positive short-run effect on land productivity. The main results were consistent across the different econometric models. . Livestock productivity Ethiopia., Cereal crops., Labor productivity., Markets.,";"Bekele Shiferaw
John L. Pender
Stein Holden";"";"";"Center for Open Science";"2013-05-16";"en";"land;land productivity";"Land & Investments";"CAN;ETH;NOR";"Reports & Research";"https://share.osf.io/preprint/461AE-BF6-031";"http://www.ifpri.org/sites/default/files/publications/eptdp76.pdf";"";"";"";"";"";""
"OSF_preprint:46204-3F6-338";"MEXICO'S EJIDO REFORMS: THEIR IMPACT ON THE FUNCTIONING OF FACTOR MARKETS AND LAND ACCESS";"";"The constitutional reforms undertaken in Mexico in 1992, as well as the systematic implementation of a program of land rights regularization (Procede), aimed to improve the security and transferability of property rights in order to create the pre-conditions for better functioning of factor markets in rural areas. The paper examines the extent to which this has materialized by exploring systematic differences over time between certified and non-certified ejidos as well as the private sector. We find that land rental markets function better in ejidos that underwent Procede, where there was also a marked increase in households' use of common pasture land. At the same time, neither the reforms nor Procede appear to have had much impact on land sales markets and ejidatarios' credit access. Implications for policy and program design are discussed. Land Economics/Use,";"Fabrizio Bresciani
Klaus W. Deininger";"";"";"Center for Open Science";"2014-08-14";"en";"land;land access";"Indigenous & Community Land Rights";"MEX";"Reports & Research";"https://share.osf.io/preprint/46204-3F6-338";"";"";"";"";"";"";""
"OSF_preprint:460B5-540-80F";"Land Tenure: An Introduction";"";"Land tenure refers to the bundle of rights and responsibilities under which land is held, used, transferred, and succeeded. This essay surveys land tenure arrangements throughout the world since the Roman Empire. Particular attention is paid to how six forms of land tenure emerge, function, and change. The six forms of land tenure analyzed are (1) owner cultivation of small, private lands; (2) squatting on public or private lands; (3) large estates or latifundia; (4) feudal tenures with bound and unbound labor; (5) communal tenures; and (6) smallholder leasing from private landowners.";"Sumner J. La Croix";"";"";"Center for Open Science";"2016-12-01";"en";"land;land tenure";"Indigenous & Community Land Rights";"NOR";"Reports & Research";"https://share.osf.io/preprint/460B5-540-80F";"http://www.economics.hawaii.edu/research/workingpapers/WP_02-13.pdf";"";"";"";"";"";""
"OSF_preprint:46076-35E-57C";"Forest and Forest Land Valuation: How to Value Forest and Forest Land to Include Carbon Costs and Benefits";"";"Agricultural and Food Policy, Environmental Economics and Policy, Farm Management, Health Economics and Policy, Industrial Organization, International Relations/Trade, Land Economics/Use,";"Richard Meade
Glenn Boyle
Lewis Evans
Gabriel Fiuza
Andrea Lu";"";"";"Center for Open Science";"2014-10-09";"en";"forest land;land;land valuation";"Forest Tenure;Land & Investments;Land, Climate Change & Environment";"AUS;BEL;CAN;USA";"Reports & Research";"https://share.osf.io/preprint/46076-35E-57C";"";"";"";"";"";"";""
"OSF_preprint:4613F-83D-B7E";"Land rights, rental markets and the post-socialist cityscape";"";"Inefficiently organized, factory-dominated cityscapes have been one of the more enduring legacies of the twentieth century experiment with socialist central planning in Eastern Europe and the Soviet Union. Drawing on a unique survey of large, formerly state-owned urban industrial firms in Russia, we explore how land tenure reforms affect the pace at which this legacy is being erased. Specifically, the privatization of plots is shown to promote the development of a rental market that transfers land use rights away from socialist-era industrial users. We address the potential endogeneity of land tenure in two ways, including using a measure of regional variation in urban land policy as an instrumental variable. land titles, firms, misallocation, transition, urban land, rental market, Russian Federation";"William Pyle
Paul Castañeda Dower";"";"";"Center for Open Science";"2016-11-24";"en";"land;land rights";"Indigenous & Community Land Rights";"NOR";"Reports & Research";"https://share.osf.io/preprint/4613F-83D-B7E";"";"";"";"";"";"";""
"OSF_preprint:46162-42B-625";"Drivers of Sustainable Land Management in Eastern Africa";"";"Land degradation is a serious impediment to improving rural livelihoods in Eastern Africa. This paper identifies major land degradation patterns and causes, and analyzes the determinants of sustainable land management (SLM) in three countries (Ethiopia, Malawi and Tanzania). The results show that land degradation hotspots cover about 51%, 41%, 23% and 23% of the terrestrial areas in Tanzania, Malawi and Ethiopia respectively. The analysis of nationally representative household surveys shows that the key drivers of SLM in these countries are biophysical, demographic, regional and socio-economic determinants. Secure land tenure, access to extension services and market access are some of the determinants incentivizing SLM adoption. The implications of this study are that policies and strategies that facilities secure land tenure and access to SLM information are likely to incentivize investments in SLM. Local institutions providing credit services, inputs such as seed and fertilizers, and extension services must also not be ignored in the development policies.";"OliverKirui";"";"Preprints";"Center for Open Science";"2017-05-01";"en";"land;land management;sustainable land management";"Land Stakeholders & Institutions;Land, Climate Change & Environment";"014";"Reports & Research";"https://share.osf.io/preprint/46162-42B-625";"";"";"";"";"";"";""
