ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publicaton date (YYYY/MM);Language;Related concepts;Themes;Overarching Categories;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages
10.3390/land6010021;Can Community Forests Be Compatible With Biodiversity Conservation in Indonesia?;;Forest lands in Indonesia are classified as state lands and subject to management under agreements allocated by the Ministry of Environment and Forestry. There has been a long-standing tension between the ministry and local communities who argue that they have traditionally managed large areas of forest and should be allowed to continue to do so. A series of recent legal and administrative decisions are now paving the way for the allocation of forests to local communities. There is a hypothesis that the communities will protect the forests against industrial conversion and that they will also conserve biodiversity. This hypothesis needs to be closely examined. Conservation of biodiversity and management for local benefits are two different and potentially conflicting objectives. This paper reviews examples of forests managed by local communities in Indonesia and concludes that there is very limited information available on the conservation of natural biodiversity in these forests. I conclude that more information is needed on the status of biodiversity in community managed forests. When forests are allocated for local management, special measures need to be in place to ensure that biodiversity values are monitored and maintained.;Boedhihartono, K. Agni;;Land Journal;Land Journal;2017-03-31;en;"forest land;forest management plans;sustainable land management;research";"Land, Climate change & Environment;Forest Tenure";Land Use, Management & Investment;IDN;Peer-reviewed publication;http://www.mdpi.com/2073-445X/6/1/21/;http://www.mdpi.com/2073-445X/6/1/21/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2017 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land3030981;Evolution of Land Use in the Brazilian Amazon:  From Frontier Expansion to Market Chain Dynamics;;Agricultural census data and fieldwork observations are used to analyze changes in land cover/use intensity across Rondônia and Mato Grosso states along the agricultural frontier in the Brazilian Amazon. Results show that the development of land use is strongly related to land distribution structure. While large farms have increased their share of annual and perennial crops, small and medium size farms have strongly contributed to the development of beef and milk market chains in both Rondônia and Mato Grosso. Land use intensification has occurred in the form of increased use of machinery, labor in agriculture and stocking rates of cattle herds. Regional and national demands have improved infrastructure and productivity. The data presented show that the distinct pathways of land use development are related to accessibility to markets and processing industry as well as to the agricultural colonization history of the region. The data analyzed do not provide any indication of frontier stagnation, i.e., the slowdown of agricultural expansion, in the Brazilian Amazon. Instead of frontier stagnation, the data analyzed indicate that intensification processes in consolidated areas as well as recent agricultural expansion into forest areas are able to explain the cycle of expansion and retraction of the agricultural frontier into the Amazon region. The evolution of land use is useful for scenario analysis of both land cover change and land use intensification and provides insights into the role of market development and policies on land use.;"Soler, S. Luciana
Verburg, H. Peter
Alves, S. Diógenes";;Land Journal;Land Journal;2014-09-31;en;"land use;land distribution;land markets;research";Land & Investments;Land Use, Management & Investment;BRA;Peer-reviewed publication;http://www.mdpi.com/2073-445X/3/3/981/;http://www.mdpi.com/2073-445X/3/3/981/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2014 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land3020524;Mapping Woodland Cover in the Miombo Ecosystem:  A Comparison of Machine Learning Classifiers;;Miombo woodlands in Southern Africa are experiencing accelerated changes due to natural and anthropogenic disturbances. In order to formulate sustainable woodland management strategies in the Miombo ecosystem, timely and up-to-date land cover information is required. Recent advances in remote sensing technology have improved land cover mapping in tropical evergreen ecosystems. However, woodland cover mapping remains a challenge in the Miombo ecosystem. The objective of the study was to evaluate the performance of decision trees (DT), random forests (RF), and support vector machines (SVM) in the context of improving woodland and non-woodland cover mapping in the Miombo ecosystem in Zimbabwe. We used Multidate Landsat 8 spectral and spatial dependence (Moran’s I) variables to map woodland and non-woodland cover. Results show that RF classifier outperformed the SVM and DT classifiers by 4% and 15%, respectively. The RF importance measures show that multidate Landsat 8 spectral and spatial variables had the greatest influence on class-separability in the study area. Therefore, the RF classifier has potential to improve woodland cover mapping in the Miombo ecosystem.;"Kamusoko, Courage
Gamba, Jonah
Murakami, Hitomi";;Land Journal;Land Journal;2014-06-31;en;"land use mapping;forest land;research";Forest Tenure;Land Use, Management & Investment;ZWE;Peer-reviewed publication;http://www.mdpi.com/2073-445X/3/2/524/;http://www.mdpi.com/2073-445X/3/2/524/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2014 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land3020390;Landscape Aesthetics and the Scenic Drivers of Amenity Migration in the New West: Naturalness, Visual Scale,  and Complexity;;Values associated with scenic beauty are common “pull factors” for amenity migrants, however the specific landscape features that attract amenity migration are poorly understood. In this study we focused on three visual quality metrics of the intermountain West (USA), with the objective of exploring the relationship between the location of exurban homes and aesthetic landscape preference, as exemplified through greenness, viewshed size, and terrain ruggedness. Using viewshed analysis, we compared the viewsheds of actual exurban houses to the viewsheds of randomly-distributed simulated (validation) houses. We found that the actual exurban households can see significantly more vegetation and a more rugged (complex) terrain than simulated houses. Actual exurban homes see a more rugged terrain, but do not necessarily see the highest peaks, suggesting that visual complexity throughout the viewshed may be more important. The viewsheds visible from the actual exurban houses were significantly larger than those visible from  the simulated houses, indicating that visual scale is important to the general aesthetic experiences of exurbanites. The differences in visual quality metric values between actual exurban and simulated viewsheds call into question the use of county-level scales of analysis for the study of landscape preferences, which may miss key landscape aesthetic drivers of preference.;"Vukomanovic, Jelena
Orr, J. Barron";;Land Journal;Land Journal;2014-06-31;en;"land;research";;;;Peer-reviewed publication;http://www.mdpi.com/2073-445X/3/2/390/;http://www.mdpi.com/2073-445X/3/2/390/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2014 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land3030793;Climate–Human–Land Interactions: A Review of Major Modelling Approaches;;International agreements on climate change have highlighted the role of land in climate and human dynamics, making it an issue of global importance. The modelling of land-related processes, sectors, and activities has recently become a central topic in economic and policy theory, as well as within environmental sciences. Modelling strategies have been improved and new datasets have come into light for land-cover and land-use change analysis. However, unexpected human behavior and natural constraints challenge the modelling of interdependences and feedback mechanisms amongst economies, societies, and the environment, resulting from land-use and cover change. This paper provides a detailed overview of the most representative and advanced methods and models developed to represent climate–human–land interactions. It offers a critical discussion about relevant methodological aspects, missing knowledge, and areas for future research.;"Michetti, Melania
Zampieri, Matteo";;Land Journal;Land Journal;2014-09-31;en;"climate change;land environment;sustainable land management";Land, Climate change & Environment;Land Use, Management & Investment;;Peer-reviewed publication;http://www.mdpi.com/2073-445X/3/3/793/;http://www.mdpi.com/2073-445X/3/3/793/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2014 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land4041155;Forest Transition in Madagascar’s Highlands: Initial Evidence and Implications;;Madagascar is renowned for the loss of the forested habitat of lemurs and other species endemic to the island. Less well known is that in the highlands, a region often described as an environmental “basket-case” of fire-degraded, eroded grasslands, woody cover has been increasing for decades. Using information derived from publically available high- and medium-resolution satellites, this study characterizes tree cover dynamics in the highlands of Madagascar over the past two decades. Our results reveal heterogeneous patterns of increased tree cover on smallholder farms and village lands, spurred by a mix of endogenous and exogenous forces. The new trees play important roles in rural livelihoods, providing renewable supplies of firewood, charcoal, timber and other products and services, as well as defensible claims to land tenure in the context of a decline in the use of hillside commons for grazing. This study documents this nascent forest transition through Land Change Science techniques, and provides a prologue to political ecological analysis by setting these changes in their social and environmental context and interrogating the costs and benefits of the shift in rural livelihood strategies.;"McConnell, J. William
Viña, Andrés
Kull, Christian
Batko, Clayton";;Land Journal;Land Journal;2015-12-31;en;"forest land;forest management plans;research;land use planning";Forest Tenure;Land Use, Management & Investment;;Peer-reviewed publication;http://www.mdpi.com/2073-445X/4/4/1155/;http://www.mdpi.com/2073-445X/4/4/1155/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2015 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land6020023;Forest Cover Changes in Lao Tropical Forests: Physical and Socio-Economic Factors are the Most Important Drivers;;Lao People’s Democratic Republic (PDR) has been experiencing significant forest depletion since the 1980s, but there is little evidence to demonstrate the major causes and underlying drivers for the forest cover changes. In this study, we investigated the relationship between forest cover decrease and increase in the south of Lao PDR between 2006 and 2012 and selected physical and socio-economic factors. We used a map of forest cover changes derived from analysis of Landsat ETM+ imagery in 2006 and 2012, together with socio-economic and physical environmental data from the national authorities. The study area has experienced noticeable forest cover changes: both forest decreases and increases were unevenly distributed throughout the region. Logistic regression models were used to test relationships between forest cover decrease or increase and selected physical and socio-economic factors. Forest clearance was associated strongly with elevation, distance to main roads and shifting cultivation practices. Meanwhile, forest cover increase was more likely to correlate with rubber plantations. Native forest and shifting cultivation lands were vulnerable to being converted into rubber plantations. This research provides much-needed information on which to base forestry policy and decision making to minimize and prevent current deforestation, as well as manage potential risks in the future.;"Phompila, Chittana
Lewis, Megan
Ostendorf, Bertram
Clarke, Kenneth";;Land Journal;Land Journal;2017-06-31;en;"forest land;land cover;land use planning";Forest Tenure;Land Use, Management & Investment;LAO;Peer-reviewed publication;http://www.mdpi.com/2073-445X/6/2/23/;http://www.mdpi.com/2073-445X/6/2/23/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2017 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land6020022;Do Community-Managed Forests Work? A Biodiversity Perspective;;Community-managed reserves (CMRs) comprise the fastest-growing category of protected areas throughout the tropics. CMRs represent a compromise between advocates of nature conservation and advocates of human development. We ask whether CMRs succeed in achieving the goals of either. A fixed reserve area can produce only a finite resource supply, whereas human populations exploiting them tend to expand rapidly while adopting high-impact technologies to satisfy rising aspirations. Intentions behind the establishment of CMRs may be admirable, but represent an ideal rarely achieved. People tied to the natural forest subsist on income levels that are among the lowest in the Amazon. Limits of sustainable harvesting are often low and rarely known prior to reserve creation or respected thereafter, and resource exhaustion predictably follows. Unintended consequences typically emerge, such as overhunting of the seed dispersers, pollinators, and other animals that provide services essential to perpetuating the forest. CMRs are a low priority for governments, so mostly operate without enforcement, a laxity that encourages illegal forest conversion. Finally, the pull of markets can alter the “business plan” of a reserve overnight, as inhabitants switch to new activities. The reality is that we live in a hyperdynamic world of accelerating change in which past assumptions must continually be re-evaluated.;"Terborgh, John
Peres, Carlos A.";;Land Journal;Land Journal;2017-06-31;en;"local community;forest management plans;forest land;deforestation";"Land, Climate change & Environment;Land Stakeholders & Institutions;Forest Tenure";"Land Use, Management & Investment;Access to Land & Tenure Security";;Peer-reviewed publication;http://www.mdpi.com/2073-445X/6/2/22/;http://www.mdpi.com/2073-445X/6/2/22/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2017 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land6020027;Factors Influencing Perceptions and Use of Urban Nature: Surveys of Park Visitors in Delhi;;Urban green spaces provide important recreational, social and psychological benefits to stressed city residents. This paper aims to understand the importance of parks for visitors. We focus on Delhi, the world’s second most populous city, drawing on 123 interviews with park visitors in four prominent city parks. Almost all respondents expressed the need for more green spaces. Visitors valued parks primarily for environmental and psychological/health benefits. They had limited awareness of biodiversity, with one out of three visitors unable to identify tree species and one out of four visitors unable to identify animal species frequenting the park. Most of the daily visitors lived within 0.5 km of these parks, but a small fraction of visitors traveled over 10 km to visit these major parks, despite having smaller neighbourhood parks in their vicinity. This study demonstrates the importance of large, well-maintained, publicly accessible parks in a crowded city. The results can help to better plan and design urban green spaces, responding to the needs and preferences of urban communities. This research contributes to the severely limited information on people’s perceptions of and requirements from urban nature in cities of the Global South.;"Paul, Somajita
Nagendra, Harini";;Land Journal;Land Journal;2017-06-31;en;"land use planning;urban areas;land use";Urban Tenure;Land Use, Management & Investment;;Peer-reviewed publication;http://www.mdpi.com/2073-445X/6/2/27/;http://www.mdpi.com/2073-445X/6/2/27/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2017 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land6020026;Modeling Future Urban Sprawl and Landscape Change in the Laguna de Bay Area, Philippines;;"This study uses a spatially-explicit land-use/land-cover (LULC) modeling approach to model and map the future (2016–2030) LULC of the area surrounding the Laguna de Bay of Philippines under three different scenarios: ‘business-as-usual’, ‘compact development’, and ‘high sprawl’ scenarios. The Laguna de Bay is the largest lake in the Philippines and an important natural resource for the population in/around Metro Manila. The LULC around the lake is rapidly changing due to urban sprawl, so local and national government agencies situated in the area need an understanding of the future (likely) LULC changes and their associated hydrological impacts. The spatial modeling approach involved three main steps: (1) mapping the locations of past LULC changes; (2) identifying the drivers of these past changes; and (3) identifying where and when future LULC changes are likely to occur. Utilizing various publically-available spatial datasets representing potential drivers of LULC changes, a LULC change model was calibrated using the Multilayer Perceptron (MLP) neural network algorithm. After calibrating the model, future LULC changes were modeled and mapped up to the year 2030. Our modeling results showed that the ‘built-up’ LULC class is likely to experience the greatest increase in land area due to losses in ‘crop/grass’ (and to a lesser degree ‘tree’) LULC, and this is attributed to continued urban sprawl.";"Iizuka, Kotaro
Johnson, Brian A.
Onishi, Akio
Magcale-Macandog, Damasa B.
Endo, Isao
Bragais, Milben";;Land Journal;Land Journal;2017-06-31;en;"urban areas;urbanization;research;land use planning";Urban Tenure;Land Use, Management & Investment;;Peer-reviewed publication;http://www.mdpi.com/2073-445X/6/2/26/;http://www.mdpi.com/2073-445X/6/2/26/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2017 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land6020025;Analysis of Urban Green Spaces Based on Sentinel-2A: Case Studies from Slovakia;;Urban expansion and its ecological footprint increases globally at an unprecedented scale and consequently, the importance of urban greenery assessment grows. The diversity and quality of urban green spaces (UGS) and human well-being are tightly linked, and UGS provide a wide range of ecosystem services (e.g., urban heat mitigation, stormwater infiltration, food security, physical recreation). Analyses and inter-city comparison of UGS patterns and their functions requires not only detailed information on their relative quantity but also a closer examination of UGS in terms of quality and land use, which can be derived from the land cover composition and spatial structure. In this study, we present an approach to UGS extraction from newly available Sentinel-2A satellite imagery, provided in the frame of the European Copernicus program. We investigate and map the spatial distribution of UGS in three cities in Slovakia: Bratislava, Žilina and Trnava. Supervised maximum likelihood classification was used to identify UGS polygons. Based on their function and physiognomy, each UGS polygon was assigned to one of the fifteen classes, and each class was further described by the proportion of tree canopy and its ecosystem services. Our results document that the substantial part of UGS is covered by the class Urban greenery in family housing areas (mainly including privately-owned gardens) with the class abundance between 17.7% and 42.2% of the total UGS area. The presented case studies showed the possibilities of semi-automatic extraction of UGS classes from Sentinel-2A data that may improve the transfer of scientific knowledge to local urban environmental monitoring and management.;"Kopecká, Monika
Szatmári, Daniel
Rosina, Konštantín";;Land Journal;Land Journal;2017-06-31;en;"green belts;urban areas;research";"Urban Tenure;Land, Climate change & Environment";Land Use, Management & Investment;SVK;Peer-reviewed publication;http://www.mdpi.com/2073-445X/6/2/25/;http://www.mdpi.com/2073-445X/6/2/25/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2017 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land6020024;Governance of Land Use Planning to Reduce Fire Risk to Homes Mediterranean France and California;;"Wildfire is a natural part of forested Mediterranean systems. As humans continue to live and build housing in these areas, wildfire is a constant threat to homes and lives. The goal of this paper is to describe aspects of land-use planning that are used to reduce wildfire risk in institutionally divergent regions; southern France and California. By reviewing relevant legislation and planning documents and conducting in person interviews with fire and planning professionals, we identify the institutions which participate in land use planning to reduce fire risk and the key laws and regulations that guide planning decisions. Our results indicate that France has a more centralized system for planning for fire, with national level entities heavily involved in local land use planning. California, on the other hand sees almost no federal oversite, and, while state law requires local plans to include wildfire risk, most fine grain decisions are left to local planners and decision makers. In both regions, however, we see a reliance on technical support provided from outside local jurisdictions. Increased coordination between local, regional, and national governments could improve land use planning in both locations.";"Kocher, D. Susan
Butsic, Van";;Land Journal;Land Journal;2017-06-31;en;"land use;land use planning;land governance";;Land Use, Management & Investment;;Peer-reviewed publication;http://www.mdpi.com/2073-445X/6/2/24/;http://www.mdpi.com/2073-445X/6/2/24/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2017 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land6020029;Historical Analysis of Riparian Vegetation Change in Response to Shifting Management Objectives on the Middle Rio Grande;;Riparian ecosystems are valuable to the ecological and human communities that depend on them. Over the past century, they have been subject to shifting management practices to maximize human use and ecosystem services, creating a complex relationship between water policy, management, and the natural ecosystem. This has necessitated research on the spatial and temporal dynamics of riparian vegetation change. The San Acacia Reach of the Middle Rio Grande has experienced multiple management and river flow fluctuations, resulting in threats to its riparian and aquatic ecosystems. This research uses remote sensing data, GIS, a review of management decisions, and an assessment of climate to both quantify how riparian vegetation has been altered over time and provide interpretations of the relationships between riparian change and shifting climate and management objectives. This research focused on four management phases from 1935 to 2014, each highlighting different management practices and climate-driven river patterns, providing unique opportunities to observe a direct relationship between river management, climate, and riparian response. Overall, we believe that management practices coupled with reduced surface river-flows with limited overbank flooding influenced the compositional and spatial patterns of vegetation, including possibly increasing non-native vegetation coverage. However, recent restoration efforts have begun to reduce non-native vegetation coverage.;"Petrakis, E. Roy
van Leeuwen, J. Willem
Villarreal, Miguel L.
Tashjian, Paul
Dello Russo, Regina
Scott, A. Christopher";;Land Journal;Land Journal;2017-06-31;en;"riparian rights;agricultural land management;land management;sustainable land management";Land, Climate change & Environment;"Land Use, Management & Investment;Access to Land & Tenure Security";;Peer-reviewed publication;http://www.mdpi.com/2073-445X/6/2/29/;http://www.mdpi.com/2073-445X/6/2/29/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2017 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land6020028;Agricultural Land Fragmentation at Urban Fringes: An Application of Urban-To-Rural Gradient Analysis in Adelaide;;One of the major consequences of expansive urban growth is the degradation and loss of productive agricultural land and agroecosystem functions. Four landscape metrics—Percentage of Land (PLAND), Mean Parcel Size (MPS), Parcel Density (PD), and Modified Simpson’s Diversity Index (MSDI)—were calculated for 1 km × 1 km cells along three 50 km-long transects that extend out from the Adelaide CBD, in order to analyze variations in landscape structures. Each transect has different land uses beyond the built-up area, and they differ in topography, soils, and rates of urban expansion. Our new findings are that zones of agricultural land fragmentation can be identified by the relationships between MPS and PD, that these occur in areas where PD ranges from 7 and 35, and that these occur regardless of distance along the transect, land use, topography, soils, or rates of urban growth. This suggests a geometry of fragmentation that may be consistent, and indicates that quantification of both land use and land-use change in zones of fragmentation is potentially important in planning.;"Wadduwage, Suranga
Millington, Andrew
Crossman, Neville D.
Sandhu, Harpinder";;Land Journal;Land Journal;2017-06-31;en;"agricultural landscape;urban areas;urban population;rural population;urbanization;land fragmentation";Urban Tenure;Land Use, Management & Investment;;Peer-reviewed publication;http://www.mdpi.com/2073-445X/6/2/28/;http://www.mdpi.com/2073-445X/6/2/28/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2017 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land3030917;Adaptation to New Climate by an Old Strategy? Modeling Sedentary and Mobile Pastoralism in Semi-Arid Morocco;;"In a modeling study we examine vulnerability of income from mobile (transhumant) pastoralism and sedentary pastoralism to reduced mean annual precipitation (MAP) and droughts. The study is based on empirical data of a 3410 km2 research region in southern, semi-arid Morocco. The land use decision model integrates a meta-model of the Environmental Policy Integrated Climate (EPIC) simulator to depict perennial and annual forage plant development. It also includes livestock dynamics and forward-looking decision making under uncertain weather. Mobile livestock in the model moves seasonally, sedentary livestock is restricted to pastures around settlements. For a reduction of MAP by 20%, our model shows for different experimental frequencies of droughts a significant decrease of total income from pastoralism by 8%–19% (p &lt; 0.05). Looking separately at the two modes of pastoralism, pronounced income losses of 18%–44% (p &lt; 0.05) show that sedentary pastoralism is much more vulnerable to dryer climate than mobile pastoralism, which is merely affected. Dedicating more pasture area and high quality fodder to mobile pastoralism significantly abates impacts from reduced MAP and droughts on total income by 11% (p &lt; 0.05). Our results indicate that promotion of mobile pastoralism in semi-arid areas is a valuable option to increase resilience against climate change.";"Freier, P. Korbinian
Finckh, Manfred
Schneider, A. Uwe";;Land Journal;Land Journal;2014-09-31;en;"climate change;pastoralists;pastoral land rights;land management";"Land, Climate change & Environment;Rangelands, Drylands & Pastoralism";"Land Use, Management & Investment;Access to Land & Tenure Security";15;Peer-reviewed publication;http://www.mdpi.com/2073-445X/3/3/917/;http://www.mdpi.com/2073-445X/3/3/917/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2014 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land5020018;Typologies and Spatialization of Agricultural Production Systems in Rondônia, Brazil: Linking Land Use, Socioeconomics and Territorial Configuration;;"The current Amazon landscape consists of heterogeneous mosaics formed by interactions between the original forest and productive activities. Recognizing and quantifying the characteristics of these landscapes is essential for understanding agricultural production chains, assessing the impact of policies, and in planning future actions. Our main objective was to construct the regionalization of agricultural production for Rondônia State (Brazilian Amazon) at the municipal level. We adopted a decision tree approach, using land use maps derived from remote sensing data (PRODES and TerraClass) combined with socioeconomic data. The decision trees allowed us to allocate municipalities to one of five agricultural production systems: (i) coexistence of livestock production and intensive agriculture; (ii) semi-intensive beef and milk production; (iii) semi-intensive beef production; (iv) intensive beef and milk production, and; (v) intensive beef production. These production systems are, respectively, linked to mechanized agriculture (i), traditional cattle farming with low management, with (ii) or without (iii) a significant presence of dairy farming, and to more intensive livestock farming with (iv) or without (v) a significant presence of dairy farming. The municipalities and associated production systems were then characterized using a wide variety of quantitative metrics grouped into four dimensions: (i) agricultural production; (ii) economics; (iii) territorial configuration, and; (iv) social characteristics. We found that production systems linked to mechanized agriculture predominate in the south of the state, while intensive farming is mainly found in the center of the state. Semi-intensive livestock farming is mainly located close to the southwest frontier and in the north of the state, where human occupation of the territory is not fully consolidated. This distributional pattern reflects the origins of the agricultural production system of Rondônia. Moreover, the characterization of the production systems provides insights into the pattern of occupation of the Amazon and the socioeconomic consequences of continuing agricultural expansion.";"Almeida, Cláudio
Mourão, Moisés
Dessay, Nadine
Lacques, Anne-Elisabeth
Monteiro, Antônio
Durieux, Laurent
Venturieri, Adriano
Seyler, Frédérique";;Land Journal;Land Journal;2016-06-31;en;"agricultural land management;farming systems;land use";;Land Use, Management & Investment;;Peer-reviewed publication;http://www.mdpi.com/2073-445X/5/2/18/;http://www.mdpi.com/2073-445X/5/2/18/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2016 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land4010083;Carbon Cycling, Climate Regulation, and Disturbances in Canadian Forests: Scientific Principles for Management;;"Canadian forests are often perceived as pristine and among the last remaining wilderness, but the majority of them are officially managed and undergo direct land use, mostly for wood harvest. This land use has modified their functions and properties, often inadvertently (e.g., age structure) but sometimes purposefully (e.g., fire suppression). Based on a review of the literature pertaining to carbon cycling, climate regulation, and disturbances from logging, fire, and insect outbreaks, we propose five scientific principles relevant for Canadian managed forests. Among these, a principle we wish to highlight is the need to properly account for the management-related fossil fuel emissions, because they will affect the global carbon cycle and climate for millennia unless massive atmospheric carbon dioxide removal becomes a reality. We also use these five principles to address questions of current interest to research scientists, forest managers, and policy makers. Our review focusses on total ecosystem carbon storage and various mechanisms through which forests affect climate, in particular albedo and aerosols forcings—including how disturbances influence all these elements—but also touches on other ecosystem goods and services. Our review underscores the importance of conducting &gt;100-year time horizon studies of carbon cycling, climate regulation, and disturbances in Canadian managed forests.";"Landry, Jean-Sébastien
Ramankutty, Navin";;Land Journal;Land Journal;2015-03-31;en;"climate change;land environment;disturbance;land management;forest land";"Land, Climate change & Environment;Forest Tenure";Land Use, Management & Investment;CAN;Peer-reviewed publication;http://www.mdpi.com/2073-445X/4/1/83/;http://www.mdpi.com/2073-445X/4/1/83/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2015 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land4030627;Spatio-Temporal Analysis of Vegetation Dynamics in Relation to Shifting Inundation and Fire Regimes: Disentangling Environmental Variability from Land Management Decisions in a Southern African Transboundary Watershed;;Increasing temperatures and wildfire incidence and decreasing precipitation and river runoff in southern Africa are predicted to have a variety of impacts on the ecology, structure, and function of semi-arid savannas, which provide innumerable livelihood resources for millions of people. This paper builds on previous research that documents change in inundation and fire regimes in the Chobe River Basin (CRB) in Namibia and Botswana and proposes to demonstrate a methodology that can be applied to disentangle the effect of environmental variability from land management decisions on changing and ecologically sensitive savanna ecosystems in transboundary contexts. We characterized the temporal dynamics (1985–2010) of vegetation productivity for the CRB using proxies of vegetation productivity and examine the relative importance of shifts in flooding and  fire patterns to vegetation dynamics and effects of the association of phases of the  El Niño—Southern Oscillation (ENSO) on vegetation greenness. Our results indicate that vegetation in these semi-arid environments is highly responsive to climatic fluctuations  and the long-term trend is one of increased but heterogeneous vegetation cover.  The increased cover and heterogeneity during the growing season is especially noted in  communally-managed areas of Botswana where long-term fire suppression has been instituted, in contrast to communal areas in Namibia where heterogeneity in vegetation cover is mostly increasing primarily outside of the growing season and may correspond to mosaic early dry season burns. Observed patterns of increased vegetation productivity  and heterogeneity may relate to more frequent and intense burning and higher spatial variability in surface water availability from both precipitation and regional  inundation patterns, with implications for global environmental change and adaptation in  subsistence-based communities.;"Pricope, G. Narcisa
Gaughan, E. Andrea
All, D. John
Binford, W. Michael
Rutina, P. Lucas";;Land Journal;Land Journal;2015-09-31;en;"land management;land governance;farming systems;agricultural land management;climate change";Land, Climate change & Environment;Land Use, Management & Investment;18;Peer-reviewed publication;http://www.mdpi.com/2073-445X/4/3/627/;http://www.mdpi.com/2073-445X/4/3/627/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2015 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land3010148;Mapping Urban Transitions Using Multi-Temporal Landsat and DMSP-OLS Night-Time Lights Imagery of the Red River Delta in Vietnam;;The urban transition that has emerged over the past quarter century poses new challenges for mapping land cover/land use change (LCLUC). The growing archives of imagery from various earth-observing satellites have stimulated the development of innovative methods for change detection in long-term time series. We tested two different multi-temporal remote sensing datasets and techniques for mapping the urban transition. Using the Red River Delta of Vietnam as a case study, we compared supervised classification of dense time stacks of Landsat data with trend analyses of an annual  series of night-time lights (NTL) data from the Defense Meteorological Satellite  Program-Operational Linescan System (DMSP-OLS). The results of each method were corroborated through qualitative and quantitative GIS analyses. We found that these two approaches can be used synergistically, combining the advantages of each to provide a fuller understanding of the urban transition at different spatial scales.;"Castrence, Miguel
Nong, H. Duong
Tran, C. Chinh
Young, Luisa
Fox, Jefferson";;Land Journal;Land Journal;2014-03-31;en;"land use mapping;urban areas";Urban Tenure;Land Use, Management & Investment;VNM;Peer-reviewed publication;http://www.mdpi.com/2073-445X/3/1/148/;http://www.mdpi.com/2073-445X/3/1/148/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2014 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
