ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publication date;Languages;Related concepts;Themes;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages;Potential List;Internal ID;
"UNCCD:352";"International Land Coalition (ILC) annual report 2013";"";"In 2013, the International Land Coalition (ILC) marked a historic expansion in its membership, reaching 152 member organisations in 56 countries, representing diverse interests and entities from national civil society organisations (CSOs) and grassroots movements to international non-governmental organisations (NGOs) and United Nations agencies, all with a common agenda to work together on behalf of the world’s most vulnerable people to make tangible progress in achieving secure and equitable access to land.ILC has also become a leading advocate for transparency and open knowledge on land governance issues.The Coalition and its partners have launched a new and improved version of the Land Matrix Global Observatory, an online database of large-scale land acquisitions, which has gained critical acclaim and received widespread coverage in the world’s media";"";"International Land Coalition";"International Land Coalition";"United Nations Convention to Combat Desertification";"2014-12-31";"en";"community land rights;grassroots organizations";"Indigenous & Community Land Rights;Land Stakeholders & Institutions";"COG;COL;GTM;MDG;MNG;NPL;TGO;TZA";"Journal Articles & Books";"https://library.unccd.int/Details/fullCatalogue/352";"http://www.landcoalition.org/sites/default/files/ILCAnnualReport2013.pdf";"";"";"";"94";"";""
"UNCCD:1345";"Arab Region SDG Index and Dashboards Report 2019";"";"The Arab region is a diverse one when it comes to sustainable development. In recent years and decades, we have seen both major success stories in prosperity and stability, but we have also witnessed tragic conflicts and wars. At the same time, the 22 countries of the region are bound together by a common history, language and culture. We share many similar challenges and opportunities. Instability and human insecurity are in no one’s interest. While progress in many areas of sustainable development is hindered by conflicts and instability, the opposite is also true: durable regional peace and security can only be achieved if all its countries are able to provide well-being to their populations while protecting their natural resources and the environment.

The Arab Region SDG Index and Dashboards are intended as a tool for governments and other stakeholders to
measure progress on the Sustainable Development Goals (SDGs), and to highlight gaps in both implementation
and data. The 2019 Arab Region SDG Index is the first in its kind and is therefore also intended as a conversationopener
about priority areas, policies and actions.

The 2019 Arab Region SDG Index comprises 105 indicators, each of which have an assigned score (0–100) and a
traffic light colour (green, yellow, orange, or red) to indicate performance. In addition, arrows indicate trends in
progress towards achieving the goals for those indicators where data for multiple years are available.

Compared to the Sustainable Development Report 2019, which contains the SDG Index and Dashboards for all UN
Member States, the Arab Region Index introduces 30 new indicators that reflect regional priorities and challenges.
The selection of these indicators, along with related thresholds, was greatly informed by two rounds of regional
expert consultations, which were conducted in May and August 2019 and collected more than 200 comments
from more than 40 individuals. The regional Index also removes indicators that are not useful or relevant for the
region or where data coverage is currently insufficient.

In addition, the 2019 Arab Region Index includes Palestine, which has so far not been included in the global SDG
Index reports. It also provides a total SDG achievement score for two countries – Libya and Somalia – that did not
receive one in the global Index due to low data availability.";"Dahan, Lara
Fuller, Grayson
Lafortune, Guillaume
Båsund, Karina Lisboa
Luomi, Mari
Karoubi, Eve de la Mothe
Verheyen, Seppe
Salman,  Zakareya Mohamed";"United Nations Sustainable Development Solutions Network";"";"United Nations Convention to Combat Desertification";"2019-12-31";"en";"land use;sustainable land management";"Land, Climate Change & Environment";"001";"Journal Articles & Books";"https://library.unccd.int/Details/fullCatalogue/1345";"http://catalogue.unccd.int/1345_2019_arab_region_index_and_dashboards.pdf";"";"";"";"159";"";""
"UNCCD:1346";"2019 Europe Sustainable Development Report";"";"This report comes at a critical time for Europe. The new President and Commission have already committed to a European Green Deal to achieve climate neutrality by 2050. They have further pledged to place the SDGs at the centre of the European Semester – the Union’s framework for the coordination of economic policies across member states. Indeed, in their mission letters each new Commissioner is asked to ensure “the delivery of the United Nations Sustainable Development Goals within their policy area. The College as a whole will be responsible for the overall implementation of the Goals.”

European countries lead globally on the SDGs, but none are on track to achieve the Goals by 2030. According to the global 2019 SDG Index prepared by the Bertelsmann Stiftung and the Sustainable Development Solutions Network (SDSN), all ten countries closest to achieving the SDGs are in Europe, a truly remarkable performance in the international perspective. Yet, as the EU SDG Index and Dashboards show, no European country is on track towards achieving the goals. 

The EU and its member states face the greatest challenges on goals related to climate, biodiversity, and circular economy, as well as in strengthening the convergence in living standards, across countries and regions. In particular, countries need to accelerate progress towards climate change (SDG 13), sustainable consumption and production (SDG 12), protection and conservation of biodiversity (SDGs 14 and 15), and sustainable agriculture and food systems (SDG 2). Many countries are falling back on “leave no one behind”, so the EU’s SDG strategy must place emphasis on strengthening social inclusion for all people living in its territory. Education and innovation capacities must be improved to raise living standards in poorer member states and accelerate the convergence in living standards.

European countries also generate large, negative spillovers that impede other countries’ ability to achieve the SDGs. Such spillovers comprise environmental spillovers (such as greenhouse gas emissions or biodiversity loss embodied in trade), financial and governance spillovers (such as banking secrecy), and security spillovers (such as weapons exports). The EU’s SDG strategy must identify and address negative international spillovers.";"Sachs, J.
Schmidt-Traub, G.
Lafortune, Guillaume
Charveria, Celine
Kettunen, Marianne";"United Nations Sustainable Development Solutions Network";"";"United Nations Convention to Combat Desertification";"2019-12-31";"en";"land use;sustainable land management";"Land, Climate Change & Environment";"150";"Journal Articles & Books";"https://library.unccd.int/Details/fullCatalogue/1346";"http://catalogue.unccd.int/1346_2019_europe_sustainable_development_report.pdf";"";"";"";"156";"";""
"UNCCD:1347";"2019 US Cities Sustainable Development Report";"";"US cities are at the forefront of the sustainable development challenge. They contain 80% of the country’s population, and therefore have the capacity to make or break SDG achievement (US Census Bureau 2016). But, while crucial to SDG attainment, they Executive Summary cannot accomplish this alone. While 80 percent of US residents live in urban areas, only 3 percent of land is urban; rural and urban areas are deeply interconnected (US Census Bureau 2016). 

To promote accountability and cooperation on SDG achievement at multiple scales, SDSN produces two additional indices that are relevant to the US: The Sustainable Development Report of the United States, which assesses SDG progress at the state level; and the Sustainable Development Report, which assesses SDG progress at the global level. In this year’s city index, we aim to highlight the interconnections between these three reports to put city performance in context.

When comparing results from the city, state, and global SDG indices, or looking at cities in the US of similar sizes or geographies, it is clear that localization is key. Localization efforts cannot be isolated, either - city governments looking to take on the SDG agenda should engage in networks of practice at multiple levels of government and across sectors to include businesses, universities, and civil society. This updated 2019 US Cities Sustainable Development Report adds nuance and context to further this important national dialogue.

The 2019 US Cities Sustainable Development Report presents an overview of how cities are performing on the UN’s Sustainable Development Goals (SDGs). Cities are given an overall score of 0 to 100, which can be interpreted as the percent of progress a city has made towards achieving the SDGs.

All data used in this report can be accessed on this website: www.github.com/sdsna/2019USCitiesIndex";"Lynch, Alainna
LoPresti, Anna
Fox, Caroline";"United Nations Sustainable Development Solutions Network";"United Nations Sustainable Development Solutions Network";"United Nations Convention to Combat Desertification";"2019-12-31";"en";"land use;sustainable land management;urban areas";"Land, Climate Change & Environment;Urban Tenure";"USA";"Journal Articles & Books";"https://library.unccd.int/Details/fullCatalogue/1347";"http://catalogue.unccd.int/1347_2019USCitiesReport.pdf";"";"";"";"61";"";""
"UNCCD:1348";"Sustainable Development Report 2019–Mediterranean Countries Edition";"";"The Sustainable Development Report 2019 – Mediterranean Countries Edition is a synthetic review of the fourth edition of the Sustainable Development Report 2019, including integrated contents and tables editing, specifically focusing on 23 Mediterranean countries. It was drafted by a team of experts of the University of Siena – Santa Chiara Lab, as hosting institution of the Sustainable Development Solutions Network for the Mediterranean Area (SDSN-Mediterranean), in an effort to raise awareness on the SDGs and foster the implementation of transformation strategies.

Scope of the report is to facilitate the interpretation of the SDG Index through aggregated results in order to better understand current trends towards SDGs and drive common action in the Mediterranean area. The first part of the Report focuses on the six transformation to achieve the SDGs, as elaborated in the Sustainable Development Report 2019, the SDG index and related dashboards, while the second part includes the profiles of the Mediterranean countries analyzed and their performance on SDGs.";"Sachs, J.
Schmidt-Traub, G.
Pulselli, R.M.
Gigliotti, M.
Cresti, S
Riccaboni, A.";"Bertelsmann Stiftung;United Nations Sustainable Development Solutions Network";"United Nations Sustainable Development Solutions Network";"United Nations Convention to Combat Desertification";"2019-12-31";"en";"land use;sustainable land management;urban areas";"Land, Climate Change & Environment;Urban Tenure";"001";"Journal Articles & Books";"https://library.unccd.int/Details/fullCatalogue/1348";"http://catalogue.unccd.int/1348_Report_SDG_MED-min.pdf";"";"";"";"30";"";""
"UNCCD:1349";"2019 SDG Index and Dashboards Report for European Cities (prototype version).";"";"This 2019 SDG Index and Dashboards Report for European Cities (prototype version) provides an overview of the performance of 45 capital cities and large metropolitan areas on the Agenda 2030 and 17 Sustainable Development Goals (SDGs) adopted by global leaders in September 2015 at the UN Sustainable Development Summit. It builds on previous work conducted by SDSN to monitor the SDGs at national and subnational levels and on TELOS’ scoping study “Sustainability Monitoring of European Cities” prepared in collaboration with the European Commission’s Directorate-General for Environment.The interactive dashboard provides a visual representation of cities' performance by SDGs to identify priorities for action.

How can it help? – This is the first report comparing the performance (index scores and detailed dashboards) of capital cities and a selection of large metropolitan areas in the EU and EFTA on the 17 SDGs. In total, results for 45 European cities using 59 indicators are presented in this first prototype version.

Results: Three Nordic European cities are at the top of the Index this year – Oslo, Stockholm and Helsinki. Yet, even for these top performing cities major challenges remain in order to achieve all 17 SDGs. The report generates five major findings:

    No capital cities and large metropolitan in Europe has achieved the SDG’s.
    There are persistent challenges related to SDG 12 (Responsible Consumption and Production), SDG 13 (Climate Action) and SDG 15 (Life on Land).
    Decarbonizing transportation in cities and providing access to affordable housing remain major policy priorities.
    Compared to the US Cities Index, better nutrition, diet and a more active lifestyle in Europe drive higher performance on SDG 2 (No Hunger) and SDG 3 (Health and Well-Being).
    Inequalities in economic and social outcomes and international spillover effects from consumption in cities require better data.

The report was prepared by a team of researchers from the Sustainable Development Solutions Network (SDSN) and the Brabant Center for Sustainable Development (Telos, Tilburg University).
";"Lafortune, Guillaume
Schmidt-Traub, G.
Fuller, Grayson
Mulder, Rens
Dagevos, John
Zoeteman, Kees";"United Nations Sustainable Development Solutions Network";"United Nations Sustainable Development Solutions Network";"United Nations Convention to Combat Desertification";"2019-12-31";"en";"land use;sustainable land management;urban areas";"Land, Climate Change & Environment;Urban Tenure";"150";"Journal Articles & Books";"https://library.unccd.int/Details/fullCatalogue/1349";"http://catalogue.unccd.int/1349_2019_sdg_index_euro_cities.pdf";"";"";"";"66";"";""
"UNCCD:1425";"Valorar la importancia del desarrollo de capacidades enfocada al manejo sostenible del suelo y la protección del medio ambiente. Uso y manejo sosteinible de suelos . Fundamentos y procedimientos selectos enfocados al autoaprendizaje y la ensenanza guiada";"";"Faced with a new global paradigm of achieving the Sustainable Development goals by 2030 and especially on the issue of soils, goal 15.3, which says: “By 2030, fight desertification, rehabilitate degraded lands and soils, including lands affected by desertification, drought and floods, and seek to achieve a world with neutral soil degradation. ” In this regard, it is clear that the international community has taken up the sustainability approach as a “bet” to somehow remedy the problem of the degradation of the Earth's resources, and thereby create a better future. This approach to soils acquires a major relevance in at least three aspects: 1) in the ecological balance for wildlife; 2) in productive use; and 3) in environmental health for the benefit of people as a fundamental human right. That is, by relaunching the message of “Sustainable Land Management” as a hopeful concept and a means to achieve greater objectives in relation to food security, migration, the fight against poverty and malnutrition.";"Santos, Armando Lopez";"";"";"United Nations Convention to Combat Desertification";"2019-12-31";"en";"capacity building;poverty;sustainable land management";"Land, Climate Change & Environment;Socio-Economic & Institutional Context";"001";"Journal Articles & Books";"https://library.unccd.int/Details/fullCatalogue/1425";"http://catalogue.unccd.int/1425_Uso_Sostenible_de_Suelos_Armando_Lopez_Santos_9nov2019.pdf";"";"";"";"244";"";""
"UNCCD:1498";"Supporting the Global Response to the COVID-19 Pandemic: Land-based Solutions for Healthy People and a Healthy Planet";"";"Land is the foundation for all life on Earth. How land is used and managed influences nature, food, water, energy, climate, and even our health. Today, the pressures on land and the wealth of resources it provides are greater than at any other time in human history. Nearly three quarters of the Earth’s ice-free land has been transformed from its natural state, mainly to meet the demand for food, raw materials and human settlement.1,2 Even more alarming is the accelerated pace of land conversion, in order to provide the food, animal feed, fiber, bioenergy and water needed to achieve all Sustainable Development Goals (SDGs). Over the past 50 years, industrial production, technological development and our changing consumption patterns have significantly altered all ecosystems, putting over 1 million species at risk.

Since late 2019, the world has been struggling to contain an outbreak of a new zoonotic virus commonly called COVID-19, and the repercussions have been colossal. Beyond the devastating public health crisis, the COVID-19 pandemic has evolved into a complex emergency with significant humanitarian, socio-economic, political and security dimensions. It has laid bare the vulnerability of both our human and natural systems, which were already threatened by climate change. On the economic front, recession and the contraction of per capita income is taking place in more countries simultaneously than at any other point since 1870.12  The pandemic poses a real challenge to the global goal of ending poverty by 2030 (SDG 1)13 , which is now projected to increase for the first time since 1990.14  Poor, marginalized communities, without any support or safety net, are particularly vulnerable, and the number suffering from hunger could go from 135 million to more than 250 million people.15 The agricultural labor force is buckling under the strain of the lockdown response to the pandemic and almost 1.6 billion informal economy workers are significantly impacted.16  The resilience of global systems in most sectors has taken a tremendous hit, leading to dramatic swings in commodity markets and serious food supply chain disruptions,17  a sharp contraction in remittances—the largest source of foreign exchange earnings for emerging markets and developing countries,18  and even signs of reverse migration between countries and from urban back to rural areas.19The pandemic-driven economic crisis itself brings impacts on human health that extend beyond the pandemic itself. 

As the number of coronavirus cases and deaths grow, disruptions in other healthcare areas have been significant, particularly for the most vulnerable. The ripple effects of the lockdown have rebounded upon already beleaguered health care systems in ways that will affect many who may have already weathered the coronavirus storm. For example, the developing world could witness 1.4 million excess tuberculosis deaths by 202520 , while in sub-Saharan Africa over the next year, experts have predicted the possibility of 500,000 excess deaths due to AIDS-related illnesses21  and 325,000 excess malaria deaths.2

The Solution – Safeguarding people’s lives and their livelihoods, keeping the land in balance";"";"United Nations Convention to Combat Desertification";"United Nations Convention to Combat Desertification";"United Nations Convention to Combat Desertification";"2020-12-31";"en";"land degradation;land degradation;sustainable land management";"Land, Climate Change & Environment";"001";"Journal Articles & Books";"https://library.unccd.int/Details/fullCatalogue/1498";"http://catalogue.unccd.int/1498_UNCCD_ Covid_ layout-low res-1.pdf";"";"";"";"15";"";""
"UNCCD:1571";"Scaling up Sustainable Land Management. A collection of SLM Technologies and Approaches in Northern Uganda and beyond";"";"This collection of Sustainable Land Management (SLM) practices was compiled as part of the International Fund for Agriculture Development (IFAD) funded project ‘Scaling up SLM practices by smallholder farmers: working with agricultural extension services to identify, assess and disseminate SLM practices’ implemented by the Centre for Development and Environment (CDE) of the University of Bern, Switzerland, hosting the World Overview of Conservation Approaches and Technologies (WOCAT) Secretariat, in partnership with Uganda Landcare Network (ULN) and close collaboration with the IFAD-supported loan investment in Uganda – the Programme for the Restoration of Livelihoods in the Northern Region (PRELNOR).

This collection of data and documentation of SLMTechnologies (Ts) and Approaches (As) serves an invaluable technical tool for a range of stakeholders: extension agents, SLM planners, policy makers, private sector, and farmers. It includes relevant information on different SLM practices including implementation details, ecological and socio-economic benefits and disadvantages etc. to support informed decision making in SLM.
Prior to documentation of SLM Ts and As, a reconnaissance study in the project area in Northern Uganda was conducted to obtain an overview of SLM practices, the status of extension service and characterization of key landscapes. A Trainer of Trainers (ToT) was then conducted targeting Local Government officials, zonal centers under the National Agricultural
Research Organisations (NARO), Directorate of Extension of Ministry of Agriculture Animal Industriesand Fisheries (MAAIF), Champion farmers and project staff of PRELNOR and ULN. Documentation using standardised WOCAT tools was done by ULN staff together with field extension staff including NARO research scientists.";"";"World Overview of Conservation Approaches and Technologies";"World Overview of Conservation Approaches and Technologies";"United Nations Convention to Combat Desertification";"2020-12-31";"en";"sustainable land management;sustainable land management";"Land, Climate Change & Environment";"UGA";"Journal Articles & Books";"https://library.unccd.int/Details/fullCatalogue/1571";"http://catalogue.unccd.int/1571_Scaling_Sustainable_Complete_July_17_2020_Light.pdf";"";"";"";"244";"";""
"UNCCD:1610";"Status of the World’s Soil Resources (SWSR) – Main Report";"";"The SWSR is a reference document on the status of global soil resources that provides regional assessments of soil change. The information is based on peer-reviewed scientific literature, complemented with expert knowledge and project outputs. It provides a description and a ranking of ten major soil threats that endanger ecosystem functions, goods and services globally and in each region separately. Additionally, it describes direct and indirect pressures on soils and ways and means to combat s oil degradation. The report contains a Synthesis report for policy makers that summarizes its findings, conclusions and recommendations.

See sections and individual chapters :

    Introductory information
    Chapter 1: Introduction
    Chapter 2: The role of soils in ecosystem pr ocesses
    Chapter 3: Global Soil Resources
    Chapter 4: Soils and Humans
    Chapter 5: Drivers of global soil change
    Chapter 6: Global soil status, processes and trends
    Chapter 7: Soil change: impacts and responses
    Chapter 8: Governance and policy responses to soil change
    Chapter 9: Regional Assessment of Soil Changes in Africa South of the Sahara
    Chapter 10: Regional Assessment of Soil Change in Asia
    Chapter 11: Regional Assessment of Soil Changes in Europe and Eurasia
    Chapter 12: Regional Assessment of Soil Changes in Latin America and the Caribbean
    Chapter 13: Regional Assessment of Soil Changes in the Near East and North Africa
    Chapter 14: Regional Assessment of Soil Changes in North America
    Chapter 15: Regional Assessment of Soil Change in the Southw est Pacific
    Chapter 16: Regional Assessment of Soil Change in Antarctica
    Annex: Soil groups, characteristics, distribution and ecosystem services
    Glossary of Technical Terms
    Authors and affiliations

Also available is the Technical Summary of the Status of the World’s Soil Resources.";"";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"United Nations Convention to Combat Desertification";"2015-12-31";"en";"land degradation;sustainable land management";"Land, Climate Change & Environment";"001";"Journal Articles & Books";"https://library.unccd.int/Details/fullCatalogue/1610";"http://catalogue.unccd.int/1610_fao_world_soil_resources_2015_I5199E.pdf";"";"";"";"650";"";""
"UNCCD:1618";"Sustainable Development Goals and the environment in Europe: a cross-country analysis and 39 country profiles";"";"At the United Nations (UN) Sustainable Development Summit on 25-26 September 2015, world leaders adopted the global framework ‘Transforming our World: The 2030 Agenda for Sustainable Development’, which included 17 global Sustainable Development Goals (SDGs) and 169 targets. The 2030 Agenda builds on the Millennium Development Goals and aims to eradicate poverty, leaving no one behind, and to shift the world on to a sustainable and resilient path.
The SDGs are clustered into five areas, which are also known as the ‘5Ps’ of the 2030 Agenda: people, planet, prosperity, peace, and partnership. The planet cluster covers SDGs with an environmental focus and aims, inter alia, to protect the planet from degradation by promoting sustainable consumption and production, the sustainable management of natural resources, and taking urgent action on climate change.

To track progress towards the SDGs, the UN adopted a revised set of global indicators in July 2017, which includes 232 indicators covering all 169 targets. Throughout 2019, a comprehensive review was conducted to improve the global monitoring framework and facilitate global monitoring of the 2030 Agenda. As a result, the global set now includes 231 indicators with the available methodology. At the European level, Eurostat leads the development and review of the EU SDG indicator set, which was first published on 31 May 2017 and subsequently updated each year (latest update was 16 January 2020). Based on this set of indicators, Eurostat is responsible for publishing annual EU SDG monitoring reports, the latest of which was published in June 2020.

Contents

    Sustainable Development Goals and the environment in Europe: a cross-country analysis and 39 country profiles
    Background, purpose and methodology
    Cross-country analysis
    Varied focus of environmental action and prioritisation in Eionet countries
    What are the SDG-related structures and processes in Eionet countries?
    European countries lead the way on global SDG action
    References and further reading

";"";"European Environment Agency";"European Environment Agency";"United Nations Convention to Combat Desertification";"2020-12-31";"en";"land degradation;sustainable land management";"Land, Climate Change & Environment";"150";"Journal Articles & Books";"https://library.unccd.int/Details/fullCatalogue/1618";"http://catalogue.unccd.int/1618_SDGs_the _Environment_cross-country_analysis.pdf";"";"";"";"106";"";""
"UNCCD:1627";"Community Approaches to Sustainable Land Management and Agroecology Practices";"";"As of 2017, SGP has awarded over 3,800 small grants to land degradation projects in over 120 countries, many of which are in regions with extreme levels of poverty and food insecurity across Africa and Latin America. Africa, in particular, is experiencing the highest population growth of the developing world, while being exposed and vulnerable to the rising impact from climate change. The collective outcomes of these successful projects show that with careful and targeted intervention communities are being able to address the drivers of land degradation, reverse the negative trends in soil fertility, secure nutritious food from their lands, and sometimes generating a surplus which provides much needed income to meet health and educational requirements of their children.

Healthy land is fundamental for human life and wellbeing. It provides food, water, carbon, and other benefits that are essential for our life. However, land degradation is increasingly becoming one of the major global environmental issues today. It is estimated that almost a quarter (22.5 percent) of land has been degraded since the mid-twentieth century.

With the global population on the rise, coupled with climate change, the pressure on land and the natural environment are increasing. Local communities are often bearing the brunt of this burden. In particular, poor, women, indigenous peoples, youth, and other vulnerable communities are disproportionately impacted by land degradation.

The GEF Small Grants Programme (SGP), implemented by UNDP, has been playing a key role in promoting Sustainable Land Management at the community level. The focus of our program is on: 1) reducing pressures on natural resources from competing land uses in the wider landscapes; and 2) maintaining or improving the flows of agro-ecosystem services to sustain livelihoods of local communities. The program is fully in line with the Global Environment Facility’s strategy on sustainable land management and other related programe. It also clearly supports the implementation of the United Nations Convention to Combat Desertification and its 10 year Strategic Plan on Land Degradation Neutrality.

The Sustainable Land Management program is quickly becoming one of the largest portfolio of the SGP. Together with partners, the SGP supports community organizations to use approaches, techniques and methodologies in line with
the principles of agroecology and climate-sensitive land resources management.
In this publication, you will find good practices and approaches that has been tested and proven successful by SGP projects around the world. These initiatives have shown evidence on improved land management by communities, nested on traditional knowledge and innovation.

Sustainable Land Management is quickly becoming one of the largest portfolio of the SGP. Together with partners, the SGP supports community organizations to use approaches, techniques and methodologies in line with the principles of agroecology and climate-sensitive land resources management. In this publication, you will find good practices and approaches that has been tested and proven successful by SGP projects around the world. These initiatives have shown evidence on improved land management by communities, nested on traditional knowledge and innovation.

Sustainable Land Management is quickly becoming one of the largest portfolio of the SGP. Together with partners, the SGP supports community organizations to use approaches, techniques and methodologies in line with the principles of agroecology and climate-sensitive land resources management. In this publication, you will find good practices and approaches that has been tested and proven successful by SGP projects around the world. These initiatives have shown evidence on improved land management by communities, nested on traditional knowledge and innovation.

The high rate of land degradation is threatening livelihoods and leading to biodiversity and habitat loss. Population pressure and pervasive poverty resulting from political, social and economic stressors is increasing food insecurity in vulnerable communities across the developing world. Against this backdrop, the world will need to increase food production by 60 to 70 percent by 2050. Unless there is a shift in the way land and soils are managed for food production, biodiversity and ecosystem services may be locked into a downward trajectory from which recovery will be impossible or too costly to achieve.

The expansion of food production need not come at the expense of native habitat. Rehabilitating and restoring degraded lands offers tremendous opportunities to boost production and enhance food security. Improving land use practices can also go a long way in preserving the health of soils and optimizing the use of water. The GEF Small Grants Programme (SGP), implemented by the United Nations Development Programme (UNDP), has been working with community organizations around the world to identify, implement and scale-up innovative technologies in sustainable land management (SLM). Grassroots agroecological practices that integrate the management of land, water, and biodiversity
are starting to meet rising food demands particularly in vulnerable communities of dryland countries. By investing and working with communities on sustainable land management and agroecology, SGP has introduced and disseminated appropriate policies and incentives to accelerate pro-poor growth, thereby contributing to the achievement of the Sustainable Development Goals, including SDG 15 – Life on Land.";"";"Global Environment Facility;United Nations Development Programme";"United Nations Development Programme";"United Nations Convention to Combat Desertification";"2018-12-31";"en";"agricultural land management;agriculture;biodiversity;climate change;food security;forest management plans;land degradation;sustainable land management";"Forest Landscape Restoration;Forest Tenure;Land & Food Security;Land, Climate Change & Environment";"018;ARM;BRB;CHN;CUB;ERI;GMB;MNG;NGA;TZA;ZAF;ZWE";"Journal Articles & Books";"https://library.unccd.int/Details/fullCatalogue/1627";"http://catalogue.unccd.int/1627_untitled.pdf";"";"";"";"";"";""
"UNCCD:200000254";"Informing investments in land degradation neutrality efforts: A triage approach to decision making";"";"Sustainable Development Goal (SDG) target 15.3 commits countries to strive towards land degradation neutrality (LDN) by 2030. LDN requires reductions in land quality to be balanced by efforts to restore or rehabilitate degraded areas. However, decisions need to be made as to where to invest given limited budgets and the impossibility of targeting all degraded land. 

Any prioritisation process is likely to be controversial and needs to be underpinned by transparent, justifiable, repeatable decision processes. In this paper, the authors develop a triage approach for LDN, drawing on experiences from biodiversity conservation. In conservation, triage refers to prioritisation where for a given budget, threatened species, habitats or ecosystems receive management if they contribute more to the achievement of particular objectives (e.g. maintaining ecosystem function, ensuring the survival of a species) and the management actions are more likely to be successful. 

Conservation triage has proved both effective in allocating scarce resources, and controversial, as it requires acceptance that it is not possible to save everything. The authors present a decision framework 'the Decision Dahlia' that transposes triage principles to the LDN decision context, recognising that not all land can be improved. 

First, the authors consider countries’ reporting needs on SDG 15.3 and set out a decision process to support progress towards three biophysical global indicators agreed by the United Nations. Second, they take a more people-centred approach, recognising the imperative for social justice and good governance, matching LDN investment decisions more closely with societal needs in an integrated social-ecological systems approach. The authors then reflect on the remaining risks, such as the potential for vulnerable areas to miss out on investments due to the scale of decision making and challenges of leakage. 

While the authors acknowledge the controversial nature of the approach, they argue that a decision framework grounded in triage principles, offers a transparent, justifiable and repeatable process for deciding where to invest in efforts to achieve LDN. This can lower financial costs and help to reduce risks so that ‘striving towards LDN’ does not exacerbate existing drivers of land loss and worsen poverty.";"Dallimer, Martin
Stringer, Lindsay";"";"";"United Nations Convention to Combat Desertification";"2018-12-31";"en";"land degradation;sustainable land management";"Land, Climate Change & Environment";"001";"Journal Articles & Books";"https://library.unccd.int/Details/fullCatalogue/200000254";"http://catalogue.unccd.int/254_Article_1-s2.0-S146-main.pdf";"";"";"";"";"";""
"UNCCD:200000270";"Learning from non-linear ecosystem dynamics is vital for achieving land degradation neutrality";"";"Land Degradation Neutrality is one of the Sustainable Development Goal targets, requiring on-going degradation to be balanced by restoration and sustainable land management. However, restoration and efforts to prevent degradation have often failed to deliver expected benefits, despite enormous investments. Better acknowledging the close relationships between climate, land management and non-linear ecosystem dynamics can help restoration activities to meet their intended goals, while supporting climate change adaptation and mitigation. 

This paper is the first to link ecological theory of non-linear ecosystem dynamics to Land Degradation Neutrality offering essential insights into appropriate timings, climate-induced windows of opportunities and risks and the financial viability of investments. These novel insights are pre-requisites for meaningful operationalisation and monitoring of progress towards Land Degradation Neutrality.";"Sietz, Diana
Fleskens, Luuk
Stringer, Lindsay C.";"";"";"United Nations Convention to Combat Desertification";"2017-12-31";"en";"land degradation;sustainable land management";"Land, Climate Change & Environment";"001";"Journal Articles & Books";"https://library.unccd.int/Details/fullCatalogue/200000270";"http://catalogue.unccd.int/270_Article_Sietz_et_al.pdf";"";"";"";"";"";""
"UNCCD:200000278";"China’s land resources dilemma: Problems, outcomes, and options for sustainable land restoration";"";"Pressing issues such as water and food security, health, peace, and poverty are deeply linked to land degradation. The authors use China’s major land restoration programs as a case offering perspective on the existing problems in China’s major policies for improving degraded land and maintaining land resources in three dimensions. 

The shortcomings and outcomes in terms of biophysical consequences, socioeconomic benefits, and political goals are addressed, namely (i) non-integrated land resources management creates new problems while solving existing problems, (ii) non-participatory processes and “one-size-fits-all” measures compromise socioeconomic benefits, and (iii) implementation outcomes conflict with policy targets for sustainable land management and development. 

Based on discussions for more sustainable land management, the authors conclude that China needs to create a new mode of ‘economy and environment’ in plans and actions of restoring degraded land resources. Establishing multifunctional land-use systems based on formulating and balancing multiple benefits/services across socio-ecological sectors can be an option to achieve such a mode. 

At the end, recommendations are given for research and implementation that are not only vital for China but also relevant for other regions since the challenges of afforestation and sustainable land development faced in China are not unique.";"Zhang, Lulu
Schwärzel, Kai";"";"";"United Nations Convention to Combat Desertification";"2017-12-31";"en";"land degradation;sustainable land management";"Land, Climate Change & Environment";"CHN";"Journal Articles & Books";"https://library.unccd.int/Details/fullCatalogue/200000278";"http://catalogue.unccd.int/278_Article_sustainability-09-02362.pdf";"";"";"";"";"";""
