ID;Title;Description;Acronym;Image;Geographical focus;Related concepts;Themes;Start date;End date;Budget Currency;Budget value;Budget value USD;website;Contact info;Staff;Donors;Implementers;Data provider
"MOD:911";"Smallholder Productivity Promotion Programme (S3P)";"The goal of the programme is to improve income levels and food and nutrition security of 60,000 poor rural households, in three provinces of Zambia: Kasama, Mansa and Lusaka, who depend on agriculture and/or agricultural related activities. The programme will complement the Smallholder Agribusiness Promotion Programme (SAPP) and will support the efforts of the Ministry of Agriculture and Cooperatives (MACO) by enhancing on-farm productivity of smallholder farmers thus enabling them to respond to emerging market opportunities.

Land and natural resource governance related activities aim to strengthen the participatory community-level land use planning, management processes land tenure security through the provision of technical support for training and the development of guidelines, these activities will be gender sensitive and include boundary demarcation of female-headed households and women’s fields according to households as appropriate.";"";"";"ZMB";"customary law;customary tenure;land access;land administration;land governance;land law;land ownership;land rights;land tenure;land tenure systems;land use planning;security of tenure (land);title deed";"";"2011-12-31";"2018-12-31";"USD";"355000";"355000";"http://operations.ifad.org/web/ifad/operations/country/project/tags/zambia/1567/project_overview";"Harold Liversage, IFAD <h.liversage@ifad.org>";"";"Ministry of Foreign Affairs (Finland);International Fund for Agricultural Development (IFAD)";"Government of Zambia";"Global Donor Platform for Rural Development"
"MOD:910";"Agricultural Sector Development Programme - Livestock: Support for Pastoral and Agro-Pastoral Development (ASDP-L)";"The programme aims to improve food security and increase incomes among 460,840 households in the areas of Manyara, Tanga, Pemba, Unguja, Dodoma and Singida. Specifically, the programme works to improve the livelihoods of the poorest agro-pastoralists and pastoralists. It strengthens the capacity of livestock communities and enhances the delivery of livestock development services to smallholders. Further it aims to improve marketing systems and infrastructure for livestock products and strengthen national and local government institutions to provide services to the livestock subsector.

On land and natural resource governance, the programme stresses the importance of land-use planning particularly with respect to assuring tenure, resolution of conflicts over land and water among competing interest groups and the sustainability of the natural resource base. It adopts land-use plans which will establish clear land-use demarcation and protect and monitor water resources. The programme supports village land use planning and rangeland management through  the Collaborative Initiative on Land Issues (CALI). The goal is that on the mainland at least 72 villages will have proper land-use plans.";"";"";"TZA";"land access;land administration;land conflicts;land dispute;land dispute resolution;land governance;land law;land ownership;land tenure;land tenure systems;land use planning;security of tenure (land)";"Land Conflicts;Land in Post-Conflict Settings";"2007-01-31";"2017-03-31";"USD";"2370000";"2370000";"http://operations.ifad.org/web/ifad/operations/country/project/tags/tanzania/1306/project_overview";"Harold Liversage, IFAD <h.liversage@ifad.org>";"";"International Fund for Agricultural Development (IFAD)";"Government of Tanzania";"Global Donor Platform for Rural Development"
"MOD:1236";"ProREDD";"Forest Management Planning, define land and user rights over forest areas";"";"";"TGO";"area;land";"";"2014-06-30";"2019-07-31";"USD";"1860000";"1860000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH";"Global Donor Platform for Rural Development"
"MOD:1237";"Conservation of Biodiversity and Forest Management";"In the peripheral area of ​​Kahuzi-Biega National Park, smallholders are supported in the application of local agricultural production / reforestation systems on 1,000 ha of land secured by modern land titles. The program plans to support smallholders (men and women) in obtaining land titles (customary land titles), including the cadastre of each plot supported through geolocation.";"";"";"COD";"area;land;women";"Land & Gender";"2016-09-30";"2019-08-31";"USD";"4430000";"4430000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH";"Global Donor Platform for Rural Development"
"MOD:1234";"Improving land rights policies (VGGT) and responsible agricultural investments (rai) through effective and meaningful dialogue structures between civil society";"Land rights policies and responsible agricultural investments are implemented through effective and meaningful dialogue structures between the civil society and other actors in coherence with the right to food.";"";"";"SLE;BFA;LBR;ETH";"land;land rights";"";"2017-05-31";"2019-12-31";"USD";"1880000";"1880000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"Welthungerhilfe";"Global Donor Platform for Rural Development"
"MOD:1235";"Capacity Development in the Transport Sector";"Capacity Development in the Transport Sector 
- Road Building 
- Road administration";"";"";"LBR";"development";"";"2014-05-31";"2019-07-31";"USD";"1680000";"1680000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH";"Global Donor Platform for Rural Development"
"MOD:1232";"Piloting the use of Participatory Rangeland Management (PRM) in Tanzania and Kenya";"The general objective of the project is to attain secure and better use of rangelands and expand the role of women in selected pastoral communities in Kenya and Tanzania. This will be done by developing and testing a Participatory Rangeland Management system, working under the umbrella of the ILC Rangelands Initiative. 

The project will be developed around three clusters of activities: 
- development of the Participatory Rangeland Managementsystem; 
- development of local and national guidelines and strategies on Participatory Rangeland Management; 
- capacity building of local and national governments, Civil Society Organisations (CSOs) and communities to implement the system.";"";"";"TZA;KEN";"climate change;customary law;customary tenure;eviction;indigenous land rights;indigenous peoples;land administration;land governance;land law;land rights;land tenure systems;land use planning;security of tenure (land);women";"Land & Gender;Land, Climate Change & Environment;Indigenous & Community Land Rights";"2017-12-31";"2021-12-31";"USD";"1850000";"1850000";"";"Mwangi NJURU, EU Delegation to Kenya <Mwangi.NJURU@ec.europa.eu>";"";"European Union";"International Land Coalition;International Fund for Agricultural Development (IFAD)";"Global Donor Platform for Rural Development"
"MOD:1233";"Together against land grabbing: Strengthening civil society, easy-to-understand land rights";"Strengthening civil society to defend their land rights.";"";"";"KHM";"land;land grabbing;land rights";"";"2017-09-30";"2021-12-31";"USD";"550000";"550000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"Welthungerhilfe";"Global Donor Platform for Rural Development"
"MOD:1230";"Restoring Peatlands in Russia - for fire prevention and climate change mitigation II";"Within the framework of the project, the most important dry-laid peatlands in Central Russia are identified and rewetted using various methods. In addition, Russian partners will be trained so that they can independently implement the method of ecological rewetting in the future. Possibilities of sustainable use of rewetted marshland (""Paludiculture"") are being tested and piloted where possible. The project thus makes an important contribution to the reduced risk of fire, protection of the climate and restoration of a unique biodiversity.";"";"";"RUS";"land governance;land law";"";"2017-05-31";"2020-01-31";"USD";"1845000";"1845000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"KFW";"Global Donor Platform for Rural Development"
"MOD:1231";"Adapted ecosystem management to the protection against coastal erosion in a changing climate";"Contribution to the coastal protection and reduction of the impact of climate change on vulnerable groups through rehabilitation and adapted management of coastal ecosystems.";"";"";"COL";"customary law;customary tenure;land rights;land tenure systems";"";"2018-02-28";"2020-01-31";"USD";"980000";"980000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"KFW";"Global Donor Platform for Rural Development"
"MOD:330";"Sanitation and urban development project - Bamako";"";"";"";"MLI";"development";"";"2010-01-31";"2017-01-31";"";"";"";"";"";"";"Agence Française de Développement";"";"Global Donor Platform for Rural Development"
"MOD:1238";"Food Security and Agricultural Development";"Support to agro pastoral mediation through accompanying measures like providing water access to herds, while securing fields.";"";"";"SSD";"development;food security";"Land & Food Security";"2017-09-30";"2019-12-31";"USD";"1660000";"1660000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH";"Global Donor Platform for Rural Development"
"MOD:686";"Support for the Implementation of the Voluntary Guidelines on Land Tenure (Component 1)";"The United Kingdom will provide financial support totalling GBP 3 922 159 over three years for the dissemination and effective and high quality implementation of the Voluntary Guidelines on the Responsible Governance of Tenure of Land, Fisheries and Forests in the Context of National Food Security (Voluntary Guidelines) which were globally endorsed by the Committee on World Food Security in May 2012 and whose implementation has been encouraged by the UK. Effective implementation of the Voluntary Guidelines is also the overarching purpose of the new G8 land partnerships negotiated in 2013 under the UK G8 Presidency. 
Component 1, which focuses on Myanmar, Nepal, and South Africa will focus on delivering country level workshops to raise awareness on the Voluntary Guidelines, increasing the ability of governments and citizens to understand and administer tenure rights and the processes involved in providing access to and transferring such rights, supporting multi-stakeholder national forums and the development of plans for mainstreaming the Voluntary Guidelines in participating countries.";"";"";"ZAF;NPL;MMR";"climate change;compensation;customary law;customary tenure;eminent domain;eviction;expropriation;fisheries;forest land;indigenous land rights;indigenous peoples;land access;land acquisitions;land administration;land allocation;land conflicts;land consolidation;land dispute;land dispute resolution;land distribution;land governance;land investments;land law;land markets;land ownership;land policies;land reform;land rights;land tenure;land tenure systems;land transfers;land use planning;land valuation;legal empowerment;natural disasters;public ownership;research;security of tenure (land);state property;title deed;women";"Land Conflicts;Land & Gender;Land in Post-Conflict Settings;Land, Climate Change & Environment;Land & Investments;Forest Tenure;Indigenous & Community Land Rights";"2013-12-31";"2017-03-31";"USD";"400000";"400000";"http://www.fao.org/nr/tenure/en/";"Andrew Hilton, FAO, +39 0657054987 <Andrew.Hilton@fao.org>";"";"Food and Agriculture Organization of the United Nations (FAO);UK Department for International Development";"";"Global Donor Platform for Rural Development"
"MOD:1157";"Supporting Implementation of the Voluntary Guidelines on the Responsible  Governance of Tenure of Land, Fisheries and  Forests (Component 2a)";"FAO will add value to the Mekong Region Land Governance (MRLG) project through an approach known as transversal support. This approach is aimed at providing support across a number of projects/activities and it will support the mainstreaming and coordination of the VGGT into national activities in the four countries. This will ensure that the impact of the MRLG will be strengthened and, by supporting a holistic approach to land, fisheries and forests, extended to include the broader scope of interrelated natural resources. The transversal support will include a strong capacity development element, aimed at national counterparts and stakeholders through the application of public goods already produced by FAO.";"";"";"VNM;LAO;KHM;MMR";"land access;land governance;land law;land ownership;land policies;land tenure;legal empowerment;research";"";"2016-10-31";"2020-06-30";"USD";"840000";"840000";"";"Louisa Jansen, FAO <Louisa.Jansen@fao.org>";"";"Swiss Agency for Development and Cooperation;Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Global Donor Platform for Rural Development"
"MOD:1156";"Liberia Land Administration Project";"The Project Development Objective is to strengthen the institutional capacity of the Liberia Land Authority and establish a land administration system.";"";"";"LBR";"customary law;customary tenure;land access;land administration;land dispute;land dispute resolution;land governance;land law;land ownership;land policies;land rights;land tenure;land tenure systems;land use planning;legal empowerment;security of tenure (land);title deed";"Land Conflicts";"2018-02-28";"2022-10-31";"USD";"7000000";"7000000";"http://projects.worldbank.org/P162893?lang=en";"Linus Pott, World Bank <lpott@worldbank.org>";"";"World Bank Group";"";"Global Donor Platform for Rural Development"
"MOD:1155";"Support for the clarification of land management issues";"The analysis of the land reform in Zimbabwe is supported through the experiences of the German development assistance.";"";"";"ZWE";"development;land;land management;land reform";"";"2014-07-31";"2015-04-30";"USD";"30000";"30000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH";"Global Donor Platform for Rural Development"
"MOD:1154";"Decentralisation for Development II";"Support for the Zambian government to implement a development-orientated decentralisation.";"";"";"ZMB";"land governance;land law";"";"2015-04-30";"2018-03-31";"USD";"1450000";"1450000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH;KFW";"Global Donor Platform for Rural Development"
"MOD:1153";"Participation of the rural population in water and soil management up-stream of the Nehana Dam";"The goal is that the society in the area of the Nebhana dam is integrated in a sustainable management of the natural resources water and soil.";"";"";"TUN";"area;rural population";"";"2015-12-31";"2018-09-30";"USD";"440000";"440000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH";"Global Donor Platform for Rural Development"
"MOD:1152";"Sustainable Land Management";"The goal is that sustainable land management capacities are improved.";"";"";"SOM";"land;land management;sustainable land management";"Land, Climate Change & Environment";"2015-09-30";"2019-02-28";"USD";"2570000";"2570000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH";"Global Donor Platform for Rural Development"
"MOD:1151";"Strengthening of Municipal Land Management in Serbia III";"The capacities of local authorities to manage land use in an ecologically sustainable,  socially balancing and efficient way are strengthened.";"";"";"SRB";"land governance;land law";"";"2016-01-31";"2018-12-31";"USD";"1670000";"1670000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH";"Global Donor Platform for Rural Development"
"MOD:1019";"Development and conduct of VGGT-based framework for assessing forest tenure";"FAO initiated a VGGT-informed forest tenure assessment in Uganda in August 2015. The framework was developed and tested to evaluate the forest tenure related policies, laws, institutions, and administration in order to identify areas for improvement with respect to the VGGT principles, as well as identify and prioritize actions for strengthening governance of forest tenure in the country.";"";"";"UGA";"climate change;compensation;customary law;customary tenure;eminent domain;eviction;expropriation;fisheries;forest land;indigenous land rights;indigenous peoples;land access;land acquisitions;land administration;land allocation;land conflicts;land consolidation;land dispute;land dispute resolution;land distribution;land governance;land investments;land law;land markets;land ownership;land policies;land reform;land rights;land tenure;land tenure systems;land transfers;land use planning;land valuation;legal empowerment;natural disasters;public ownership;research;security of tenure (land);state property;title deed;women";"Land Conflicts;Land & Gender;Land in Post-Conflict Settings;Land, Climate Change & Environment;Land & Investments;Forest Tenure;Indigenous & Community Land Rights";"2020-01-31";"2020-01-31";"";"";"";"http://www.fao.org/nr/tenure/en/";"Safia Aggarwal, FAO <safia.aggarwal@fao.org>";"";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Global Donor Platform for Rural Development"
"MOD:303";"Regional Planning and Development in the Amazon Region";"provision of climate and environment friendly approaches (green economy), promotion policy regarding controlling deforestation";"";"";"BRA";"climate change;land administration;land governance;land law;land tenure systems;land use planning;security of tenure (land)";"Land, Climate Change & Environment";"2007-10-31";"2015-07-31";"USD";"8580000";"8580000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH;KFW";"Global Donor Platform for Rural Development"
"MOD:1017";"Improved Governance of Tenure for Shared Prosperity in the Senegal River Basin";"This project funded by the Federal Government of Germany is intended to form part of the overall support programme specifically envisaged to provide targeted support for the implementation of the Voluntary Guidelines on the Responsible Governance of Tenure of Land, Fisheries and Forests in the Context of National Food Security (VGGT). Building on the momentum created by the endorsement of the VGGT, the project aims at responding to an increasing demand from numerous actors in the Senegal River Basin over the past few years - especially representatives from civil society, farmers’ and pastoralists’ organizations, local authorities, etc. - to discuss and improve governance of tenure and accountability in the context of new investments in agriculture being made by public and private investors.  Outputs under this project focus on: Interrelations between VGGT, F&G and LGAF are levelled and strengthened in the three countries.; Enhanced capacity on the VGGT and F&G in the Senegal River Basin; and	inclusive multi-stakeholder platform and mechanisms for dialogue and implementation of actions on tenure issues in the Senegal River Basin established. It includes the integration of contributions into the national tenure governance road maps of the three countries and ad hoc support to the road maps implementation processes towards improvement of the legal and administrative framework for land based investments in the Senegal River Basin region.";"";"";"MRT;SEN;MLI";"climate change;compensation;customary law;customary tenure;eminent domain;eviction;expropriation;fisheries;forest land;indigenous land rights;indigenous peoples;land access;land acquisitions;land administration;land allocation;land conflicts;land consolidation;land dispute;land dispute resolution;land distribution;land governance;land investments;land law;land markets;land ownership;land policies;land reform;land rights;land tenure;land tenure systems;land transfers;land use planning;land valuation;legal empowerment;natural disasters;public ownership;research;security of tenure (land);state property;title deed;women";"Land Conflicts;Land & Gender;Land in Post-Conflict Settings;Land, Climate Change & Environment;Land & Investments;Forest Tenure;Indigenous & Community Land Rights";"2015-07-31";"2019-06-30";"USD";"2000000";"2000000";"http://www.fao.org/nr/tenure/en/";"Jean Maurice Durand, FAO <JeanMaurice.Durand@fao.org>";"";"German Federal Ministry for Economic Cooperation and Development;Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Global Donor Platform for Rural Development"
"MOD:1014";"Support for Country Level Implementation of the Voluntary Guidelines,Component 3 Strengthening the Dissemination and Implementation of the Voluntary Guidelines";"The purpose of the project is to support the dissemination and implementation of the Voluntary Guidelines, through a multi-stakeholder platform bringing together representatives from the public and private sector, research, civil society and farmers' organizations, with the aim to support the ongoing process of improving land governance. The project aims to further strengthen ownership of the Voluntary Guidelines in Senegal through: capacity building of all stakeholders in land governance; support for the ongoing reforms process;support to the implementation of the Voluntary Guidelines locally.";"";"";"SEN";"climate change;compensation;customary law;customary tenure;eminent domain;eviction;expropriation;fisheries;forest land;indigenous land rights;indigenous peoples;land access;land acquisitions;land administration;land allocation;land conflicts;land consolidation;land dispute;land dispute resolution;land distribution;land governance;land investments;land law;land markets;land ownership;land policies;land reform;land rights;land tenure;land tenure systems;land transfers;land use planning;land valuation;legal empowerment;natural disasters;public ownership;research;security of tenure (land);state property;title deed;women";"Land Conflicts;Land & Gender;Land in Post-Conflict Settings;Land, Climate Change & Environment;Land & Investments;Forest Tenure;Indigenous & Community Land Rights";"2016-04-30";"2019-06-30";"USD";"1400000";"1400000";"http://www.fao.org/nr/tenure/en/";"Jean Maurice Durand, FAO <JeanMaurice.Durand@fao.org>";"";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Global Donor Platform for Rural Development"
"MOD:1015";"Multi-stakeholder workshop to support the inclusion of the VGGT into the land tenure reform process";"FAO’s tenure-related work in Madagascar included the conduct of a multi-stakeholder workshop to support the inclusion of the VGGT into the land tenure reform process in the country. As a result of the workshop, held in February 2015, the VGGT have been included (and cited) in the new Land Policy Letter, which is a key political document giving orientation for the consolidation of the land tenure reform process (period 2015 – 2030). Following the workshop the letter was presented to the Minister in charge of land tenure issues (Ministère d’état en charge des Projets Présidentiels, de l’Aménagement du Territoire et de l’Equipement – MEPATE) and adopted in May 2015 by the Government.";"";"";"MDG";"climate change;compensation;customary law;customary tenure;eminent domain;eviction;expropriation;fisheries;forest land;indigenous land rights;indigenous peoples;land access;land acquisitions;land administration;land allocation;land conflicts;land consolidation;land dispute;land dispute resolution;land distribution;land governance;land investments;land law;land markets;land ownership;land policies;land reform;land rights;land tenure;land tenure systems;land transfers;land use planning;land valuation;legal empowerment;natural disasters;public ownership;research;security of tenure (land);state property;title deed;women";"Land Conflicts;Land & Gender;Land in Post-Conflict Settings;Land, Climate Change & Environment;Land & Investments;Forest Tenure;Indigenous & Community Land Rights";"2015-02-28";"2020-01-31";"USD";"60000";"60000";"http://www.fao.org/nr/tenure/en/";"Jean Maurice Durand, FAO <JeanMaurice.Durand@fao.org>";"";"Food and Agriculture Organization of the United Nations (FAO);Agence Française de Développement";"Food and Agriculture Organization of the United Nations (FAO)";"Global Donor Platform for Rural Development"
"MOD:1012";"Capacity development programme on the VGGT applied for and with Indigenous Peoples";"The “Capacity development programme on the VGGT applied for and with indigenous peoples” in Central America was conducted with the Centro para la Autonomia y Desarrollo de los Pueblos Indigenas (CADPI). It brought together Indigenous Peoples Representatives and Experts from different countries in the Central America Region (Honduras, El Salvador, Costa Rica, Guatemala, Nicaragua and Panama), including representatives of the national/regional/local governments.  The VGGT were translated into Miskitu (indigenous language from Nicaragua), and specifically designed training material was prepared, which is currently being collated  with funding support from the MUL project.  Good practices and major challenges related to governance of tenure in each country involved were identified and shared; the participants carried out studies comparing the respective national  legal and policy framework on Indigenous Peoples'tenure rights and the international one, using the VGGT as a reference. These studies also addressed specific aspects of the VGGT in their own indigenous communities. A final programme report was prepared which included: an analysis of workshop series results and key messages; the participants' studies; and the participants' evaluation of the training programme.";"";"";"PAN";"climate change;compensation;customary law;customary tenure;eminent domain;eviction;expropriation;fisheries;forest land;indigenous land rights;indigenous peoples;land access;land acquisitions;land administration;land allocation;land conflicts;land consolidation;land dispute;land dispute resolution;land distribution;land governance;land investments;land law;land markets;land ownership;land policies;land reform;land rights;land tenure;land tenure systems;land transfers;land use planning;land valuation;legal empowerment;natural disasters;public ownership;research;security of tenure (land);state property;title deed;women";"Land Conflicts;Land & Gender;Land in Post-Conflict Settings;Land, Climate Change & Environment;Land & Investments;Forest Tenure;Indigenous & Community Land Rights";"2015-05-31";"2016-12-31";"USD";"106000";"106000";"http://www.fao.org/tenure/en/";"David Egiashvili, FAO, +39 0657052322 <david.egiashvili@fao.org>";"";"Swiss Agency for Development and Cooperation;Food and Agriculture Organization of the United Nations (FAO);UK Department for International Development";"Centro para la Autonomía y Desarollo de los Pueblos Indígenas";"Global Donor Platform for Rural Development"
"MOD:1013";"Capacity development: Applying the VGGT for and with Indigenous Peoples (India)";"The programme, jointly developed by the Indigenous Peoples’ team and the Land tenure team in FAO, as well as with the Asia Indigenous Peoples pact and local Indigenous Peoples’ organizations, was specifically designed for Indigenous Peoples of India (Adivasi).  It lasted for about one year,  and consisted in two sub-national workshops (in north-east India and central India), a period during which the participants conduct research in their communities, and one national workshop carried out in New Delhi, in August 2016 to present the results of this research and discuss with government representatives. The overall objective was to strengthen the recognition and protection of indigenous peoples’ tenure rights and customary tenure systems, exploring practical actions to implement the VGGT in conjunction with national and local laws, in particular the Forest Rights Act.";"";"";"IND";"climate change;compensation;customary law;customary tenure;eminent domain;eviction;expropriation;fisheries;forest land;indigenous land rights;indigenous peoples;land access;land acquisitions;land administration;land allocation;land conflicts;land consolidation;land dispute;land dispute resolution;land distribution;land governance;land investments;land law;land markets;land ownership;land policies;land reform;land rights;land tenure;land tenure systems;land transfers;land use planning;land valuation;legal empowerment;natural disasters;public ownership;research;security of tenure (land);state property;title deed;women";"Land Conflicts;Land & Gender;Land in Post-Conflict Settings;Land, Climate Change & Environment;Land & Investments;Forest Tenure;Indigenous & Community Land Rights";"2015-07-31";"2016-09-30";"USD";"45000";"45000";"http://www.fao.org/tenure/en/";"David Egiashvili, FAO, +39 0657052322 <David.Egiashvili@fao.org>";"";"Swiss Agency for Development and Cooperation;Food and Agriculture Organization of the United Nations (FAO)";"Asia Indigenous Peoples Pact";"Global Donor Platform for Rural Development"
"MOD:1010";"Support to Agricultural Production and Marketing Project - Western Extension (PROPACOM WNW)";"The project will complements the ongoing PROPACOM project in the centre-north, north and northeast of the country. It aims to reduce poverty and stimulate economic growth in the regions of Bafing, Béré, Folon, Kabadougou, Tonpki and Worodougou. The project will focus on increasing agricultural productivity of rice, maize, cassava and the vegetable value chain. It will improve food security by increasing 30,000 smallholder farmers households' access to services, rural financial services, technologies and markets. The project targets particularly women and young people who are involved in food production, processing and marketing in an effort to improve their incomes and livelihoods. 

On land and natural resource governance, the project aims to conduct population awareness campaigns in the local language for land registration. Further it will fund the cost of the bundle (document to be filled for requesting registration) for owners of lowlands and it will establish a device for land ownership clarification to rehabilitate and develop 2,300 ha of lowland.";"";"";"CIV";"fisheries;forest land;land access;land governance;land law;land ownership;land policies;land rights;land tenure;public ownership;state property";"Forest Tenure";"2014-11-30";"2020-12-31";"USD";"3500000";"3500000";"http://operations.ifad.org/web/ifad/operations/country/project/tags/cote_divoire/1590/project_overview";"Harold Liversage, IFAD <h.liversage@ifad.org>";"";"International Fund for Agricultural Development (IFAD)";"";"Global Donor Platform for Rural Development"
"MOD:1011";"Support to and capitalization on the EU Land Governance Programme in Africa (Phase I)";"This programme funded by the European Union (EU) aims at enhancing the joint implementation of the VGGT (Voluntary Guidelines on the Responsible Governance of Tenure of Land , Fisheries and Forests in the Context of National Food Security) and the F&G (Framework and Guidelines of the Land Policy Initiative (LPI)) at Pan African level and at supporting and consolidating the implementation of the EU Land governance in 10 African countries (Burundi, Côte d’Ivoire, Niger, Ethiopia, Kenya, Somalia, South Sudan*, Angola, Malawi, Eswatini). The systematization of the knowledge sharing and aggregation of the lessons learnt amongst the 10 In–country projects will feed the support for integrated implementation at pan African level. On the other hand the Pan-African level component will focus on fostering political leadership on land governance, elaborating the monitoring and evaluation core system, preparing tailor made tools for joint implementation. The project will be handled by two FAO officers (P5& P4) based in the LPI’s premises in Addis Ababa to ensure an optimal synergy for the integrated implementation. the programme aims at enhancing the land governance in Africa.
South Sudan* project formally cancelled by EUD as per email, due to force majeure, on December 2016, operationally closed in July 2017.";"";"";"AGO;KEN;SOM;BDI;SWZ;CIV;ETH;NER;MWI";"climate change;compensation;customary law;customary tenure;eminent domain;eviction;expropriation;fisheries;forest land;indigenous land rights;indigenous peoples;land access;land acquisitions;land administration;land allocation;land conflicts;land consolidation;land dispute;land dispute resolution;land distribution;land governance;land investments;land law;land markets;land ownership;land policies;land reform;land rights;land tenure;land tenure systems;land transfers;land use planning;land valuation;legal empowerment;natural disasters;public ownership;research;security of tenure (land);state property;title deed;women";"Land Conflicts;Land & Gender;Land in Post-Conflict Settings;Land, Climate Change & Environment;Land & Investments;Forest Tenure;Indigenous & Community Land Rights";"2014-05-31";"2019-09-30";"USD";"2400000";"2400000";"http://www.fao.org/tenure/en/";"Maria Paola Rizzo, FAO <MariaPaola.Rizzo@fao.org>";"";"Food and Agriculture Organization of the United Nations (FAO);European Union";"Food and Agriculture Organization of the United Nations (FAO)";"Global Donor Platform for Rural Development"
"MOD:148";"Santa Catarina Rural Competitiveness";"The objective of the Project is to increase the competitiveness of Family Agriculture Producer Organizations while providing support for an improved framework of structural competitiveness inducing public services activities. 

The project will support Family Agriculture Farms (FAFs) land tenure regularization. 3,000 FAFs will obtain land titles, which will facilitate creditworthiness and compliance with environmental legislation which requires land regularization to demarcate and establish –through notarization– a “legal reserve” in 20% of their farmland (“legal reserve” is a pre-requisite to credit). It will include: (i) qualification, quantification and georeferencing of target small farms; (ii) promotion of legal assistance to obtain land titling; and (ii) assistance to demarcate and notarize legal reserves.";"";"";"BRA";"land administration;land tenure systems;security of tenure (land);title deed";"";"2010-09-30";"2016-09-30";"";"";"";"";"Diego Arias Carballo, World Bank, 55-61-3329-8603 <darias@worldbank.org>";"";"World Bank Group";"";"Global Donor Platform for Rural Development"
"MOD:660";"Competitiveness and Enterprise Development Project";"The objective of the project is to improve the competitiveness of enterprises in Uganda by providing support for: (i) the implementation of business environment reforms, including land administration reform; and (ii) the development of priority productive and service sectors. The project will fund the scaling-up of the land reform process. Specifically, it will seek to improve land administration, undertake systematic registration of communal and individually owned land, implement a program of actions for strengthening institutions and mechanisms for land dispute resolution and for strengthening land administration and management institutions.";"";"";"UGA";"land access;land acquisitions;land administration;land dispute;land dispute resolution;land governance;land investments;land law;land markets;land policies;land tenure systems;land transfers;land use planning;land valuation;legal empowerment;security of tenure (land);title deed";"Land Conflicts;Land & Investments";"2013-05-31";"2019-03-31";"USD";"54000000";"54000000";"http://projects.worldbank.org/P130471/competitiveness-enterprise-development-project-cedp?lang=en";"Moses Kibirige, World Bank <mkibirige@worldbank.org>";"";"World Bank Group";"";"Global Donor Platform for Rural Development"
"MOD:665";"Informal Settlements Improvement Project";"The project aims to improve living conditions in informal settlements in selected municipalities in Kenya. This will be achieved by enhancing security of tenure and improving infrastructure based on plans developed in consultation with the community. 

On land tenure, the project will: (i) strengthen the Ministry of Lands through identification and implementation of measures to improve the speed and efficiency of mapping, planning, survey, and land registration, (ii)support implementation of the new national land policy in urban informal settlements through refinement, systematization, and scale-up of ongoing efforts to strengthen tenure security in slums.";"";"";"KEN";"land administration;land governance;land law;land policies;land tenure systems;land use planning;legal empowerment;security of tenure (land);title deed";"";"2011-03-31";"2016-06-30";"USD";"10500000";"10500000";"";"Abebaw Alemayehu, World Bank, 251-11-517-6084 <aalemayehu@worldbank.org>";"";"World Bank Group";"";"Global Donor Platform for Rural Development"
